Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
61_Кашарский_КФХ 036,пшеница,Ростовская область,Кашарский район,,,,8-928-605-9950,"346222, с. Россошь"
61_Кашарский_КФХ 037,"пшеница, подсолнечник",Ростовская область,Кашарский район,,,,8-928-758-5940,"346222, с. Россошь"
61_Кашарский_КФХ 038,"пшеница, ячмень, подсолнечник",Ростовская область,Кашарский район,,,,8-928-776-7323,"346222, с. Россошь"
61_Константиновский_КФХ 001,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-154-0735,"347264, х. Нижнекалинов"
61_Константиновский_КФХ 002,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-988-5032,"347272, х. Правда"
61_Константиновский_КФХ 003,зерновые,Ростовская область,Константиновский район,,,,"8-928-152-2206, (86393) 5-21-80","347274, х. Белянский"
61_Константиновский_КФХ 004,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-611-8548,"347250, г. Константиновск"
61_Константиновский_КФХ 005,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-771-3593,"347277, х. Гапкин"
61_Константиновский_КФХ 006,"зерновые, подсолнечник",Ростовская область,Константиновский район,,,,8-928-612-4807,"347277, х. Гапкин"
61_Константиновский_КФХ 007,зерновые,Ростовская область,Константиновский район,,,,8-928-162-5586,"347274, х. Белянский"
61_Константиновский_КФХ 008,зерновые,Ростовская область,Константиновский район,,,,8-918-894-6315,"347272, ст. Николаевская"
61_Константиновский_КФХ 009,"пшеница, ячмень, подсолнечник, кукуруза",Ростовская область,Константиновский район,,,,8-928-609-3535,"347279, х. Почтовый"
61_Константиновский_КФХ 010,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-938-136-3644,"347272, ст. Николаевская"
61_Константиновский_КФХ 011,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-758-6009,"347277, х. Гапкин"
61_Константиновский_КФХ 012,"зерновые, подсолнечник",Ростовская область,Константиновский район,,,,8-918-577-0246,"347277, ст. Николаевская"
61_Константиновский_КФХ 013,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-600-0315,"347277, х. Савельев"
61_Константиновский_КФХ 014,зерновые,Ростовская область,Константиновский район,,,,"8-920-483-2301, 8-928-772-8472","347272, ст. Николаевская"
61_Константиновский_КФХ 015,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-918-562-0469,"347272, ст. Николаевская"
61_Константиновский_КФХ 016,"зерновые, технические",Ростовская область,Константиновский район,,,,8-928-184-6929,"347279, х. Почтовый"
61_Константиновский_КФХ 017,"пшеница, ячмень, подсолнечник",Ростовская область,Константиновский район,,,,8-918-892-0111,"347272, ст. Николаевская"
61_Константиновский_КФХ 018,"зерновые, подсолнечник",Ростовская область,Константиновский район,,,,8-918-855-4623,"347272, ст. Николаевская"
61_Константиновский_КФХ 019,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-122-6265,"347277, х. Савельев"
61_Константиновский_КФХ 020,зерновые,Ростовская область,Константиновский район,,,,8-928-108-4591,"347272, ст. Николаевская"
61_Константиновский_КФХ 021,"зерновые, масличные, зернобобовые",Ростовская область,Константиновский район,,,,"8-928-906-5355, 8-928-195-9809","347250, г. Константиновск"
61_Константиновский_КФХ 022,озимая пшеница,Ростовская область,Константиновский район,,,,8-919-884-4470,"347272, ст. Николаевская"
61_Константиновский_КФХ 023,"виноград (столовый, технический)",Ростовская область,Константиновский район,,,,8-928-119-9137,"347273, ст. Мариинская"
61_Константиновский_КФХ 024,зерновые,Ростовская область,Константиновский район,,,,8-928-102-2778,"347277, х. Гапкин"
61_Константиновский_КФХ 025,зерновые,Ростовская область,Константиновский район,,,,8-918-525-0327,"347272, ст. Николаевская"
61_Константиновский_КФХ 026,зерновые,Ростовская область,Константиновский район,,,,8-928-152-5652,"347277, х. Савельев"
61_Константиновский_КФХ 027,пшеница,Ростовская область,Константиновский район,,,,"8-988-567-3226, 8-903-437-8009","347275, х. Суворов"
61_Константиновский_КФХ 028,"зерновые, масличные; рыбоводство; свиньи; грузоперевозки",Ростовская область,Константиновский район,,,,8-928-164-0808,"347279, Константиновский р-н, х. Почтовый"
61_Константиновский_КФХ 029,"зерновые, подсолнечник, кукуруза, бахчевые",Ростовская область,Константиновский район,,,,8-928-115-3970,"347268, х. Хрящевский"
61_Константиновский_КФХ 030,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-615-1989,"347277, х. Гапкин"
61_Константиновский_КФХ 031,зерновые,Ростовская область,Константиновский район,,,,8-928-773-2665,"347251, г. Константиновск"
61_Константиновский_КФХ 032,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-156-4019,"347273, ст. Мариинская"
61_Константиновский_КФХ 033,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-173-6391,"347277, х. Гапкин"
61_Константиновский_КФХ 034,"зерновые, технические культуры",Ростовская область,Константиновский район,,,,8-928-756-2609,"347273, ст. Мариинская"
61_Константиновский_КФХ 035,зерновые,Ростовская область,Константиновский район,,,,"8-928-616-3218, (86393) 5-21-18","347274, х. Белянский"
61_Константиновский_КФХ 036,зерновые,Ростовская область,Константиновский район,,,,8-918-528-7866,"347272, ст. Николаевская"
61_Константиновский_КФХ 037,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-289-3513,"347277, х. Гапкин"
61_Константиновский_КФХ 038,зерновые,Ростовская область,Константиновский район,,,,"8-928-900-4674, (86391) 4-41-08","офис: 347301, Цимлянский р-н, х. Паршиков"
61_Константиновский_КФХ 039,зерновые,Ростовская область,Константиновский район,,,,"(86393) 2-16-75, 8-928-227-0306","347250, г. Константиновск"
61_Константиновский_КФХ 040,"зерновые, зернобобовые",Ростовская область,Константиновский район,,,,8-928-216-7629,"347272, ст. Николаевская"
61_Константиновский_КФХ 041,"пшеница, ячмень, подсолнечник",Ростовская область,Константиновский район,,,,"(86393) 5-21-91, 8-918-552-1033","347276, п. Белоковыльный"
61_Константиновский_КФХ 042,"зерновые, масличные",Ростовская область,Константиновский район,,,,8-928-117-8836,"347250, г. Константиновск"
61_Константиновский_КФХ 043,зерновые,Ростовская область,Константиновский район,,,,8-928-166-4235,"347267, х. Ведерников"
61_Константиновский_КФХ 044,пшеница,Ростовская область,Константиновский район,,,,8-928-181-5588,"347277, х. Гапкин"
61_Константиновский_КФХ 045,пшеница,Ростовская область,Константиновский район,,,,8-918-521-8478,"347253, г. Константиновск"
61_Константиновский_КФХ 046,"пшеница, горох",Ростовская область,Константиновский район,,,,8-928-162-7148,"347264, х. Нижнекалинов"
61_Константиновский_КФХ 047,пшеница,Ростовская область,Константиновский район,,,,8-928-141-2041,"347271, ст. Богоявленская"
61_Красносулинский_КФХ 001,"зерновые, масличные",Ростовская область,Красносулинский район,,,,8-918-501-9045,"346355, г. Красный Сулин"
61_Красносулинский_КФХ 002,"зерновые, масличные",Ростовская область,Красносулинский район,,,,8-951-507-2848,"346392, х. Петровский"
61_Красносулинский_КФХ 003,"зерновые, масличные",Ростовская область,Красносулинский район,,,,8-929-815-7047,"346315, х. Грачёв"
61_Красносулинский_КФХ 004,"зерновые, масличные",Ростовская область,Красносулинский район,,,,8-903-471-5703,"347878, х. Марс"
61_Красносулинский_КФХ 005,"зерновые, зернобобовые",Ростовская область,Красносулинский район,,,,8-928-118-3435,"346372, с. Ребриковка"
61_Красносулинский_КФХ 006,"зерновые, масличные",Ростовская область,Красносулинский район,,,,8-928-779-5689,"346396, х. Грязновка"
61_Красносулинский_КФХ 007,"зерновые, подсолнечник",Ростовская область,Красносулинский район,,,,8-950-852-7788,"346371, с. Киселево"
61_Красносулинский_КФХ 008,зерновые,Ростовская область,Красносулинский район,,,,8-903-462-4414,"346373, п. Пригородный"
61_Красносулинский_КФХ 009,"зерновые, масличные",Ростовская область,Красносулинский район,,,,8-928-101-3923,"346371, с. Киселево"
61_Красносулинский_КФХ 010,"зерновые, зернобобовые",Ростовская область,Красносулинский район,,,,8-903-434-7480,"346340, х. Молоканский"
61_Красносулинский_КФХ 011,зерновые,Ростовская область,Красносулинский район,,,,8-909-423-2326,"346376, ст. Владимирская"
61_Красносулинский_КФХ 012,зерновые,Ростовская область,Красносулинский район,,,,8-905-458-7468,"346373, п. Пригородный"
61_Красносулинский_КФХ 013,"зерновые, технические",Ростовская область,Красносулинский район,,,,8-928-773-1923,"346396, х. Грязновка"
61_Красносулинский_КФХ 014,"зерновые, масличные",Ростовская область,Красносулинский район,,,,8-960-455-5710,"346376, ст. Владимировская"
61_Красносулинский_КФХ 015,"садоводство, саженцы плодово-ягодных и декоративных культур",Ростовская область,Красносулинский район,,,,8-928-127-6095,"346535, Красносулинский р-н, р.п. Горный"
61_Красносулинский_КФХ 016,"зерновые, технические",Ростовская область,Красносулинский район,,,,"8-903-405-6899, 8-928-906-0692","346900, г. Новошахтинск"
61_Красносулинский_КФХ 017,"зерновые, технические",Ростовская область,Красносулинский район,,,,8-903-462-1732,"346372, с. Ребриковка"
61_Красносулинский_КФХ 018,"зерновые, масличные; КРС (молочный)",Ростовская область,Красносулинский район,,,,8-928-616-0345,"346318, х. Холодный Плёс"
61_Красносулинский_КФХ 019,"зерновые, масличные",Ростовская область,Красносулинский район,,,,8-903-461-1439,"346371, п. Первомайский"
61_Красносулинский_КФХ 020,"зерновые, подсолнечник",Ростовская область,Красносулинский район,,,,8-903-403-8388,"346373, п. Пригородный"
61_Красносулинский_КФХ 021,зерновые,Ростовская область,Красносулинский район,,,,8-928-189-4441,"346377, х. Большая Федоровка"
61_Красносулинский_КФХ 022,"ячмень, подсолнечник",Ростовская область,Красносулинский район,,,,8-938-160-2297,"346399, х. Гуково"
61_Куйбышевский_КФХ 001,"зерновые, масличные",Ростовская область,Куйбышевский район,,,,"8-928-135-9711, 8-900-135-8830","346947, с. Русское"
61_Куйбышевский_КФХ 002,"зерновые, технические",Ростовская область,Куйбышевский район,,,,8-928-102-0880,"346940, с. Куйбышево"
61_Куйбышевский_КФХ 003,"зерновые, технические",Ростовская область,Куйбышевский район,,,,8-928-112-0755,"346943, с. Миллерово"
61_Куйбышевский_КФХ 004,"зерновые, подсолнечник",Ростовская область,Куйбышевский район,,,,"8-928-137-9092, 8-905-431-3010","346940, с. Миллерово"
61_Куйбышевский_КФХ 005,"зерновые, подсолнечник",Ростовская область,Куйбышевский район,,,,8-928-289-1077,"346940, с. Куйбышево"
61_Куйбышевский_КФХ 006,"зерновые, технические",Ростовская область,Куйбышевский район,,,,8-919-892-0071,"346940, с. Куйбышево"
61_Куйбышевский_КФХ 007,"зерновые, подсолнечник",Ростовская область,Куйбышевский район,,,,8-928-768-0565,"346943, с. Миллерово"
61_Куйбышевский_КФХ 008,зерновые,Ростовская область,Куйбышевский район,,,,8-938-160-6706,"346943, с. Миллерово"
61_Куйбышевский_КФХ 009,зерновые,Ростовская область,Куйбышевский район,,,,8-928-603-3466,"346943, с. Миллерово"
61_Куйбышевский_КФХ 010,зерновые,Ростовская область,Куйбышевский район,,,,8-928-143-1826,"346943, с. Миллерово"
61_Куйбышевский_КФХ 011,зерновые,Ростовская область,Куйбышевский район,,,,8-928-142-6891,"436943, с. Миллерово"
61_Куйбышевский_КФХ 012,зерновые,Ростовская область,Куйбышевский район,,,,8-928-140-3693,"436943, с. Миллерово"
61_Куйбышевский_КФХ 013,зерновые,Ростовская область,Куйбышевский район,,,,8-928-766-2535,"346959, с. Лысогорка"
61_Куйбышевский_КФХ 014,зерновые,Ростовская область,Куйбышевский район,,,,8-919-874-8030,"346943, с. Миллерово"
61_Куйбышевский_КФХ 015,"пшеница, подсолнечник, кукуруза",Ростовская область,Куйбышевский район,,,,8-928-754-7557,"346943, с. Миллерово"
61_Куйбышевский_КФХ 016,зерновые,Ростовская область,Куйбышевский район,,,,8-928-129-3892,"346493, с. Миллерово"
61_Куйбышевский_КФХ 017,"зерновые, технические",Ростовская область,Куйбышевский район,,,,8-928-102-2475,"346130, с. Миллерово"
61_Куйбышевский_КФХ 018,"зерновые, технические культуры",Ростовская область,Куйбышевский район,,,,8-908-199-8866,"346940, с. Куйбышево"
61_Куйбышевский_КФХ 019,"зерновые, технические",Ростовская область,Куйбышевский район,,,,"8-928-602-2884, 8-928-212-1509","346959, с. Лысогорка"
61_Куйбышевский_КФХ 020,"зерновые, технические",Ростовская область,Куйбышевский район,,,,8-928-115-0140,"346130, с. Миллерово"
61_Куйбышевский_КФХ 021,"зерновые, масличные",Ростовская область,Куйбышевский район,,,,8-928-149-0822,"346950, с. Новиковка"
61_Куйбышевский_КФХ 022,зерновые,Ростовская область,Куйбышевский район,,,,8-950-860-5037,"346130, с. Миллерово"
61_Куйбышевский_КФХ 023,"зерновые, зернобобовые, масличные",Ростовская область,Куйбышевский район,,,,8-989-535-7056,"346942, х. Зайцево"
61_Куйбышевский_КФХ 024,"зерновые, зернобобовые",Ростовская область,Куйбышевский район,,,,8-906-452-9489,"346942, х. Зайцево"
61_Куйбышевский_КФХ 025,зерновые,Ростовская область,Куйбышевский район,,,,8-928-441-7771,"346943, с. Миллерово"
61_Куйбышевский_КФХ 026,зерновые,Ростовская область,Куйбышевский район,,,,8-928-109-6532,"346943, с. Миллерово"
61_Куйбышевский_КФХ 027,козы,Ростовская область,Куйбышевский район,,,,8-961-298-5995,"346947, с. Русское"
61_Куйбышевский_КФХ 028,зерновые,Ростовская область,Куйбышевский район,,,,8-928-167-3607,"346943, с. Миллерово"
61_Куйбышевский_КФХ 029,"зерновые, подсолнечник",Ростовская область,Куйбышевский район,,,,8-928-610-4434,"346943, с. Миллерово"
61_Куйбышевский_КФХ 030,"зерновые, технические",Ростовская область,Куйбышевский район,,,,8-918-544-4525,"346951, х. Крюково"
61_Куйбышевский_КФХ 031,"зерновые, масличные",Ростовская область,Куйбышевский район,,,,"(86348) 3-91-38, 8-928-153-2129","346951, х. Крюково"
61_Мартыновский_КФХ 001,"озимая пшеница, ячмень, подсолнечник",Ростовская область,Мартыновский район,,,,8-928-183-9135,"346676, х. Долгий"
61_Мартыновский_КФХ 002,зерновые,Ростовская область,Мартыновский район,,,,8-928-163-4924,"346676, х. Долгий"
61_Мартыновский_КФХ 003,"пшеница, ячмень",Ростовская область,Мартыновский район,,,,8-928-905-4142,"346677, х. Новоселовка"
61_Мартыновский_КФХ 004,зерновые,Ростовская область,Мартыновский район,,,,8-928-965-1918,"346690, п. Абрикосовый"
61_Мартыновский_КФХ 005,"пшеница, ячмень",Ростовская область,Мартыновский район,,,,8-929-816-2673,"346665, п. Новоберезовка"
61_Мартыновский_КФХ 006,"пшеница, ячмень",Ростовская область,Мартыновский район,,,,8-928-905-5788,"346690, п. Абрикосовый"
61_Мартыновский_КФХ 007,зерновые,Ростовская область,Мартыновский район,,,,8-928-117-1682,"346689, х. Ильинов"
61_Мартыновский_КФХ 008,"пшеница, ячмень, подсолнечник, рыжик",Ростовская область,Мартыновский район,,,,8-938-101-5516,"346676, х. Долгий"
61_Мартыновский_КФХ 009,зерновые,Ростовская область,Мартыновский район,,,,8-928-102-3385,"346671, п. Крутоярский"
61_Мартыновский_КФХ 010,"зерновые, масличные",Ростовская область,Мартыновский район,,,,8-928-122-3781,"346681, х. Комаров"
61_Мартыновский_КФХ 011,зерновые,Ростовская область,Мартыновский район,,,,8-928-957-2831,"346690, п. Абрикосовый"
61_Мартыновский_КФХ 012,"зерновые, масличные",Ростовская область,Мартыновский район,,,,8-928-117-6177,"346677, х. Несмеяновка"
61_Мартыновский_КФХ 013,"зерновые, масличные, зернобобовые",Ростовская область,Мартыновский район,,,,8-909-403-2193,"346660, сл. Большая Мартыновка"
61_Мартыновский_КФХ 014,зерновые,Ростовская область,Мартыновский район,,,,8-909-403-2178,"346660, сл. Большая Мартыновка"
61_Мартыновский_КФХ 015,"зерновые, масличные",Ростовская область,Мартыновский район,,,,8-928-183-8904,"346677, х. Несмеяновка"
61_Мартыновский_КФХ 016,зерновые,Ростовская область,Мартыновский район,,,,8-938-169-4071,"346679, п. Крутобережный"
61_Мартыновский_КФХ 017,зерновые,Ростовская область,Мартыновский район,,,,8-928-755-6467,"346671, п. Крутоярский"
61_Мартыновский_КФХ 018,"зерновые, виноград, производство вина, шампанского",Ростовская область,Мартыновский район,,,,"(86395) 3-53-63, 8-928-147-8661","346663, Мартыновский р-н, х. Малая Мартыновка"
61_Мартыновский_КФХ 019,"зерновые, масличные",Ростовская область,Мартыновский район,,,,8-928-118-9077,"346671, п. Крутоярский"
61_Мартыновский_КФХ 020,пшеница,Ростовская область,Мартыновский район,,KFX.PavlovS.E@yandex.ru,,8-928-190-3731,"346673, п. Черемухи"
61_Матвеево-Курганский_КФХ 001,"зерновые, подсолнечник",Ростовская область,Матвеево-Курганский район,,,,8-928-146-8736,"346978, с. Камышевка"
61_Матвеево-Курганский_КФХ 002,"зерновые, подсолнечник",Ростовская область,Матвеево-Курганский район,,,,8-928-153-2171,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 003,"зерновые, масличные",Ростовская область,Матвеево-Курганский район,,,,8-928-116-9373,"346980, Ленинский"
61_Матвеево-Курганский_КФХ 004,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-769-5058,"346968, с. Малокирсановка"
61_Матвеево-Курганский_КФХ 005,"пшеница, подсолнечник",Ростовская область,Матвеево-Курганский район,,,,8-903-432-2216,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 006,"пшеница, ячмень, кукуруза",Ростовская область,Матвеево-Курганский район,,,,"8-928-171-9891, 8-928-140-4804","346969, с. Латоново"
61_Матвеево-Курганский_КФХ 007,"зерновые, технические культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-212-0603,"346969, с. Латоново"
61_Матвеево-Курганский_КФХ 008,"зерновые, масличные",Ростовская область,Матвеево-Курганский район,,,,8-928-133-3220,"346979, с. Новоандриановка"
61_Матвеево-Курганский_КФХ 009,"зерновые, масличные, зернобобовые культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-609-1933,"346969, с. Латоново"
61_Матвеево-Курганский_КФХ 010,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-116-5007,"346964, с. Анастасиевка"
61_Матвеево-Курганский_КФХ 011,кролики,Ростовская область,Матвеево-Курганский район,,,,8-928-620-9625,"346961, х. Левченко"
61_Матвеево-Курганский_КФХ 012,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-182-8585,"346965, с. Екатериновка"
61_Матвеево-Курганский_КФХ 013,"зерновые, масличные",Ростовская область,Матвеево-Курганский район,,,,8-928-604-6664,"346988, Матвеево-Курганский р-н, с. Кульбаково"
61_Матвеево-Курганский_КФХ 014,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-101-0362,"346979, с. Новоандриановка"
61_Матвеево-Курганский_КФХ 015,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,"(86341) 3-56-51, 8-928-100-8209","346978, с. Марьевка"
61_Матвеево-Курганский_КФХ 016,"зерновые, масличные",Ростовская область,Матвеево-Курганский район,,,,"8-928-124-0217, 8-928-184-5988","346970, п. Матвеев-Курган"
61_Матвеево-Курганский_КФХ 017,зерновые,Ростовская область,Матвеево-Курганский район,,,,8-928-956-3346,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 018,рыбоводство; ремонт и установка кондиционеров на сельхозтехнику,Ростовская область,Матвеево-Курганский район,,,,"8-918-529-1753, 8-938-120-8088","346970, Матвеево-Курганский р-н, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 019,"пшеница, ячмень, горох, кукуруза; рыба прудовая",Ростовская область,Матвеево-Курганский район,,,,8-903-407-4322,"346995, Матвеево-Курганский район, х. Малоекатериновка,"
61_Матвеево-Курганский_КФХ 020,озимая пшеница,Ростовская область,Матвеево-Курганский район,,,,8-928-956-4447,"346979, с. Новоандриановка"
61_Матвеево-Курганский_КФХ 021,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-171-8377,"346965, с. Екатериновка"
61_Матвеево-Курганский_КФХ 022,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-753-1153,"346978, с. Марьевка"
61_Матвеево-Курганский_КФХ 023,"зерновые, технические культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-170-1799,"346970, х. Староротовка"
61_Матвеево-Курганский_КФХ 024,КРС,Ростовская область,Матвеево-Курганский район,,,,8-928-102-1074,"346969, с. Латоново"
61_Матвеево-Курганский_КФХ 025,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-614-4001,"346978, с. Камышовка"
61_Матвеево-Курганский_КФХ 026,"зерновые, технические",Ростовская область,Матвеево-Курганский район,,,,8-928-110-1079,"346961, с. Новониколаевка"
61_Матвеево-Курганский_КФХ 027,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-182-6576,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 028,"зерновые, технические культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-620-2538,"346978, c. Марьевка"
61_Матвеево-Курганский_КФХ 029,"пшеница, ячмень",Ростовская область,Матвеево-Курганский район,,,,8-928-603-7132,"346969, с. Латоново"
61_Матвеево-Курганский_КФХ 030,"зерновые, масличные",Ростовская область,Матвеево-Курганский район,,,,8-928-182-6504,"346968, с. Малокирсановка"
61_Матвеево-Курганский_КФХ 031,"зерновые, зернобобовые, масличные",Ростовская область,Матвеево-Курганский район,,,,8-928-146-8924,"346969, с. Латоново"
61_Матвеево-Курганский_КФХ 032,"зерновые, зернобобовые, масличные",Ростовская область,Матвеево-Курганский район,,,,8-928-197-2719,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 033,"зерновые, масличные",Ростовская область,Матвеево-Курганский район,,,,8-928-141-6967,"346960, с. Авило-Успенка"
61_Матвеево-Курганский_КФХ 034,"КРС, овцы",Ростовская область,Матвеево-Курганский район,,,,8-928-957-9040,"346968, с. Малокирсановка"
61_Матвеево-Курганский_КФХ 035,"зерновые, технические культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-613-1447,"346988, с. Кульбаково"
61_Матвеево-Курганский_КФХ 036,зерновые,Ростовская область,Матвеево-Курганский район,,,,8-928-150-8354,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 037,"зерновые, масличные культуры",Ростовская область,Матвеево-Курганский район,,,,8-928-755-2075,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 038,"пшеница, ячмень, кукуруза",Ростовская область,Матвеево-Курганский район,,,,8-928-133-3315,"346970, п. Матвеев-Курган"
61_Матвеево-Курганский_КФХ 039,"зерновые, масличные",Ростовская область,Матвеево-Курганский район,,,,"(86341) 3-30-18, 8-918-130-7085","346961, с. Новониколаевка"
61_Матвеево-Курганский_КФХ 040,арбузы,Ростовская область,Матвеево-Курганский район,,,,8-918-501-8808,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 041,"томаты, капуста, огурцы, лук, арбузы",Ростовская область,Матвеево-Курганский район,,,,8-928-155-6730,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 042,"пшеница, ячмень, подсолнечник",Ростовская область,Матвеево-Курганский район,,,,8-928-769-4976,"346970, п. Матвеев Курган"
61_Матвеево-Курганский_КФХ 043,"пшеница, подсолнечник",Ростовская область,Матвеево-Курганский район,,,,8-928-151-8040,"346970, п. Матвеев-Курган"
61_Матвеево-Курганский_КФХ 044,"пшеница, подсолнечник",Ростовская область,Матвеево-Курганский район,,,,8-928-149-0228,"346978, с. Марьевка"
61_Миллеровский_КФХ 001,"зерновые, масличные",Ростовская область,Миллеровский район,,,,"(86385) 5-02-35, 8-928-144-4246","346140, ст. Мальчевская"
61_Миллеровский_КФХ 002,зерновые,Ростовская область,Миллеровский район,,,,8-906-430-3675,"346142, сл. Кудиновка"
61_Миллеровский_КФХ 003,"зерновые, зернобобовые",Ростовская область,Миллеровский район,,,,8-909-422-2126,"346102, х. Фоминка"
61_Миллеровский_КФХ 004,"пшеница, подсолнечник, ячмень, кукуруза",Ростовская область,Миллеровский район,,,,8-905-454-0435,"346105, с. Дёгтево"
61_Миллеровский_КФХ 005,"зерновые, технические культуры",Ростовская область,Миллеровский район,,,,8-903-473-1307,"346105, с. Дёгтево"
61_Миллеровский_КФХ 006,зерновые,Ростовская область,Миллеровский район,,,,8-989-727-3945,"346142, сл. Кудиновка"
61_Миллеровский_КФХ 007,"зерновые, технические",Ростовская область,Миллеровский район,,,,8-950-863-4934,"346140, ст. Мальчевская"
61_Миллеровский_КФХ 008,"зерновые, масличные",Ростовская область,Миллеровский район,,,,8-909-437-8604,"346105, с. Дёгтево"
61_Миллеровский_КФХ 009,"зерновые, масличные",Ростовская область,Миллеровский район,,,,8-928-761-5852,"346112, с. Сулин"
61_Миллеровский_КФХ 010,"зерновые, масличные",Ростовская область,Миллеровский район,,,,8-961-401-5340,"346125, сл. Никольская"
61_Миллеровский_КФХ 011,"зерновые, масличные",Ростовская область,Миллеровский район,,,,8-960-450-1734,"346103, с. Ольховый Рог"
61_Миллеровский_КФХ 012,"зерновые, подсолнечник",Ростовская область,Миллеровский район,,,,"(86385) 5-12-75, 8-906-429-2923, (86385) 8-918-898-5922","346108, х. Хмызов"
61_Миллеровский_КФХ 013,"зерновые, масличные",Ростовская область,Миллеровский район,,,,"8-905-431-4196, (86385) 5-13-40","346124, сл. Позднеевка"
61_Миллеровский_КФХ 014,"пшеница, кукуруза, подсолнечник, арбузы",Ростовская область,Миллеровский район,,,,"(86385) 5-13-04, 8-961-282-7335","346124, сл. Позднеевка"
61_Миллеровский_КФХ 015,зерновые,Ростовская область,Миллеровский район,,,,8-928-905-8317,"346125, сл. Никольская"
61_Миллеровский_КФХ 016,"зерновые, технические",Ростовская область,Миллеровский район,,,,8-928-758-6333,"346130, г. Миллерово"
61_Миллеровский_КФХ 017,зерновые,Ростовская область,Миллеровский район,,,,"8-928-160-7636, 8-928-620-8872","346122, х. Каменка"
61_Миллеровский_КФХ 018,КРС (мясной),Ростовская область,Миллеровский район,,,,8-908-198-9358,"346143, х. Беляевск"
61_Миллеровский_КФХ 019,"пшеница, подсолнечник, кукуруза, КРС (мясной)",Ростовская область,Миллеровский район,,,,8-988-895-4709,"346124, сл. Позднеевка"
61_Миллеровский_КФХ 020,"зерновые, масличные",Ростовская область,Миллеровский район,,,,8-989-624-0224,"346142, сл. Кудиновка"
61_Миллеровский_КФХ 021,"оз. пшеница, кукуруза, подсолнечник",Ростовская область,Миллеровский район,,,,8-928-903-9353,"346101, х. Малотокмацкий"
61_Миллеровский_КФХ 022,"пшеница, ячмень, кукуруза, подсолнечник, сорго",Ростовская область,Миллеровский район,,,,8-918-513-3242,"346105, х. Ключковка"
61_Миллеровский_КФХ 023,"зерновые, масличные",Ростовская область,Миллеровский район,,,,8-989-700-2420,"346142, сл. Кудиновка"
61_Миллеровский_КФХ 024,"зерновые, масличные",Ростовская область,Миллеровский район,,,,8-952-579-1227,"346140, ст. Мальчевская"
61_Миллеровский_КФХ 025,"зерновые, масличные",Ростовская область,Миллеровский район,,,,"(86385) 5-16-34, 8-909-426-7568","346103, с. Ольховый Рог"
61_Миллеровский_КФХ 026,зерновые,Ростовская область,Миллеровский район,,,,8-918-556-8585,"346109, х. Грай-Воронец"
61_Миллеровский_КФХ 027,"зерновые, подсолнечник",Ростовская область,Миллеровский район,,,,8-928-758-3361,"346122, х. Каменка"
61_Миллеровский_КФХ 028,"зерновые, масличные",Ростовская область,Миллеровский район,,,,"(86385) 5-42-16, 8-928-966-1341","346119, сл. Нижнекамышинка"
61_Миллеровский_КФХ 029,"зерновые, масличные, КРС",Ростовская область,Миллеровский район,,,,8-961-419-3161,"346143, х. Новая Деревня"
