Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
26_Апанасенковский_КФХ 016,зерновые,Ставропольский край,Апанасенковский район,Глава: Шарко Василий Тимофеевич,,,8-962-405-1749,"356702, с. Киевка"
26_Апанасенковский_КФХ 017,"зерновые, подсолнечник",Ставропольский край,Апанасенковский район,Глава: Янкевич Евгений Николаевич,,,8-962-456-6710,"356705, с. Дербетовка"
26_Апанасенковский_КФХ 018,"зерновые, технические",Ставропольский край,Апанасенковский район,Глава: Демченко Анна Федоровна,,,8-903-440-2968,"356720, с. Дивное"
26_Апанасенковский_КФХ 019,"зерновые, подсолнечник, горох",Ставропольский край,Апанасенковский район,Глава: Янкевич Сергей Николаевич,,,8-903-417-4831,"356705, с. Дербетовка"
26_Апанасенковский_КФХ 019,зерновые,Ставропольский край,Апанасенковский район,Алиев Магомед-Расул Хасбуллаевич,,,8-905-417-3140,"356705, с. Дербетовка"
26_Апанасенковский_КФХ 020,зерновые,Ставропольский край,Апанасенковский район,Ткаченко Михаил Николаевич,,,8-928-911-2643,"356710, с. Вознесеновское"
26_Арзгирский_КФХ 001,пшеница,Ставропольский край,Арзгирский район,Глава: Амирханов Магомедали Эминович,,,8-962-495-4540,"356571, с. Арзгир"
26_Арзгирский_КФХ 002,зерновые,Ставропольский край,Арзгирский район,Глава: Багандалиев Багандали,,,8-928-010-8462,"356582, с. Новоромановка"
26_Арзгирский_КФХ 003,зерновые,Ставропольский край,Арзгирский район,Глава: Багандов Магомед Магомедович,,,8-928-818-0048,"356574, с. Садовое"
26_Арзгирский_КФХ 004,озимая пшеница,Ставропольский край,Арзгирский район,Глава: Барсуков Александр Григорьевич,,,8-906-490-4129,"356588, с. Серафимовское"
26_Арзгирский_КФХ 005,зерновые,Ставропольский край,Арзгирский район,Глава: Белоусов Борис Иванович,,,8-962-009-6077,"356588, с. Серафимовское"
26_Арзгирский_КФХ 006,овцы,Ставропольский край,Арзгирский район,Глава: Белявченко Сергей Евгеньевич,,,8-962-019-9761,"356582, с. Новоромановское"
26_Арзгирский_КФХ 007,пшеница,Ставропольский край,Арзгирский район,Глава: Берченко Любовь Николаевна,,,8-918-764-7805,"356570, с. Арзгир"
26_Арзгирский_КФХ 008,"зерновые, КРС",Ставропольский край,Арзгирский район,Глава: Бойко Александр Васильевич,,,8-905-490-2162,"356570, с. Арзгир"
26_Арзгирский_КФХ 009,зерновые,Ставропольский край,Арзгирский район,Глава: Бондаренко Александр Васильевич,,,8-905-413-8059,"356570, с. Арзгир"
26_Арзгирский_КФХ 010,зерновые,Ставропольский край,Арзгирский район,Глава: Варава Людмила Викторовна,,,8-903-445-7394,"356570, с. Арзгир"
26_Арзгирский_КФХ 011,зерновые,Ставропольский край,Арзгирский район,Глава: Винник Виктор Владимирович,,,8-905-496-9944,"356580, с. Родниковское"
26_Арзгирский_КФХ 013,овцы,Ставропольский край,Арзгирский район,Глава: Галаков Галак,,,8-928-010-3559,"356570, с. Садовое"
26_Арзгирский_КФХ 014,зерновые,Ставропольский край,Арзгирский район,Глава: Гамидов Магомед Магомедсаидович,,,8-961-489-2477,"356570, с. Арзгир"
26_Арзгирский_КФХ 015,зерновые,Ставропольский край,Арзгирский район,Глава: Гвоздецкий Алексей Николаевич,,,8-962-005-3517,"356580, с. Родниковское"
26_Арзгирский_КФХ 016,зерновые,Ставропольский край,Арзгирский район,Глава: Гвоздецкий Александр Сергеевич,,,8-903-409-6974,"356580, с. Родниковское"
26_Арзгирский_КФХ 017,пшеница,Ставропольский край,Арзгирский район,Глава: Гвоздецкий Василий Дмитриевич,,,8-906-496-2299,"356585, с. Каменная Балка"
26_Арзгирский_КФХ 019,зерновые,Ставропольский край,Арзгирский район,Глава: Геращенко Анатолий Дмитриевич,,,8-968-261-9438,"356570, с. Арзгир"
26_Арзгирский_КФХ 020,пшеница,Ставропольский край,Арзгирский район,Глава: Голбан Николай Терентьевич,,,8-928-293-8038,"356581, с. Петропавловское"
26_Арзгирский_КФХ 021,зерновые,Ставропольский край,Арзгирский район,Глава: Грибцов Николай Васильевич,,,8-962-426-3690,"356574, с. Садовое"
26_Арзгирский_КФХ 022,зерновые,Ставропольский край,Арзгирский район,Глава: Гузанов Сергей Юрьевич,,,8-961-448-3345,"356581, с. Петропавловское"
26_Арзгирский_КФХ 023,зерновые,Ставропольский край,Арзгирский район,Глава: Гупалов Николай Иванович,,,8-961-492-7018,"356581, с. Петропавловское"
26_Арзгирский_КФХ 024,пшеница,Ставропольский край,Арзгирский район,Глава: Зайцева Елена Павловна,,,8-962-019-8010,"356570, с. Арзгир"
26_Арзгирский_КФХ 025,"зерновые, технические",Ставропольский край,Арзгирский район,Глава: Зубков Николай Николаевич,,,"8-928-310-5650, 8-905-462-5504","356582, с. Новоромановское"
26_Арзгирский_КФХ 026,"зерновые, КРС",Ставропольский край,Арзгирский район,Глава: Зулпукаров Хайбулах Рабаданович,,,8-928-315-1103,"356570, с. Арзгир"
26_Арзгирский_КФХ 027,зерновые,Ставропольский край,Арзгирский район,Глава: Зюрин Александр Владимирович,,,8-909-771-0144,"356582, с. Новоромановское"
26_Арзгирский_КФХ 028,пшеница,Ставропольский край,Арзгирский район,Глава: Зятько Анатолий Александрович,,,8-962-426-9505,"356582, с. Новоромановское"
26_Арзгирский_КФХ 029,зерновые,Ставропольский край,Арзгирский район,Глава: Иванов Александр Васильевич,,,8-903-446-9183,"356580, с. Родниковское"
26_Арзгирский_КФХ 030,зерновые,Ставропольский край,Арзгирский район,Глава: Иващенко Иван Андреевич,,,8-962-017-1068,"356580, с. Родниковское"
26_Арзгирский_КФХ 031,зерновые,Ставропольский край,Арзгирский район,Глава: Ищенко Александр Владимирович,,,8-905-447-7312,"356570, с. Арзгир"
26_Арзгирский_КФХ 032,зерновые,Ставропольский край,Арзгирский район,Глава: Кабась Борис Владимирович,,,8-968-265-5747,"356570, с. Арзгир"
26_Арзгирский_КФХ 033,"пшеница, ячмень, горох",Ставропольский край,Арзгирский район,Глава: Казилаев Рашид Якубович,,,8-961-271-3083,"356582, с. Новоромановское"
26_Арзгирский_КФХ 034,"пшеница, травы на сено",Ставропольский край,Арзгирский район,Глава: Карабань Евгений Егорович,,,8-903-444-7338,"356574, с. Садовое"
26_Арзгирский_КФХ 035,озимая пшеница,Ставропольский край,Арзгирский район,Глава: Карагодин Александр Васильевич,,,8-962-015-8660,"356582, с. Новоромановское"
26_Арзгирский_КФХ 036,зерновые,Ставропольский край,Арзгирский район,Глава: Карбашов Владимир Владимирович,,,8-906-491-4051,"356585, с. Каменная Балка"
26_Арзгирский_КФХ 037,зерновые,Ставропольский край,Арзгирский район,Глава: Кокозова Екатерина Юрьевна,,,8-906-473-6041,"356588, с. Серафимовское"
26_Арзгирский_КФХ 038,зерновые,Ставропольский край,Арзгирский район,Глава: Коломиец Иван Васильевич,,,8-962-425-7732,"356580, с. Родниковское"
26_Арзгирский_КФХ 039,зерновые,Ставропольский край,Арзгирский район,Глава: Кошелев Владимир Александрович,,,8-906-460-8270,"356588, с. Серафимовское"
26_Арзгирский_КФХ 040,зерновые,Ставропольский край,Арзгирский район,Глава: Крехняк Виталий Викторович,,,8-918-752-9016,"356570, с. Арзгир"
26_Арзгирский_КФХ 041,зерновые,Ставропольский край,Арзгирский район,Глава: Кривовяз Виктор Владимирович,,,8-928-315-1116,"356570, с. Арзгир"
26_Арзгирский_КФХ 042,зерновые,Ставропольский край,Арзгирский район,Глава: Литвинов Дмитрий Андреевич,,,8-962-449-8757,"356588, с. Серафимовское"
26_Арзгирский_КФХ 043,зерновые,Ставропольский край,Арзгирский район,Глава: Магомедов Багама Закергиевич,,,8-918-873-8049,"356585, с. Каменная Балка"
26_Арзгирский_КФХ 044,зерновые,Ставропольский край,Арзгирский район,Глава: Магомедов Казимагомед Магомедович,,,8-928-327-9994,"356570, с. Арзгир"
26_Арзгирский_КФХ 045,КРС (мясной),Ставропольский край,Арзгирский район,Глава: Магомедов Магомед Хазбулаевич,,,8-928-349-6523,"356583, п. Чограйский"
26_Арзгирский_КФХ 046,овцы,Ставропольский край,Арзгирский район,Глава: Магомедов Нажбудин Киласханович,,,8-905-491-6062,"356570, с. Арзгир"
26_Арзгирский_КФХ 047,зерновые,Ставропольский край,Арзгирский район,Глава: Макаревский Дмитрий Александрович,,,8-962-456-8626,"356570, с. Арзгир"
26_Арзгирский_КФХ 048,пшеница,Ставропольский край,Арзгирский район,Глава: Малявин Федор Владимирович,,,8-961-496-6553,"356582, с. Новоромановское"
26_Арзгирский_КФХ 049,"зерновые, масличные культуры",Ставропольский край,Арзгирский район,Глава: Марюфич Роман Владимирович,,,8-962-428-6634,"356570, с. Арзгир"
26_Арзгирский_КФХ 050,зерновые,Ставропольский край,Арзгирский район,Глава: Маценко Александр Николаевич,,,8-906-468-1350,"356588, Арзгирский р-н, с. Серафимовское"
26_Арзгирский_КФХ 051,зерновые,Ставропольский край,Арзгирский район,Глава: Машков Александр Михайлович,,,8-962-420-6189,"356582, с. Новоромановское"
26_Арзгирский_КФХ 052,зерновые,Ставропольский край,Арзгирский район,Глава: Меджидов Магомедкамиль Рабаданович,,,8-909-761-3315,"356582, с. Новоромановское"
26_Арзгирский_КФХ 053,зерновые,Ставропольский край,Арзгирский район,Глава: Меняйло Владимир Васильевич,,,8-961-488-9587,"356580, с. Родниковское"
26_Арзгирский_КФХ 054,пшеница,Ставропольский край,Арзгирский район,Глава: Минжулин Иван Иванович,,,8-928-818-6665,"356582, с. Новоромановское"
26_Арзгирский_КФХ 055,зерновые,Ставропольский край,Арзгирский район,Глава: Мовчан Александр Васильевич,,,8-961-461-1746,"356570, с. Арзгир"
26_Арзгирский_КФХ 056,зерновые,Ставропольский край,Арзгирский район,Глава: Мудраков Василий Васильевич,,,8-905-412-5010,"356570, с. Арзгир"
26_Арзгирский_КФХ 057,зерновые,Ставропольский край,Арзгирский район,Глава: Муртаза-Алиев Магомед Рабаданович,,,8-909-756-8587,"356574, с. Садовое"
26_Арзгирский_КФХ 058,зерновые,Ставропольский край,Арзгирский район,Глава: Неило Евгений Иванович,,,8-905-415-0180,"356570, с. Арзгир"
26_Арзгирский_КФХ 059,зерновые,Ставропольский край,Арзгирский район,Глава: Нелюба Николай Дмитриевич,,,8-962-011-6815,"356570, с. Арзгир"
26_Арзгирский_КФХ 061,зерновые,Ставропольский край,Арзгирский район,Глава: Николенко Сергей Васильевич,,,"(86560) 3-33-18, 8-905-493-9281","356570, с. Арзгир"
26_Арзгирский_КФХ 062,пшеница,Ставропольский край,Арзгирский район,Глава: Пиценко Александр Федорович,,,8-961-494-0983,"356570, с. Арзгир"
26_Арзгирский_КФХ 063,"зерновые, зернобобовые",Ставропольский край,Арзгирский район,Глава: Плохотько Борис Александрович,,,8-968-266-5731,"356588, с. Серафимовское"
26_Арзгирский_КФХ 064,"пшеница, кориандр",Ставропольский край,Арзгирский район,Глава: Погода Сергей Иванович,,,8-905-497-1421,"356570, с. Арзгир"
26_Арзгирский_КФХ 065,зерновые,Ставропольский край,Арзгирский район,Глава: Прасолов Роман Иванович,,,8-903-443-9171,"356582, с. Новоромановское"
26_Арзгирский_КФХ 066,зерновые,Ставропольский край,Арзгирский район,Глава: Рабаданов Шахбан Курбанович,,,8-963-384-8884,"356754, с. Садовое"
26_Арзгирский_КФХ 067,зерновые,Ставропольский край,Арзгирский район,Глава: Ребров Борис Борисович,,,8-905-416-9416,"356585, с. Каменная Балка"
26_Арзгирский_КФХ 068,зерновые,Ставропольский край,Арзгирский район,Глава: Резник Алексей Николаевич,,,8-909-751-3783,"356582, с. Новоромановское"
26_Арзгирский_КФХ 069,зерновые,Ставропольский край,Арзгирский район,Глава: Рожков Сергей Васильевич,,,8-903-440-7586,"356574, с. Садовое"
26_Арзгирский_КФХ 070,зерновые,Ставропольский край,Арзгирский район,Глава: Рожков Юрий Павлович,,,8-962-408-9819,"356570, с. Арзгир"
26_Арзгирский_КФХ 071,зерновые,Ставропольский край,Арзгирский район,Глава: Сварич Сергей Григорьевич,,,8-928-005-6389,"356581, с. Петропавловское"
26_Арзгирский_КФХ 072,зерновые,Ставропольский край,Арзгирский район,Глава: Скребец Сергей Васильевич,,,8-906-478-8477,"356570, с. Арзгир"
26_Арзгирский_КФХ 073,зерновые,Ставропольский край,Арзгирский район,Глава: Сулейманов Магомедгаджи Чартаевич,,,8-928-554-0740,"356583, п. Довсун"
26_Арзгирский_КФХ 074,"зерновые; овцы, КРС",Ставропольский край,Арзгирский район,Глава: Султамутов Магомед Ибрагимович,,,8-928-343-7077,"356570, с. Арзгир"
26_Арзгирский_КФХ 075,пшеница,Ставропольский край,Арзгирский район,Глава: Тишин Николай Серафимович,,,8-909-768-9094,"356570, с. Арзгир"
26_Арзгирский_КФХ 076,зерновые,Ставропольский край,Арзгирский район,Глава: Тищенко Евгений Юрьевич,,,8-988-702-8429,"356585, с. Каменная Балка"
26_Арзгирский_КФХ 077,"зерновые, кориандр",Ставропольский край,Арзгирский район,Глава: Толочко Андрей Алексеевич,,,8-905-498-3816,"356580, с. Родниковское"
26_Арзгирский_КФХ 078,зерновые,Ставропольский край,Арзгирский район,Глава: Чараков Мурад Магомедшапиевич,,,8-961-461-6555,"356570, с. Арзгир"
26_Арзгирский_КФХ 079,зерновые,Ставропольский край,Арзгирский район,Глава: Черников Андрей Николаевич,,,8-905-490-1107,"356580, с. Родниковское"
26_Арзгирский_КФХ 080,зерновые,Ставропольский край,Арзгирский район,Глава: Черников Григорий Семенович,,,8-962-004-9525,"356580, с. Родниковское"
26_Арзгирский_КФХ 081,"зерновые, технические",Ставропольский край,Арзгирский район,Глава: Чернобай Анатолий Николаевич,,,8-906-496-0303,"356570, с. Арзгир"
26_Арзгирский_КФХ 082,зерновые,Ставропольский край,Арзгирский район,Глава: Шалбуров Игорь Михайлович,,,8-909-758-9389,"356588, с. Серафимовское"
26_Арзгирский_КФХ 083,зерновые,Ставропольский край,Арзгирский район,Глава: Шевцов Петр Филиппович,,,8-962-456-8652,"356581, с. Петропавловское"
26_Арзгирский_КФХ 084,зерновые,Ставропольский край,Арзгирский район,Глава: Шегай Игорь Константинович,,,8-905-410-9087,"356583, п. Чограйский"
26_Арзгирский_КФХ 085,овощи (открытый грунт),Ставропольский край,Арзгирский район,Глава: Шегай Михаил Константинович,,,8-928-352-5777,"356583, п. Чограйский"
26_Арзгирский_КФХ 086,"зерновые, технические",Ставропольский край,Арзгирский район,Глава: Якубов Эреджепали Тойкеевич,,,8-906-463-3394,"356588, с. Серафимовское"
26_Арзгирский_КФХ 087,пшеница,Ставропольский край,Арзгирский район,Глава: Ахмедов Абдулла Гаджибагандович,,,8-962-443-3132,"356570, с. Арзгир"
26_Арзгирский_КФХ 088,зерновые,Ставропольский край,Арзгирский район,Глава: Берченко Андрей Александрович,,,8-962-408-9819,"356574, с. Садовое"
26_Арзгирский_КФХ 089,зерновые,Ставропольский край,Арзгирский район,Глава: Гвоздецкий Анатолий Дмитриевич,,,8-919-757-4853,"356585, с. Каменная Балка"
26_Арзгирский_КФХ 090,озимая пшеница,Ставропольский край,Арзгирский район,Глава: Дашко Татьяна Анатольевна,,,8-909-753-0530,"356570, с. Арзгир"
26_Арзгирский_КФХ 091,пшеница,Ставропольский край,Арзгирский район,Глава: Дибров Константин Анатольевич,,,"8-905-462-4934, 8-909-756-1488","356570, с. Арзгир"
26_Арзгирский_КФХ 092,зерновые,Ставропольский край,Арзгирский район,Глава: Ерёменко Александр Петрович,,,8-961-479-7302,"356570, с. Арзгир"
26_Арзгирский_КФХ 093,зерновые,Ставропольский край,Арзгирский район,Глава: Лукичев Анатолий Викторович,,,8-961-448-3299,"356570, с. Арзгир"
26_Арзгирский_КФХ 094,зерновые,Ставропольский край,Арзгирский район,Глава: Пасько Сергей Петрович,,,8-906-411-8232,"356570, с. Арзгир"
26_Арзгирский_КФХ 095,зерновые,Ставропольский край,Арзгирский район,Пинчук Лидия Михайловна,,,"8-906-493-6919, 8-928-968-0606","356574, с. Садовое"
26_Арзгирский_КФХ 096,зерновые,Ставропольский край,Арзгирский район,Глава: Рамазанов Мухамедали Вахапович,,,8-962-436-5985,"356588, с. Серафимовское"
26_Арзгирский_КФХ 097,зерновые,Ставропольский край,Арзгирский район,Глава: Шкодий Олег Иванович,,,8-909-409-4343,"356570, с. Арзгир"
26_Арзгирский_КФХ 098,пшеница,Ставропольский край,Арзгирский район,Толстов Иван Александрович,,,8-909-763-6624,"356570, с. Арзгир"
26_Арзгирский_КФХ 099,пшеница,Ставропольский край,Арзгирский район,Федоренко Андрей Иванович,,,8-906-473-6622,"356580, с. Родниковское"
26_Арзгирский_КФХ 100,пшеница,Ставропольский край,Арзгирский район,Магомедов Шамиль Магомедович,,,8-961-470-7188,"356583, п. Чограйский"
26_Арзгирский_КФХ 101,зерновые,Ставропольский край,Арзгирский район,Куприков Виталий Николаевич,,,8-905-446-7048,"356588, с. Серафимовское"
26_Благодарненский_КФХ 001,овощи (открытый грунт),Ставропольский край,Благодарненский район,Глава: Алиев Камал Муштакович,,,8-961-497-5869,"356420, г. Благодарный"
26_Благодарненский_КФХ 002,зерновые,Ставропольский край,Благодарненский район,Глава: Блохин Александр Иванович,,,8-962-741-9887,"356405, с. Алексеевское"
26_Благодарненский_КФХ 003,зерновые,Ставропольский край,Благодарненский район,Глава: Вихляев Виктор Николаевич,,,8-905-445-6273,"356402, с. Спасское"
26_Благодарненский_КФХ 004,зерновые,Ставропольский край,Благодарненский район,Глава: Денисенко Геннадий Александрович,,,8-968-276-8247,"356407, с. Елизаветинское"
26_Благодарненский_КФХ 005,"пшеница, ячмень",Ставропольский край,Благодарненский район,Глава: Доценко Николай Петрович,,,8-962-740-6424,"356403, с. Сотниковское"
26_Благодарненский_КФХ 007,зерновые,Ставропольский край,Благодарненский район,Глава: Едренников Дмитрий Васильевич,,,8-961-496-3203,"356423, г. Благодарный"
26_Благодарненский_КФХ 008,зерновые,Ставропольский край,Благодарненский район,Емельянов Евгений Юрьевич,,,8-905-497-3912,"356402, с. Спасское"
26_Благодарненский_КФХ 009,зерновые; КРС (мясной),Ставропольский край,Благодарненский район,Глава: Жолобова Евгения Викторовна,,,"8-903-443-4883, 8-903-443-4843","356402, с. Спасское"
26_Благодарненский_КФХ 010,пшеница,Ставропольский край,Благодарненский район,Глава: Измайлов Игорь Иванович,,,8-909-750-3553,"356410, с. Александрия"
26_Благодарненский_КФХ 011,пшеница,Ставропольский край,Благодарненский район,Глава: Квашурин Юрий Михайлович,,,8-905-498-5406,"356415, с. Мирное"
26_Благодарненский_КФХ 012,"зерновые, технические",Ставропольский край,Благодарненский район,Глава: Кирпилёва Наталья Михайловна,,,8-905-465-5448,"356403, с. Сотниковское"
26_Благодарненский_КФХ 013,"зерновые, просо, гречиха, подсолнечник, рапс, кориандр, сафлор",Ставропольский край,Благодарненский район,Глава: Коноваленко Анатолий Васильевич,,,8-906-478-3011,"356423, г. Благодарный"
26_Благодарненский_КФХ 014,"зерновые, зернобобовые, технические",Ставропольский край,Благодарненский район,Глава: Коноваленко Вячеслав Владимирович,,,8-906-413-3906,"356415, с. Мирное"
26_Благодарненский_КФХ 016,зерновые,Ставропольский край,Благодарненский район,Глава: Литовченко Владимир Владимирович,,,8-962-003-2299,"356401, с. Бурлацкое"
26_Благодарненский_КФХ 017,зерновые,Ставропольский край,Благодарненский район,Глава: Логвинов Сергей Егорович,,,8-961-441-0533,"356415, с. Мирное"
26_Благодарненский_КФХ 018,"зерновые, масличные",Ставропольский край,Благодарненский район,Глава: Лукьянов Николай Иринеевич,,,8-909-754-0604,"356401, с. Бурлацкое"
26_Благодарненский_КФХ 019,зерновые,Ставропольский край,Благодарненский район,Глава: Матиев Шохрат Артыкович,,,8-962-409-0617,"356405, а. Эдельбай"
26_Благодарненский_КФХ 020,зерновые,Ставропольский край,Благодарненский район,Глава: Омаров Алиасхаб Ахмедович,,,8-903-440-6637,"356415, с. Мирное"
26_Благодарненский_КФХ 021,овощеводство (открытый грунт),Ставропольский край,Благодарненский район,Позилов Иброхим Ёздонович,,,8-961-497-2945,"356402, с. Спасское"
26_Благодарненский_КФХ 022,"пшеница, ячмень, горох",Ставропольский край,Благодарненский район,Глава: Полуэктов Василий Васильевич,,,8-961-483-9626,"356415, с. Мирное"
26_Благодарненский_КФХ 023,зерновые,Ставропольский край,Благодарненский район,Глава: Полюля Иван Иванович,,,8-909-758-3377,"356401, с. Бурлацкое"
26_Благодарненский_КФХ 024,"зерновые, масличные",Ставропольский край,Благодарненский район,Глава: Порошин Андрей Васильевич,,,8-962-020-6027,"356413, с. Каменная Балка"
26_Благодарненский_КФХ 025,"зерновые, масличные, бобовые",Ставропольский край,Благодарненский район,Глава: Савельев Геннадий Иванович,,,8-962-449-5851,"356412, х. Алтухов"
26_Благодарненский_КФХ 027,"зерновые, масличные",Ставропольский край,Благодарненский район,Глава: Семенов Владимир Витальевич,,,"(86549) 2-54-96, 8-961-473-6085","356401, с. Елизаветинское"
26_Благодарненский_КФХ 028,зерновые,Ставропольский край,Благодарненский район,Глава: Сердюков Александр Петрович,,,8-906-477-9327,"356401, с. Бурлацкое"
26_Благодарненский_КФХ 029,"зерновые, зернобобовые, эфиромасличные, масличные",Ставропольский край,Благодарненский район,Глава: Сериков Александр Алексеевич,,,8-905-498-5115,"356415, с. Мирное"
26_Благодарненский_КФХ 030,зерновые,Ставропольский край,Благодарненский район,Глава: Синельникова Светлана Владимировна,,,8-962-408-6587,"356415, с. Мирное"
26_Благодарненский_КФХ 031,"зерновые, нут",Ставропольский край,Благодарненский район,Смирнова Елена Ивановна,,,8-961-491-3570,"356420, г. Благодарный"
26_Благодарненский_КФХ 032,овощи (открытый грунт),Ставропольский край,Благодарненский район,Глава: Таиров Бинали Шарафович,,,8-905-497-4018,"356401, с. Бурлацкое"
26_Благодарненский_КФХ 033,пшеница,Ставропольский край,Благодарненский район,Тойкеев Хасан Султанбекович,,,8-961-497-3053,"356414, с. Алексеевское"
26_Благодарненский_КФХ 034,"зерновые, КРС (молочный)",Ставропольский край,Благодарненский район,Глава: Ухсаров Камиль Камаладинович,,,8-905-493-2439,"356407, с. Елизаветинское"
26_Благодарненский_КФХ 035,зерновые,Ставропольский край,Благодарненский район,Глава: Хвостиков Сергей Николаевич,,,8-909-758-9338,"356401, с. Бурлацкое"
26_Благодарненский_КФХ 036,зерновые,Ставропольский край,Благодарненский район,Глава: Цыкалов Николай Иванович,,,8-905-413-8295,"356401, с. Бурлацкое"
26_Благодарненский_КФХ 037,"пшеница, горох, травы на сено",Ставропольский край,Благодарненский район,Глава: Черемисин Алексей Павлович,,,"(86549) 3-90-41, 8-905-444-0481","356413, с. Каменная Балка"
26_Благодарненский_КФХ 038,зерновые,Ставропольский край,Благодарненский район,Глава: Чершембеев Маламберды Мухаметалиевич,,,8-906-478-1048,"356405, а. Эдельбай"
26_Благодарненский_КФХ 039,пшеница,Ставропольский край,Благодарненский район,Чумаков Владимир Иванович,,,8-906-469-9301,"356422, г. Благодарный"
26_Благодарненский_КФХ 040,"пшеница, лён",Ставропольский край,Благодарненский район,Глава: Щеглов Александр Васильевич,,,"8-903-416-6989, 8-905-466-4994","356423, г. Благодарный"
26_Благодарненский_КФХ 041,"пшеница, горох",Ставропольский край,Благодарненский район,Глава: Смолев Василий Всильевич,,,8-968-864-3290,"356415, с. Мирное"
26_Благодарненский_КФХ 042,"зерновые, зернобобовые",Ставропольский край,Благодарненский район,Глава: Соломатин Иван Иванович,,,"8-909-750-7448, 8-961-478-2320","356415, с. Мирное"
26_Благодарненский_КФХ 043,зерновые,Ставропольский край,Благодарненский район,Алтухов Александр Григорьевич,,,8-919-756-4677,"356412, х. Алтухов"
26_Буденновский_КФХ 001,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Абдулаев Набигула Зубайругаджиевич,,,8-962-028-1715,"356823, с. Толстово-Васюковское"
26_Буденновский_КФХ 002,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Акаев Акай Сулейманович,,,8-928-304-6619,"356822, п. Прогресс"
26_Буденновский_КФХ 003,зерновые,Ставропольский край,Буденновский район,Глава: Багандов Кариммула Хизригаджиевич,,,8-928-375-9392,"356822, п. Искра"
26_Буденновский_КФХ 004,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Бедников Александр Петрович,,,8-906-471-8867,"356821, с. Новая Жизнь"
26_Буденновский_КФХ 005,зерновые,Ставропольский край,Буденновский район,Глава: Берлев Николай Николаевич,,,8-906-498-9472,"356800, г. Буденновск"
26_Буденновский_КФХ 006,зерновые,Ставропольский край,Буденновский район,Глава: Бородаенко Владимир Сергеевич,,,8-961-443-1577,"356823, с. Толстово-Васюковское"
26_Буденновский_КФХ 007,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Величко Андрей Иванович,,,8-928-635-9265,"356822, п. Тихий"
26_Буденновский_КФХ 008,зерновые,Ставропольский край,Буденновский район,Глава: Винников Владимир Александрович,,,8-903-416-2777,"356824, с. Покойное"
26_Буденновский_КФХ 009,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Гасанов Насрула Гусейнович,,,8-928-339-9415,"356822, п. Целинный"
26_Буденновский_КФХ 010,"зерновые, технические, КРС, овцы",Ставропольский край,Буденновский район,Глава: Гасбанов Рамазан Бахмудович,,,8-962-435-4141,"356823, с. Толстово-Васюковское"
26_Буденновский_КФХ 011,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Горбатко Андрей Макарович,,,8-918-764-7618,"356821, с. Новая Жизнь"
26_Буденновский_КФХ 012,зерновые,Ставропольский край,Буденновский район,Глава: Дрога Сергей Владимирович,,,8-962-010-4645,"356828, п. Терский"
26_Буденновский_КФХ 013,зерновые,Ставропольский край,Буденновский район,Глава: Егоров Александр Павлович,,,8-988-743-4628,"356832, с. Томузловское"
26_Буденновский_КФХ 014,зерновые,Ставропольский край,Буденновский район,Глава: Епифанов Геннадий Владимирович,,,8-919-738-7223,"356821, п. Чкаловский"
26_Буденновский_КФХ 015,"зерновые, зернобобовые",Ставропольский край,Буденновский район,Глава: Загудаев Геннадий Иванович,,,8-928-635-9265,"356822, п. Тихий"
26_Буденновский_КФХ 016,зерновые,Ставропольский край,Буденновский район,Глава: Исаев Гасан Исаевич,,,8-928-005-2303,"356822, п. Прогресс"
26_Буденновский_КФХ 017,зерновые,Ставропольский край,Буденновский район,Глава: Кащенко Валерий Николаевич,,,8-909-757-8146,"356823, с. Толстово-Васюковское"
26_Буденновский_КФХ 018,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Ковтун Сергей Николаевич,,,8-918-765-7002,"356821, с. Новая Жизнь"
26_Буденновский_КФХ 019,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Костин Андрей Васильевич,,,8-961-442-8497,"356828, п. Терский"
26_Буденновский_КФХ 020,КРС (мясной),Ставропольский край,Буденновский район,Глава: Криволапов Александр Викторович,,,8-928-222-9322,"356817, с. Прасковея"
26_Буденновский_КФХ 021,"зерновые, технические, зернобобовые",Ставропольский край,Буденновский район,Глава: Кузьмичев Василий Александрович,,,8-938-301-5600,"356836, с. Стародубское"
26_Буденновский_КФХ 022,"племенное козоводство (зааненская), производство, продажа козьего молока, твердого козьего сыра",Ставропольский край,Буденновский район,Глава: Кулинич Виталий Александрович,,,8-909-765-1212,"357824, Буденновский р-н, с. Покойное"
26_Буденновский_КФХ 023,зерновые; прудовая рыба,Ставропольский край,Буденновский район,Глава: Лалов Николай Викторович,,,8-962-020-9389,"356800, г. Буденновск"
26_Буденновский_КФХ 024,"зерновые, технические",Ставропольский край,Буденновский район,Глава: Логачёв Игорь Александрович,,,8-918-808-3219,"356824, с. Покойное"
