Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
02_Белебеевский_КФХ 004,зерновые,Республика Башкортостан,Белебеевский район,,,,8-917-370-5147,"452020, с. Надеждино"
02_Белебеевский_КФХ 005,"зерновые, масличные; рыбоводство прудовое",Республика Башкортостан,Белебеевский район,,,,8-917-773-7776,"452034, с. Новосеменкино"
02_Белебеевский_КФХ 006,картофель,Республика Башкортостан,Белебеевский район,,,,8-927-323-7004,"452002, г. Белебей"
02_Белебеевский_КФХ 007,"птицеводство (куры-несушки); кормовые, технические",Республика Башкортостан,Белебеевский район,,,,8-927-081-3335,"452031, Белебеевский р-н, с. Баженово"
02_Белебеевский_КФХ 008,"зерновые, масличные, лошади",Республика Башкортостан,Белебеевский район,,,,(34786) 5-39-72,"452005, г. Белебей"
02_Белебеевский_КФХ 009,"зерновые, зернобобовые",Республика Башкортостан,Белебеевский район,,,,8-937-489-0722,"452031, с. Баженово"
02_Белебеевский_КФХ 010,"пшеница, ячмень, подсолнечник, гречиха",Республика Башкортостан,Белебеевский район,,,,8-927-928-3777,"452025, д. Алексеевка"
02_Белокатайский_КФХ 001,"зерновые, зернобобовые",Республика Башкортостан,Белокатайский район,,,,"(34750) 2-25-25, 8-961-041-8232","452580, с. Новобелокатай"
02_Белокатайский_КФХ 002,"пшеница, КРС (молочный)",Республика Башкортостан,Белокатайский район,,,,8-906-102-2361,"452580, с. Новобелокатай"
02_Белокатайский_КФХ 003,"зерновые, КРС (мясной)",Республика Башкортостан,Белокатайский район,,,,8-960-393-3690,"452580, с. Новобелокатай"
02_Белокатайский_КФХ 004,"КРС (мясной), лошади",Республика Башкортостан,Белокатайский район,,,,8-965-661-3963,"452592, с. Карлыханово"
02_Белокатайский_КФХ 005,"зерновые, КРС (молочный)",Республика Башкортостан,Белокатайский район,,,,8-903-350-4471,"452594, с. Яныбаево"
02_Белокатайский_КФХ 006,"зерновые, кормовые; лошади",Республика Башкортостан,Белокатайский район,,,,8-909-353-7218,"452580, с. Новобелокатай"
02_Белокатайский_КФХ 007,"зерновые, масличные",Республика Башкортостан,Белокатайский район,,,,"(34750) 2-52-63, 8-963-891-7240","452583, д. Васелга"
02_Белокатайский_КФХ 008,КРС (молочный),Республика Башкортостан,Белокатайский район,,,,8-965-928-8978,"452580, с. Новобелокатай"
02_Белокатайский_КФХ 009,КРС (молочный),Республика Башкортостан,Белокатайский район,,,,8-965-947-5952,"452594, с. Яныбаево"
02_Белорецкий_КФХ 001,КРС (мясной),Республика Башкортостан,Белорецкий район,,,,8-909-345-1041,"453535, с. Уткалево"
02_Бижбулякский_КФХ 001,"зерновые, масличные",Республика Башкортостан,Бижбулякский район,,,,8-927-314-0088,"452057, с. Аитово"
02_Бижбулякский_КФХ 002,"пшеница, подсолнечник",Республика Башкортостан,Бижбулякский район,,,,8-987-498-8494,"452057, с. Аитово"
02_Бижбулякский_КФХ 003,"зерновые, масличные",Республика Башкортостан,Бижбулякский район,,,,8-927-320-0202,"452040, с. Бижбуляк"
02_Бижбулякский_КФХ 004,"зерновые, КРС",Республика Башкортостан,Бижбулякский район,,,,8-905-356-8845,"452045, с. Кош-Елга"
02_Бижбулякский_КФХ 005,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Бижбулякский район,,,,(34743) 2-44-87,"452042, с. Сухоречка"
02_Бижбулякский_КФХ 006,"зерновые, КРС, лошади",Республика Башкортостан,Бижбулякский район,,,,(34743) 2-92-19,"452042, с. Исякаево"
02_Бижбулякский_КФХ 007,"зерновые, масличные",Республика Башкортостан,Бижбулякский район,,,,8-922-531-2792,"452050, с. Зириклы"
02_Бижбулякский_КФХ 008,"зерновые, масличные",Республика Башкортостан,Бижбулякский район,,,,8-937-359-6803,"452051, с. Каменка"
02_Бижбулякский_КФХ 009,"зерновые, КРС (мясной)",Республика Башкортостан,Бижбулякский район,,,,8-965-939-6855,"452044, с. Усак-Кичу"
02_Бирский_КФХ 001,"зерновые, КРС, лошади",Республика Башкортостан,Бирский район,,,,8-963-903-4039,"452471, с. Старобазаново"
02_Бирский_КФХ 002,КРС (мясной),Республика Башкортостан,Бирский район,,,,8-919-142-8212,"452474, с. Силантьево"
02_Бирский_КФХ 003,зерновые,Республика Башкортостан,Бирский район,,,,8-917-349-4422,"452473, с. Кузово"
02_Бирский_КФХ 004,КРС (молочный),Республика Башкортостан,Бирский район,,,,8-927-935-3504,"452461, с. Баженово"
02_Бирский_КФХ 005,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Бирский район,,,,8-987-139-5558,"452469, с. Николаевка"
02_Бирский_КФХ 006,"зерновые, КРС (мясной, молочный), лошади",Республика Башкортостан,Бирский район,,,,8-917-362-9304,"452467, г. Бирск"
02_Бирский_КФХ 007,птицеводство (гуси),Республика Башкортостан,Бирский район,,,,"8-906-101-4437, 8-987-480-3969","452469, Бирский р-н, с. Пономаревка"
02_Бирский_КФХ 008,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Бирский район,,,,8-917-445-1377,"452467, г. Бирск"
02_Благоварский_КФХ 001,"садоводство (яблоки); картофель, овощи (открытый грунт)",Республика Башкортостан,Благоварский район,,,,8-962-529-3600,"452730, с. Благовар"
02_Благоварский_КФХ 001,"КРС (молочный), овцы; производство молочной продукции",Республика Башкортостан,Благовещенский район,,,,8-917-787-9102,"453430, г. Благовещенск"
02_Благоварский_КФХ 002,"зерновые, масличные",Республика Башкортостан,Благоварский район,,,,"(34747) 2-62-95, 8-927-957-1414","452745, с. Тан"
02_Благоварский_КФХ 003,"птицеводство (куры, гуси)",Республика Башкортостан,Благоварский район,,,,8-987-047-4544,"452740, с. Языково"
02_Буздякский_КФХ 001,"зерновые, технические",Республика Башкортостан,Буздякский район,,,,8-927-957-4903,"452721, с. Староактау"
02_Буздякский_КФХ 002,"пшеница, подсолнечник, ячмень, гречиха",Республика Башкортостан,Буздякский район,,,,8-919-149-5054,"452724, с. Старотавларово"
02_Буздякский_КФХ 003,зерновые,Республика Башкортостан,Буздякский район,,,,8-937-477-7799,"452710, с. Буздяк"
02_Буздякский_КФХ 004,"зерновые, КРС (молочный)",Республика Башкортостан,Буздякский район,,,,8-960-396-9266,"452710, с. Буздяк"
02_Буздякский_КФХ 005,зерновые,Республика Башкортостан,Буздякский район,,,,8-917-415-9651,"452710, с. Старый Буздяк"
02_Буздякский_КФХ 006,"пшеница, ячмень, подсолнечник, горох, КРС",Республика Башкортостан,Буздякский район,,,,"(34773) 2-67-00, 8-937-351-4401","452729, с. Якупово"
02_Буздякский_КФХ 007,"пшеница, ячмень, подсолнечник, гречиха",Республика Башкортостан,Буздякский район,,,,8-967-738-7698,"452722, с. Арсланово"
02_Буздякский_КФХ 008,птицеводство (гуси),Республика Башкортостан,Буздякский район,,,,8-961-363-6396,"452701, с. Гафури"
02_Буздякский_КФХ 009,"огурцы, томаты (закрытый грунт)",Республика Башкортостан,Буздякский район,,,,8-933-222-3535,"452710, с. Буздяк"
02_Буздякский_КФХ 010,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Буздякский район,,,,8-927-311-2726,"452726, д. Усмановский"
02_Буздякский_КФХ 011,"пшеница, ячмень, подсолнечник, рожь, горох, семена конопли; овощи (закрытый грунт)",Республика Башкортостан,Буздякский район,,,,"8-927-935-5755, 8-937-367-3333","452711, с. Буздяк"
02_Буздякский_КФХ 012,"зерновые, масличные; масло подсолнечное, комбикорма",Республика Башкортостан,Буздякский район,,,,8-927-080-6554,"452720, с. Амирово"
02_Буздякский_КФХ 013,"зерновые, масличные, КРС (мясной)",Республика Башкортостан,Буздякский район,,,,8-937-300-8570,"452723, с. Урзайбаш"
02_Бураевский_КФХ 001,овощи (закрытый грунт),Республика Башкортостан,Бураевский район,,,,8-905-005-0444,"452960, с. Бураево"
02_Бураевский_КФХ 002,"зерновые, КРС (мясной)",Республика Башкортостан,Бураевский район,,,,8-917-372-3111,"452960, с. Бураево"
02_Бурзянский_КФХ 001,"зерновые, КРС, лошади",Республика Башкортостан,Бурзянский район,,,,8-917-474-8255,"453589, д. Атиково"
02_Бурзянский_КФХ 002,козы,Республика Башкортостан,Бурзянский район,,,,8-937-319-8752,"453580, с. Старосубхангулово"
02_Бурзянский_КФХ 003,"КРС (мясной, молочный)",Республика Башкортостан,Бурзянский район,,,,(34755) 3-46-53,"453580, д. Байгазино"
02_Бурзянский_КФХ 004,зерновые,Республика Башкортостан,Бурзянский район,,,,(34755) 3-45-39,"453592, д. Кулганино"
02_Гафурийский_КФХ 001,КРС (молочный),Республика Башкортостан,Гафурийский район,,,,8-917-439-3334,"453050, с. Красноусольский"
02_Гафурийский_КФХ 002,"многолетние травы, лошади",Республика Башкортостан,Гафурийский район,,,,8-917-499-9546,"453074, д. Дмитриевка"
02_Гафурийский_КФХ 003,КРС (молочный),Республика Башкортостан,Гафурийский район,,,,8-919-150-4924,"453070, д. Дарьино"
02_Гафурийский_КФХ 004,"зерновые, КРС (молочный)",Республика Башкортостан,Гафурийский район,,,,8-937-478-8218,"453070, д. Татарский Саскуль"
02_Гафурийский_КФХ 005,"овёс, ячмень, лошади",Республика Башкортостан,Гафурийский район,,,,8-917-408-6697,"453060, д. Новые Бурлы"
02_Гафурийский_КФХ 006,зерновые,Республика Башкортостан,Гафурийский район,,,,8-967-730-0444,"453073, с. Янгискаин"
02_Гафурийский_КФХ 007,страусы,Республика Башкортостан,Гафурийский район,,,,8-917-422-2414,"453057, с. Инзелга"
02_Гафурийский_КФХ 008,"зерновые, масличные",Республика Башкортостан,Гафурийский район,,,,8-917-458-7936,"453071, с. Табынское"
02_Гафурийский_КФХ 009,КРС (молочный),Республика Башкортостан,Гафурийский район,,,,8-927-945-0771,"453061, с. Зилим-Караново"
02_Давлекановский_КФХ 001,"зерновые, масличные",Республика Башкортостан,Давлекановский район,,,,8-937-358-9100,"453423, с. Чуюнчи"
02_Давлекановский_КФХ 002,"зерновые, масличные, КРС (мясной)",Республика Башкортостан,Давлекановский район,,,,8-909-352-8585,"453423, с. Чуюнчи"
02_Давлекановский_КФХ 003,"зерновые, зернобобовые",Республика Башкортостан,Давлекановский район,,,,8-905-358-2636,"453406, д. Сергиополь"
02_Давлекановский_КФХ 004,"зерновые, зернобобовые, КРС",Республика Башкортостан,Давлекановский район,,,,8-917-493-3147,"453427, с. Камчалытамак"
02_Давлекановский_КФХ 005,"зерновые, масличные",Республика Башкортостан,Давлекановский район,,,,8-961-049-2550,"453414, х. Рауш"
02_Давлекановский_КФХ 006,"зерновые, технические",Республика Башкортостан,Давлекановский район,,,,8-927-934-4018,"453423, с. Чуюнчи"
02_Давлекановский_КФХ 007,"зерновые, технические",Республика Башкортостан,Давлекановский район,,,,8-909-348-1107,"453423, с. Чуюнчи-Николаевка"
02_Давлекановский_КФХ 008,"зерновые, масличные",Республика Башкортостан,Давлекановский район,,,,8-917-759-8318,"453417, д. Шестопаловка"
02_Давлекановский_КФХ 009,овощи (закрытый грунт),Республика Башкортостан,Давлекановский район,,,,8-919-608-3324,"453406, д. Сергиополь"
02_Давлекановский_КФХ 010,"зерновые, масличные",Республика Башкортостан,Давлекановский район,,,,8-927-966-0720,"453416, с. Новояппарово"
02_Давлекановский_КФХ 011,"зерновые, масличные, КРС",Республика Башкортостан,Давлекановский район,,,,"(34768) 3-73-30, (34768) 3-73-03","453410, с. Березовка"
02_Давлекановский_КФХ 012,зерновые,Республика Башкортостан,Давлекановский район,,,,8-927-337-6816,"453410, с. Березовка"
02_Давлекановский_КФХ 013,"зерновые, масличные, лошади",Республика Башкортостан,Давлекановский район,,,,8-937-847-1677,"453401, с. Старокурманкеево"
02_Дуванский_КФХ 001,"зерновые, зернобобовые",Республика Башкортостан,Дуванский район,,,,8-937-493-6901,"452541, с. Вознесенка"
02_Дуванский_КФХ 002,"пшеница, ячмень, горох",Республика Башкортостан,Дуванский район,,,,8-927-230-8584,"452540, с. Тастуба"
02_Дюртюлинский_КФХ 001,"зерновые, зернобобовые, овцы",Республика Башкортостан,Дюртюлинский район,,,,"8-927-962-1131, 8-937-831-1631","452302, с. Новобиктово"
02_Дюртюлинский_КФХ 002,"пшеница, подсолнечник, лён",Республика Башкортостан,Дюртюлинский район,,,,8-937-153-6777,"452315, с. Асяново"
02_Ермекеевский_КФХ 001,"зерновые, масличные, КРС, овцы",Республика Башкортостан,Ермекеевский район,,,,8-937-161-5159,"452196, с. Большезингереево"
02_Ермекеевский_КФХ 002,"зерновые, масличные",Республика Башкортостан,Ермекеевский район,,,,8-917-750-8877,"452181, с. Рятамак"
02_Ермекеевский_КФХ 003,"зерновые, зернобобовые, КРС, лошади; производство молочной продукции",Республика Башкортостан,Ермекеевский район,,,,8-960-800-0136,"452189, Ермекеевский р-н, с. Бекетово"
02_Ермекеевский_КФХ 004,лошади,Республика Башкортостан,Ермекеевский район,,,,8-937-473-3750,"452196, с. Большезингереево"
02_Ермекеевский_КФХ 005,зерновые,Республика Башкортостан,Ермекеевский район,,,,8-937-836-7477,"452183, с. Нижние Карамалы"
02_Ермекеевский_КФХ 006,"зерновые, масличные",Республика Башкортостан,Ермекеевский район,,,,8-927-331-6368,"452181, с. Рятамак"
02_Ермекеевский_КФХ 007,"зерновые, масличные",Республика Башкортостан,Ермекеевский район,,,,8-905-307-4677,"452196, с. Большезингереево"
02_Ермекеевский_КФХ 008,"зерновые, масличные, зернобобовые; сахарная свекла",Республика Башкортостан,Ермекеевский район,,,,"(34741) 2-58-21, 8-927-931-2030","452183, с. Средние Карамалы"
02_Ермекеевский_КФХ 009,"пшеница, ячмень, подсолнечник",Республика Башкортостан,Ермекеевский район,,,,8-905-308-4848,"452190, с. Ермекеево"
02_Ермекеевский_КФХ 010,"зерновые, масличные",Республика Башкортостан,Ермекеевский район,,,,8-987-602-4667,"452190, с. Ермекеево"
02_Ермекеевский_КФХ 011,сено,Республика Башкортостан,Ермекеевский район,,,,(34741) 2-62-05,"452197, с. Купченеево"
02_Ермекеевский_КФХ 012,"зерновые, зернобобовые",Республика Башкортостан,Ермекеевский район,,,,(34741) 2-43-10,"452196, с. Верхнеулу-Елга"
02_Ермекеевский_КФХ 013,"зерновые, зернобобовые, масличные",Республика Башкортостан,Ермекеевский район,,,,8-937-306-0033,"452183, с. Средние Карамалы"
02_Ермекеевский_КФХ 014,"зерновые, масличные",Республика Башкортостан,Ермекеевский район,,,,8-937-835-7195,"452195, с. Усман-Ташлы"
02_Ермекеевский_КФХ 015,"зерновые, масличные, КРС (мясной, молочный)",Республика Башкортостан,Ермекеевский район,,,,8-927-333-7585,"452190, с. Ермекеево"
02_Ермекеевский_КФХ 016,"пшеница, ячмень, подсолнечник, рожь",Республика Башкортостан,Ермекеевский район,,,,8-917-447-2122,"452186, с. Новошахово"
02_Зианчуринский_КФХ 001,КРС,Республика Башкортостан,Зианчуринский район,,,,"(34785) 2-19-41, 8-937-158-4668","453397, с. Ишемгул"
02_Зианчуринский_КФХ 002,"зерновые, масличные",Республика Башкортостан,Зианчуринский район,,,,8-937-856-8958,"453397, с. Ишемгул"
02_Зианчуринский_КФХ 003,"зерновые, масличные",Республика Башкортостан,Зианчуринский район,,,,8-927-920-5824,"453395, д. фермы N 3 Сакмарского совхоза"
02_Зианчуринский_КФХ 004,"КРС (молочный), лошади",Республика Башкортостан,Зианчуринский район,,,,8-937-354-7885,"453392, д. Баишево"
02_Зилаирский_КФХ 001,лошади,Республика Башкортостан,Зилаирский район,,,,8-937-153-3200,"453680, с. Зилаир"
02_Зилаирский_КФХ 002,"зерновые, зернобобовые",Республика Башкортостан,Зилаирский район,,,,8-937-305-6465,"453696, с. Кашкарово"
02_Зилаирский_КФХ 003,"зерновые, КРС (молочный)",Республика Башкортостан,Зилаирский район,,,,8-927-232-4462,"453684, д. Малоюлдыбаево"
02_Зилаирский_КФХ 004,КРС (молочный),Республика Башкортостан,Зилаирский район,,,,8-937-500-0584,"453685, с. Бердяш"
02_Иглинский_КФХ 001,"зерновые, кормовые, КРС",Республика Башкортостан,Иглинский район,,,,"(34795) 2-74-27, 8-903-353-1252","452417, с. Минзитарово"
02_Иглинский_КФХ 002,"зерновые, зернобобовые, КРС",Республика Башкортостан,Иглинский район,,,,8-917-403-7547,"452410, с. Иглино"
02_Иглинский_КФХ 003,КРС (молочный); производство молочной продукции,Республика Башкортостан,Иглинский район,,,,8-917-495-0122,"452415, Иглинский р-н, с. Балтика"
02_Иглинский_КФХ 004,"зерновые, масличные",Республика Башкортостан,Иглинский район,,,,8-965-928-7161,"452417, с. Минзитарово"
02_Иглинский_КФХ 005,"зерновые, КРС",Республика Башкортостан,Иглинский район,,,,(34795) 2-15-55,"452410, с. Иглино"
02_Илишевский_КФХ 001,"зерновые, КРС (молочный)",Республика Башкортостан,Илишевский район,,,,8-960-385-1004,"452275, с. Ябалаково"
02_Илишевский_КФХ 002,"пшеница, рапс, горчица, горох; семена зерновых, зернобобовых, многолетних трав",Республика Башкортостан,Илишевский район,,,,"(34787) 6-42-12, (34762) 5-51-19, 8-917-433-0678","452271, с. Андреевка"
02_Илишевский_КФХ 003,"зерновые, КРС (мясной)",Республика Башкортостан,Илишевский район,,,,8-917-466-2725,"452260, с. Верхнеяркеево"
02_Илишевский_КФХ 004,"зерновые, масличные, КРС",Республика Башкортостан,Илишевский район,,,,8-919-616-6694,"452260, с. Верхнеяркеево"
02_Илишевский_КФХ 005,"зерновые, КРС (молочный)",Республика Башкортостан,Илишевский район,,,,8-962-539-5206,"452278, д. Телепаново"
02_Илишевский_КФХ 006,"зерновые, зернобобовые, КРС",Республика Башкортостан,Илишевский район,,,,8-917-454-6342,"452270, с. Нижнечерекулево"
02_Илишевский_КФХ 007,"гречиха, горох, подсолнечник, КРС",Республика Башкортостан,Илишевский район,,,,8-987-147-4710,"452281, с. Лаяшты"
02_Илишевский_КФХ 008,КРС (молочный),Республика Башкортостан,Илишевский район,,,,"8-917-802-4389, 8-917-427-3505","452272, д. Ташкичи"
02_Илишевский_КФХ 009,"зерновые, зернобобовые",Республика Башкортостан,Илишевский район,,,,"(34762) 5-41-48, 8-917-377-0803","452260, с. Верхнеяркеево"
02_Илишевский_КФХ 010,"зерновые, КРС",Республика Башкортостан,Илишевский район,,,,8-917-801-2063,деятельность ведется в Илишевском районе
02_Ишимбайский_КФХ 001,лошади,Республика Башкортостан,Ишимбайский район,,,,8-917-459-6346,"453236, с. Ишеево"
02_Ишимбайский_КФХ 002,КРС (мясной),Республика Башкортостан,Ишимбайский район,,,,8-917-787-4200,"453235, с. Ахмерово"
02_Ишимбайский_КФХ 003,КРС (мясной),Республика Башкортостан,Ишимбайский район,,,,8-917-044-6307,"453232, д. Саргаево"
02_Ишимбайский_КФХ 004,"зерновые, масличные, КРС",Республика Башкортостан,Ишимбайский район,,,,8-987-136-5209,"453237, д. Кияуково"
02_Ишимбайский_КФХ 005,КРС,Республика Башкортостан,Ишимбайский район,,,,8-987-618-6810,"453232, с. Зигановка"
02_Ишимбайский_КФХ 006,"лошади, овцы, козы",Республика Башкортостан,Ишимбайский район,,,,8-917-792-6086,"453200, г. Ишимбай"
02_Ишимбайский_КФХ 007,"кормовые, лошади",Республика Башкортостан,Ишимбайский район,,,,8-917-440-6704,"453237, с. Янурусово"
02_Ишимбайский_КФХ 008,"зерновые, масличные, лошади",Республика Башкортостан,Ишимбайский район,,,,8-919-617-7356,"453239, д. Карайганово"
02_Ишимбайский_КФХ 009,зерновые,Республика Башкортостан,Ишимбайский район,,,,8-917-458-1819,"453236, с. Ишеево"
02_Ишимбайский_КФХ 010,"пшеница, подсолнечник",Республика Башкортостан,Ишимбайский район,,,,8-917-467-0313,"453200, с. Петровское"
02_Ишимбайский_КФХ 011,"зерновые масличные, КРС, лошади",Республика Башкортостан,Ишимбайский район,,,,8-919-619-0777,"453231, с. Васильевка"
02_Ишимбайский_КФХ 012,"зерновые, КРС (молочный)",Республика Башкортостан,Ишимбайский район,,,,8-917-771-3511,"453226, с. Скворчиха"
02_Ишимбайский_КФХ 013,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Ишимбайский район,,,,"8-927-922-0072, (34794) 4-58-36","453226, с. Скворчиха"
02_Ишимбайский_КФХ 014,"КРС (мясной), лошади",Республика Башкортостан,Ишимбайский район,,,,8-917-470-1261,"453236, с. Ишеево"
02_Ишимбайский_КФХ 015,лошади,Республика Башкортостан,Ишимбайский район,,,,8-919-157-4737,"453200, г. Ишимбай"
02_Ишимбайский_КФХ 016,"зерновые, масличные, КРС",Республика Башкортостан,Ишимбайский район,,,,8-917-789-2932,"453230, д. Арметрахимово"
02_Калтасинский_КФХ 001,КРС (мясной),Республика Башкортостан,Калтасинский район,,,,8-917-468-8223,"452857, д. Большой Кельтей"
02_Калтасинский_КФХ 002,"зерновые, КРС",Республика Башкортостан,Калтасинский район,,,,8-961-041-3440,"452862, с. Краснохолмское"
02_Калтасинский_КФХ 003,"зерновые, масличные, КРС",Республика Башкортостан,Калтасинский район,,,,8-917-377-0942,"452855, д. Новокильбахтино"
02_Калтасинский_КФХ 004,"зерновые, лошади",Республика Башкортостан,Калтасинский район,,,,(34779) 3-00-51,"452852, с. Краснохолмский"
02_Калтасинский_КФХ 005,КРС (молочный),Республика Башкортостан,Калтасинский район,,,,8-964-959-7936,"452865, д. Наратово"
02_Калтасинский_КФХ 006,"зерновые, КРС",Республика Башкортостан,Калтасинский район,,,,8-917-772-3793,"452855, д. Большекуразово"
02_Калтасинский_КФХ 007,"зерновые, масличные, КРС (молочный)",Республика Башкортостан,Калтасинский район,,,,8-917-386-7385,"452869, д. Калмаш"
02_Караидельский_КФХ 001,"зерновые, КРС",Республика Башкортостан,Караидельский район,,,,8-960-393-2117,"452369, д. Якупово"
02_Караидельский_КФХ 002,овощи (открытый грунт),Республика Башкортостан,Караидельский район,,,,8-961-043-3518,"452365, с. Красный Урюш"
02_Караидельский_КФХ 003,овцы,Республика Башкортостан,Караидельский район,,,,8-987-138-8647,"452360, с. Абызово"
02_Караидельский_КФХ 004,"зерновые, масличные",Республика Башкортостан,Караидельский район,,,,8-987-493-7066,"452363, д. Явгильдино"
02_Караидельский_КФХ 005,"зерновые, КРС (молочный)",Республика Башкортостан,Караидельский район,,,,8-965-660-9799,"452369, д. Туюшево"
02_Караидельский_КФХ 006,"зерновые, масличные, КРС, лошади",Республика Башкортостан,Караидельский район,,,,8-917-042-1863,"452393, д. Куртлыкуль"
02_Караидельский_КФХ 007,"зерновые, КРС (мясной, молочный)",Республика Башкортостан,Караидельский район,,,,8-917-416-2561,"452363, д. Тайкаш"
02_Кармаскалинский_КФХ 001,"пшеница, ячмень, подсолнечник, лён",Республика Башкортостан,Кармаскалинский район,,,,8-965-654-6838,"453020, с. Кармаскалы"
02_Кармаскалинский_КФХ 002,"пшеница, ячмень, подсолнечник, лён, КРС (молочный)",Республика Башкортостан,Кармаскалинский район,,,,(34722) 3-66-05,"453024, д. Нижний Тюкунь"
02_Кармаскалинский_КФХ 003,"пшеница, подсолнечник",Республика Башкортостан,Кармаскалинский район,,,,8-937-352-9969,"453001, д. Старобабичево"
02_Кармаскалинский_КФХ 004,"зерновые, масличные",Республика Башкортостан,Кармаскалинский район,,,,8-927-945-8008,"453006, д. Вязовка"
02_Кармаскалинский_КФХ 005,"зерновые, технические",Республика Башкортостан,Кармаскалинский район,,,,8-927-926-6966,"453003, с. Бузовьязы"
02_Кармаскалинский_КФХ 006,зерновые,Республика Башкортостан,Кармаскалинский район,,,,8-927-332-8773,"453001, д. Старобабичево"
02_Кигинский_КФХ 001,"зерновые, масличные, КРС, лошади",Республика Башкортостан,Кигинский район,,,,8-960-384-0946,"452500, с. Верхние Киги"
02_Кигинский_КФХ 002,"зерновые, лошади",Республика Башкортостан,Кигинский район,,,,8-965-920-7066,"452515, д. Юкаликулево"
02_Краснокамский_КФХ 001,пшеница,Республика Башкортостан,Краснокамский район,,,,8-917-345-5248,"452935, д. Калтаево"
02_Краснокамский_КФХ 002,коневодство,Республика Башкортостан,Краснокамский район,,,,8-987-494-2105,"452941, д. Новокабаново"
02_Краснокамский_КФХ 003,КРС (молочный),Республика Башкортостан,Краснокамский район,,,,8-917-491-5733,"452943, с. Новый Актанышбаш"
02_Краснокамский_КФХ 004,"зерновые, КРС",Республика Башкортостан,Краснокамский район,,,,8-987-580-8550,"452945, д. Новый Каинлык"
02_Краснокамский_КФХ 005,"КРС (мясной), лошади",Республика Башкортостан,Краснокамский район,,,,8-917-449-7111,"452940, д. Саузбаш"
02_Кугарчинский_КФХ 001,"зерновые, масличные",Республика Башкортостан,Кугарчинский район,,,,(34789) 2-21-26,"453330, с. Новопокровское"
02_Кугарчинский_КФХ 002,"пшеница, подсолнечник",Республика Башкортостан,Кугарчинский район,,,,8-927-304-9215,"453346, с. Максютово"
02_Кугарчинский_КФХ 003,лошади,Республика Башкортостан,Кугарчинский район,,,,8-927-307-5757,"453330, с. Мраково"
02_Кугарчинский_КФХ 004,"пшеница, подсолнечник",Республика Башкортостан,Кугарчинский район,,,,8-937-166-8760,"453343, д. Каскиново"
02_Кугарчинский_КФХ 005,"пшеница, подсолнечник, ячмень, КРС (молочный)",Республика Башкортостан,Кугарчинский район,,,,(34789) 2-97-24,"453346, д. Нижнее Сазово"
02_Кугарчинский_КФХ 006,"пшеница, подсолнечник",Республика Башкортостан,Кугарчинский район,,,,8-927-333-7749,"453330, с. Мраково"
02_Кугарчинский_КФХ 007,"пшеница, гречиха, подсолнечник",Республика Башкортостан,Кугарчинский район,,,,8-987-101-1910,"453330, с. Мраково"
02_Кушнаренковский_КФХ 001,"зерновые, КРС (молочный)",Республика Башкортостан,Кушнаренковский район,,,,8-962-547-8903,"452235, с. Калтаево"
02_Кушнаренковский_КФХ 002,"зерновые, масличные",Республика Башкортостан,Кушнаренковский район,,,,"8-917-447-1368, 8-960-397-2477","452244, с. Бакаево"
02_Кушнаренковский_КФХ 003,КРС (мясной),Республика Башкортостан,Кушнаренковский район,,,,8-917-791-7329,"452238, д. Ахта"
02_Кушнаренковский_КФХ 004,"зерновые, масличные",Республика Башкортостан,Кушнаренковский район,,,,8-937-840-5213,"452230, с. Кушнаренково"
02_Куюргазинский_КФХ 001,"зерновые, масличные",Республика Башкортостан,Куюргазинский район,,,,8-937-155-1410,"453360, с. Ермолаево"
02_Куюргазинский_КФХ 002,"пшеница, подсолнечник, рожь",Республика Башкортостан,Куюргазинский район,,,,8-917-434-3858,"453355, с. Якшимбетово"
02_Куюргазинский_КФХ 003,"пшеница, подсолнечник, гречиха, просо",Республика Башкортостан,Куюргазинский район,,,,8-961-038-3560,"453351, с. Бугульчан"
02_Куюргазинский_КФХ 004,"зерновые, масличные",Республика Башкортостан,Куюргазинский район,,,,8-927-233-7700,"453359, д. Юмагузино"
02_Куюргазинский_КФХ 005,"зерновые, масличные",Республика Башкортостан,Куюргазинский район,,,,8-937-151-0377,"453300, с. Ермолаево"
02_Куюргазинский_КФХ 006,КРС (молочный),Республика Башкортостан,Куюргазинский район,,,,8-937-845-4647,"453360, с. Ермолаево"
02_Мелеузовский_КФХ 001,КРС (мясной); молочная продукция,Республика Башкортостан,Мелеузовский район,,,,8-927-357-0003,"453880, с. Зирган"
02_Мелеузовский_КФХ 002,"ячмень, подсолнечник. горох, лён; сахарная свекла",Республика Башкортостан,Мелеузовский район,,,,8-987-495-9290,"453850, г. Мелеуз"
02_Мелеузовский_КФХ 003,"пшеница, ячмень, подсолнечник",Республика Башкортостан,Мелеузовский район,,,,8-961-359-4990,"453866, д. Маломукачево"
02_Мелеузовский_КФХ 004,"зерновые, масличные, КРС (мясной)",Республика Башкортостан,Мелеузовский район,,,,8-987-100-8001,"453862, с. Дарьино"
