Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
56_Бузулукский_КФХ 006,"зерновые, зернобобовые; КРС (молочный), свиньи",Оренбургская область,Бузулукский район,,,,"8-922-868-3756, (35342) 6-88-06","461037, с. Новоалександровка"
56_Бузулукский_КФХ 007,"зерновые, масличные",Оренбургская область,Бузулукский район,,,,8-932-537-2685,"461011, с. Палимовка"
56_Бузулукский_КФХ 008,зерновые,Оренбургская область,Бузулукский район,,,,8-922-874-5535,"461026, с. Державино"
56_Бузулукский_КФХ 009,зерновые,Оренбургская область,Бузулукский район,,,,8-922-546-7545,"461014, с. Подколки"
56_Бузулукский_КФХ 010,зерновые,Оренбургская область,Бузулукский район,,,,8-932-546-3009,"461028, с. Екатериновка"
56_Бузулукский_КФХ 011,"зерновые, масличные",Оренбургская область,Бузулукский район,,,,8-922-824-9900,"461028, с. Екатериновка"
56_Бузулукский_КФХ 012,зерновые,Оренбургская область,Бузулукский район,,,,8-922-821-2202,"461013, п. Рябцево"
56_Бузулукский_КФХ 013,"зерновые, масличные",Оренбургская область,Бузулукский район,,,,8-922-552-3639,"461025, с. Преображенка"
56_Бузулукский_КФХ 014,зерновые,Оренбургская область,Бузулукский район,,,,8-922-539-3352,"461026, с. Державино"
56_Бузулукский_КФХ 015,"овощи (открытый, закрытый грунт)",Оренбургская область,Бузулукский район,,,,8-903-364-9575,"461040, Бузулукский р-н, г. Бузулук"
56_Бузулукский_КФХ 016,зерновые,Оренбургская область,Бузулукский район,,,,"8-905-893-7588, 8-922-891-1425","461033, с. Верхняя Вязовка"
56_Бузулукский_КФХ 017,"зерновые, кормовые; лошади",Оренбургская область,Бузулукский район,,,,8-922-857-8979,"461003, с. Елшанка Первая"
56_Бузулукский_КФХ 018,зерновые,Оренбургская область,Бузулукский район,,,,8-922-825-6212,"461026, с. Екатериновка"
56_Бузулукский_КФХ 019,зерновые,Оренбургская область,Бузулукский район,,,,8-922-890-9992,"461026, с. Державино"
56_Бузулукский_КФХ 020,зерновые,Оренбургская область,Бузулукский район,,,,8-922-540-1510,"461015, с. Жилинка"
56_Бузулукский_КФХ 021,зерновые,Оренбургская область,Бузулукский район,,,,8-922-559-5395,"461005, п. Дубовый Куст"
56_Бузулукский_КФХ 022,зерновые,Оренбургская область,Бузулукский район,,,,8-922-800-3017,"461024, с. Троицкое"
56_Бузулукский_КФХ 023,зерновые,Оренбургская область,Бузулукский район,,,,8-932-535-6010,"461019, п. Искра"
56_Бузулукский_КФХ 024,"зерновые, подсолнечник",Оренбургская область,Бузулукский район,,,,8-922-546-2951,"461002, с. Могутово"
56_Бузулукский_КФХ 025,зерновые,Оренбургская область,Бузулукский район,,,,"8-922-890-2900, 8-922-543-2255","461002, с. Могутово"
56_Бузулукский_КФХ 026,зерновые,Оренбургская область,Бузулукский район,,,,8-922-810-0671,"461033, с. Нижняя Вязовка"
56_Бузулукский_КФХ 027,зерновые,Оренбургская область,Бузулукский район,,,,8-922-865-8256,"461017, с. Сухоречка"
«АгроКапитал» ООО,"зерновые, подсолнечник",Оренбургская область,Бузулукский район,Ген. дир.: Лошкарев Сергей Борисович,agrokapital56@mail.ru,,8-922-863-3114,"461011, с. Палимовка, Юго-Западная, 91"
«Альфа» ООО / «Пушкина» ООО,"зерновые, масличные, КРС",Оренбургская область,Бузулукский район,Ген. дир./Дир.: Черных Александр Петрович / Леденёва Лариса Леонидовна,alfaooo_sx@mail.ru,,"8-922-899-4106, (35342) 6-22-26","461039, с. Тупиковка, Центральная, 80 («Альфа» ООО)"
«БРТП» ООО,"зерновые, масличные",Оренбургская область,Бузулукский район,Дир.: Панов Илья Викторович,buzuluk-rtp@yandex.ru,,"(35342) 6-58-58, 8-932-558-2488","461041, г. Бузулук, Челюскинцев, 91"
«Бузулукское молоко» ООО,производство молочной продукции,Оренбургская область,Бузулукский район,Ген. дир.: Белоусов Сергей Александрович,buzmol@mail.ru,http://buzmilk.ru/,"(35342) 2-13-42, (35342) 2-05-38, 2-23-26","461041, г. Бузулук, Челюскинцев, 52"
«Возрождение» ООО,"зерновые, зернобобовые, масличные",Оренбургская область,Бузулукский район,Дир.: Леденёв Александр Николаевич,malcew56@mail.ru,,8-922-823-6292,"461014, с. Подколки, Юбилейная, 41"
«Городской торг» ООО УК,"колбасный цех, хлебный цех, кондитерский цех",Оренбургская область,Бузулукский район,Ген. дир.: Дикман Иван Иванович,gortorg@mail.ru,,"(35342) 2-16-20, (35342) 2-18-79","461040, г. Бузулук, Кирова, 54"
Дзержинского им. СХА,зерновые; КРС,Оренбургская область,Бузулукский район,Предс.: Маслов Петр Григорьевич,sha461025@mail.ru,,"(35342) 6-40-35, 8-922-824-3089","461025, с. Преображенка, Мира, 5"
«Западная» СХА,"зерновые, масличные; КРС (мясной, молочный)",Оренбургская область,Бузулукский район,Предс.: Добрынин Алексей Николаевич,cxazapadnaya@yandex.ru,,8-922-824-7424,"461008, с. Проскурино, Культурная, 14"
«Зелёный Гай» СПК,зерновые,Оренбургская область,Бузулукский район,Предс.: Власюк Алексей Николаевич,a.n.vlasyuk@mail.ru,,8-922-823-8199,"461027, с. Красная Слободка, Зеленая, 5 А"
«Карла Маркса» ООО,"зерновые; КРС (мясной, молочный)",Оренбургская область,Бузулукский район,Дир.: Еременко Александр Васильевич,k-marksa@bk.ru,,"(35342) 6-35-34, 8-932-553-3947","461014, с. Подколки, Тихонова, 1"
«Колхоз «Мир» ООО,"зерновые; КРС (мясной, молочный)",Оренбургская область,Бузулукский район,Дир.: Авдеев Владимир Васильевич,mirumir-2008@yandex.ru,,8-922-555-0054,"461004, с. Колтубанка, Степная, 3"
«Липовское» ООО,"зерновые, масличные",Оренбургская область,Бузулукский район,Ген. дир.: Толмачева Мария Николаевна,ooolipovskoe-lipovka@yandex.ru,,(35342) 6-33-31,"461036, с. Липовка, Дорожная, 2"
«Могутовская» СХА,"зерновые, масличные",Оренбургская область,Бузулукский район,Предс.: Золотухин Вячеслав Николаевич,shamogutowo@yandex.ru,,"(35342) 6-13-21, 8-922-843-1247","461002, с. Могутово, Молодежная, 8"
«Надежда» ООО (Бузулукский р-н),"зерновые, масличные",Оренбургская область,Бузулукский район,Ген. дир.: Бородинов Виталий Владимирович,ooo_nadezhda5@mail.ru,,8-927-653-4863,"юр. адрес: 461040, г. Бузулук, Чапаева, 1"
«Палимовское плюс» ООО,зерновые,Оренбургская область,Бузулукский район,Дир.: Михайлов Владимир Анатольевич,palimovka2015@yandex.ru,,(35342) 6-19-44,"461011, с. Палимовка, Советская, 9"
«Ресурсный центр» ООО,зерновые,Оренбургская область,Бузулукский район,Дир.: Куликов Андрей Викторович,sb56bz@yandex.ru,,8-922-840-2957,"461011, с. Палимовка, Нагорная, 1"
«Свежий Родник» СПК,зерновые,Оренбургская область,Бузулукский район,Предс.: Гнеушев Михаил Валентинович,,,(35342) 6-38-44,"461011, п. Свежий Родник, Лесная, 5"
«Урожай 56» ООО,"зерновые, масличные",Оренбургская область,Бузулукский район,Дир.: Давыдов Сергей Петрович,ooourogai56@ya.ru,,8-961-905-2620,"461034, с. Новая Тепловка, Нижний Конец, 52"
«Елена» КХ,семена многолетних трав,Оренбургская область,Бузулукский район,,,,8-906-849-5546,"461034, Бузулукский р-н, п. Гремучий"
«Колос» ОАО (Бузулукский р-н),"хранение, складирование зерна",Оренбургская область,Бузулукский район,Ген. дир.: Федоров Василий Анатольевич,kolos56@rambler.ru,,"(35342) 6-81-46, 6-81-25","461035, Бузулукский р-н, п. Красногвардеец, Элеваторная, 1"
«Элеватор Бузулук» ООО,"хранение, складирование зерна",Оренбургская область,Бузулукский район,Дир.: Орлов Андрей Александрович,gorbacheva1984katy@mail.ru,,(35342) 2-50-39,"461040, Бузулукский р-н, г. Бузулук, Чапаева, 1, пом. 1"
Администрация Гайского городского округа,,Оренбургская область,Гайский район,Глава: Папунин Олег Юрьевич,gy@mail.orb.ru,https://gy.orb.ru/,"(35362) 4-20-33, 4-28-28","462631, г. Гай, Ленина, 41"
Управление сельского хозяйства Гайского городского округа,,Оренбургская область,Гайский район,Нач.: Андреев Виктор Николаевич,agro_gy@mail.orb.ru,https://gy.orb.ru/,"(35362) 4-29-54, 4-25-92","462631, Гайский р-н, г. Гай, Ленина, 41"
56_Гайский_КФХ 001,зерновые,Оренбургская область,Гайский район,,,,8-912-847-4834,"462615, п. Хмелевка"
56_Гайский_КФХ 002,"зерновые, масличные",Оренбургская область,Гайский район,,,,8-905-842-4805,"462618, с. Новопетропавловка"
56_Гайский_КФХ 003,зерновые; КРС,Оренбургская область,Гайский район,,,,8-922-859-3253,"462370, с. Узембаево"
56_Гайский_КФХ 004,свиноводство,Оренбургская область,Гайский район,,,,8-961-944-2444,"462630, п. Репино"
56_Гайский_КФХ 005,зерновые,Оренбургская область,Гайский район,,,,8-905-813-5812,"462619, п. Старохалилово"
56_Гайский_КФХ 006,зерновые,Оренбургская область,Гайский район,,,,8-919-856-9184,"462631, г. Орск"
56_Гайский_КФХ 007,"зерновые, КРС (мясной, молочный)",Оренбургская область,Гайский район,,,,8-961-914-1224,"462618, п. Рождественка"
56_Гайский_КФХ 008,зерновые,Оренбургская область,Гайский район,,,,8-932-551-1030,"462617, п. Новониколаевка"
«Айгуль» КФХ,зерновые,Оренбургская область,Гайский район,,,,8-909-619-2403,"462619, п. Старохалилово"
«АПК Виктория» ООО,зерновые; производство комбикормов,Оренбургская область,Гайский район,Дир.: Чуднов Николай Павлович,apkviktorija@mail.ru,,8-932-550-2500,"462645, Гайский р-н, с. Колпакское, Центральная, 21"
«Воронежское» ООО,зерновые,Оренбургская область,Гайский район,Дир.: Утямишев Ильнур Илдарович,voronezhskoe@mail.ru,,8-961-916-0358,"462619, п. Нововоронежский, Степная, 4, оф. 1"
«Лида» ООО,зерновые,Оренбургская область,Гайский район,Дир.: Топчиенко Александр Геннадьевич,imv25@yandex.ru,,(35362) 4-90-14,"462617, п. Новониколаевка, Овражная, 14"
«Птицефабрика Гайская» СПК,"птица, яйцо столовое, инкубационное; племенное свиноводство - племрепродуктор (крупная белая)",Оренбургская область,Гайский район,Предс.: Малюшин Евгений Николаевич,mail@gayfa.ru,https://www.gayfa.ru/,"(35362) 4-26-31, (35362) 6-55-55","462630, Гайский р-н, г. Гай, Технологический пр-д, 38"
«Успех» ООО,"зерновые, технические",Оренбургская область,Гайский район,Дир.: Кутлизамаева Гульзада Хамитовна,ooo.yspeh@inbox.ru,,8-919-857-0650,"462620, с. Писаревка, Степная, 14"
«АПК Виктория» ООО,зерновые; производство комбикормов,Оренбургская область,Гайский район,Дир.: Чуднов Николай Павлович,apkviktorija@mail.ru,,8-932-550-2500,"462645, Гайский р-н, с. Колпакское, Центральная, 21"
Администрация Грачевского района,,Оренбургская область,Грачёвский район,Глава: Филатов Денис Викторович,ge@mail.orb.ru,http://xn----7sbbgdnwicf2blqhk7g.xn--p1ai/,"(35344) 2-13-74, 2-10-60, 2-14-34","461800, Грачевский р-н, с. Грачевка, Майская, 22"
Управление сельского хозяйства Грачевского района,,Оренбургская область,Грачёвский район,Нач: Матыцин Виктор Валерьевич,ge_agro@mail.orb.ru,http://xn----7sbbgdnwicf2blqhk7g.xn--p1ai/,"(35344) 2-10-68, 2-10-72, 2-12-84","461800, Грачевский р-н, с. Грачевка, Майская, 22 А"
56_Грачёвский_КФХ 001,зерновые,Оренбургская область,Грачёвский район,,,,8-922-875-4112,"461816, с. Русскоигнашкино"
56_Грачёвский_КФХ 002,зерновые,Оренбургская область,Грачёвский район,,,,8-922-818-2083,"461800, с. Грачевка"
56_Грачёвский_КФХ 003,"зерновые; КРС (мясной, молочный)",Оренбургская область,Грачёвский район,,,,8-922-868-2471,"461806, с. Ключи"
56_Грачёвский_КФХ 004,"зерновые, масличные",Оренбургская область,Грачёвский район,,,,8-922-815-5565,"461800, с. Грачевка"
56_Грачёвский_КФХ 005,"зерновые, масличные",Оренбургская область,Грачёвский район,,,,8-922-552-1993,"461800, с. Грачевка"
56_Грачёвский_КФХ 006,зерновые,Оренбургская область,Грачёвский район,,,,8-922-845-5530,"461800, с. Грачевка"
56_Грачёвский_КФХ 007,зерновые,Оренбургская область,Грачёвский район,,,,8-912-354-3809,"461816, с. Русскоигнашкино"
56_Грачёвский_КФХ 008,зерновые,Оренбургская область,Грачёвский район,,,,8-961-900-2986,"461816, с. Русскоигнашкино"
56_Грачёвский_КФХ 009,зерновые,Оренбургская область,Грачёвский район,,,,8-922-819-5719,"461806, с. Ключи"
56_Грачёвский_КФХ 010,зерновые,Оренбургская область,Грачёвский район,,,,8-932-554-2202,"461823, с. Старояшкино"
56_Грачёвский_КФХ 011,зерновые,Оренбургская область,Грачёвский район,,,,8-922-871-8516,"461823, с. Старояшкино"
56_Грачёвский_КФХ 012,зерновые,Оренбургская область,Грачёвский район,,,,8-922-538-8401,"461818, с. Верхнеигнашкино"
56_Грачёвский_КФХ 013,зерновые,Оренбургская область,Грачёвский район,,,,"8-922-822-7795, 8-922-554-3744","461806, с. Ключи"
56_Грачёвский_КФХ 014,зерновые,Оренбургская область,Грачёвский район,,,,8-922-548-4045,"461800, c. Грачевка"
56_Грачёвский_КФХ 015,зерновые,Оренбургская область,Грачёвский район,,,,8-922-839-2161,"461800, с. Грачевка"
56_Грачёвский_КФХ 016,зерновые,Оренбургская область,Грачёвский район,,,,8-922-826-0742,"461800, с. Грачевка"
56_Грачёвский_КФХ 017,зерновые,Оренбургская область,Грачёвский район,,,,8-922-816-6712,"461825, с. Малояшкино"
56_Грачёвский_КФХ 018,зерновые,Оренбургская область,Грачёвский район,,,,8-922-620-9593,"461810, с. Ягодное"
56_Грачёвский_КФХ 019,зерновые,Оренбургская область,Грачёвский район,,,,8-922-556-1575,"461800, с. Грачевка"
«Агропредприятие «Союз» ООО,"зерновые, подсолнечник",Оренбургская область,Грачёвский район,Ген. дир.: Саверченко Надежда Анатольевна,agro-soyuz2016@yandex.ru,,(35344) 2-12-52,"461800, с. Грачевка, Советская, 11"
«Верхнеигнашкинское» ООО,"зерновые, КРС",Оренбургская область,Грачёвский район,Дир.: Щелкунов Сергей Дмитриевич,oooverhneignashkinskoe@yandex.ru,,"(35344) 3-35-45, (35344) 3-35-16","461818, с. Верхнеигнашкино, Производственная, 12"
«Правда» ООО / «Правда» СПК,зерновые,Оренбургская область,Грачёвский район,Дир.: Шибин Дмитрий Юрьевич / Предс.: Фролов Александр Федорович,,,"(35344) 3-43-11, 3-22-32","461821, с. Новоникольское, Советская, 22 А"
«Рассвет» ООО,"зерновые, подсолнечник, КРС (молочный)",Оренбургская область,Грачёвский район,Дир.: Щедрин Александр Александрович,shedrin1959@mail.ru,,(35344) 3-25-36,"461805, с. Ероховка, Центральная, 6"
Шевченко имени СПК (Колхоз),"зерновые, масличные",Оренбургская область,Грачёвский район,Предс.: Шестаков Евгений Валерьевич,spk_shev@mail.ru,,"(35344) 3-33-31, 3-33-32","461811, с. Петрохерсонец, Мира, 1"
«Грачевское ХПП» ООО,"приемка, сушка, хранение, складирование зерна",Оренбургская область,Грачёвский район,Дир.: Шибин Дмитрий Юрьевич,grhpp@yandex.ru,,"(35344) 2-22-51, (35344) 2-18-35","461800, Грачевский р-он, с. Грачевка, Чапаева, 69"
Администрация Домбаровского района,,Оренбургская область,Домбаровский район,Глава: Блажко Владислав Павлович,dm@mail.orb.ru,http://mo-dm.orb.ru/,"(35367) 2-24-52, 2-10-32","462734, Домбаровский р-н, п. Домбаровский, 40 лет Октября, 20"
Отдел сельского хозяйства администрации Домбаровского района,,Оренбургская область,Домбаровский район,Нач.: Кибатаев Касымхан Мурзаханович,dm@mail.orb.ru,http://mo-dm.orb.ru/,"(35367) 2-24-52, 2-17-56, 2-24-87","462734, Домбаровский р-н, п. Домбаровский, 40 лет Октября, 20"
56_Домбаровский_КФХ 001,"КРС (мясной, молочный)",Оренбургская область,Домбаровский район,,,,8-965-691-4062,"462734, п. Домбаровский"
56_Домбаровский_КФХ 002,зерновые; КРС (мясной),Оренбургская область,Домбаровский район,,,,8-961-925-9331,"462731,п. Домбаровский"
56_Домбаровский_КФХ 003,зерновые,Оренбургская область,Домбаровский район,,,,8-909-618-6145,"462734, п. Прибрежный"
56_Домбаровский_КФХ 004,зерновые; КРС,Оренбургская область,Домбаровский район,,,,8-906-848-6611,"462734, п. Домбаровский"
56_Домбаровский_КФХ 005,"зерновые, КРС",Оренбургская область,Домбаровский район,,,,8-912-343-3811,"462734, с. Ушкатты"
56_Домбаровский_КФХ 006,зерновые,Оренбургская область,Домбаровский район,,,,8-922-826-3010,"462713, п. Полевой"
56_Домбаровский_КФХ 007,КРС,Оренбургская область,Домбаровский район,,,,8-922-867-7707,"462713, п. Полевой"
56_Домбаровский_КФХ 008,КРС (мясной),Оренбургская область,Домбаровский район,,,,8-987-860-3224,"462700, с. Ащебутак"
56_Домбаровский_КФХ 009,"КРС (мясной, молочный)",Оренбургская область,Домбаровский район,,,,8-932-849-3111,"462713, п. Полевой"
56_Домбаровский_КФХ 010,КРС,Оренбургская область,Домбаровский район,,,,8-922-867-2512,"462713, п. Полевой"
56_Домбаровский_КФХ 011,КРС (мясной),Оренбургская область,Домбаровский район,,,,8-922-845-4268,"462715, с. Зарево"
56_Домбаровский_КФХ 012,"КРС (мясной, молочный)",Оренбургская область,Домбаровский район,,,,8-932-852-9222,"461700, с. Истемис"
56_Домбаровский_КФХ 013,овощи (открытый грунт) - борщевой набор,Оренбургская область,Домбаровский район,,,,8-932-531-8302,"462710, Домбаровский р-н, с. Домбаровка"
56_Домбаровский_КФХ 014,зерновые,Оренбургская область,Домбаровский район,,,,8-922-532-7456,"462734, п. Домбаровский"
56_Домбаровский_КФХ 015,зерновые,Оренбургская область,Домбаровский район,,,,8-922-538-3344,"462725, п. Красночабанский"
«Агрокомплекс «Домбаровский» ООО,"зерновые; КРС (мясной, молочный)",Оренбургская область,Домбаровский район,Дир.: Сарбаев Булат Урумбаевич,,,"(35367) 2-24-65, (35367) 2-21-34, (35367) 2-24-71","462734, п. Домбаровский, пер. Заводской, 16"
«Махаббат» КФХ,"зерновые, КРС",Оренбургская область,Домбаровский район,,,,8-922-623-5050,"462734, п. Домбаровский"
«Нсан» КФХ,зерновые,Оренбургская область,Домбаровский район,,,,8-922-843-3555,"462713, п. Полевой"
«Профинтерн» СПК,"зерновые, КРС (мясной)",Оренбургская область,Домбаровский район,Предс.: Морец Андрей Фридрихович,profintern21@mail.ru,,"(35367) 2-10-54, 2-23-47","462734, п. Домбаровский, Халтурина, 2"
«Уральская Нива» ООО,"закупка, реализация зерна",Оренбургская область,Домбаровский район,Дир.: Сазонов Петр Юрьевич,"u, ralskayniva@mail.ru",,(35367) 2-15-07,"462734, Домбаровский р-н, п. Домбаровский, Железнодорожная, 44"
Администрация Илекского района,,Оренбургская область,Илекский район,Глава: Карпенко Владимир Владимирович,il@mail.orb.ru,https://ilek56.orb.ru/,(35337) 2-12-31,"461350, Илекский р-н, с. Илек, Октябрьская, 23"
Управление сельского хозяйства Илекского района,,Оренбургская область,Илекский район,Нач.: Кузин Александр Викторович,il@mail.orb.ru,https://ilek56.orb.ru/activity/17436/,(35337) 2-14-01,"461350, Илекский р-н, с. Илек, Октябрьская, 21"
56_Илекский_КФХ 001,зерновые,Оренбургская область,Илекский район,,,,8-906-841-2551,"461361, с. Нижнеозерное"
56_Илекский_КФХ 002,"зерновые, масличные",Оренбургская область,Илекский район,,,,8-922-830-1222,"461350, с. Илек"
56_Илекский_КФХ 003,зерновые,Оренбургская область,Илекский район,,,,8-987-786-4153,"461361, с. Нижнеозерное"
56_Илекский_КФХ 004,"зерновые, зернобобовые, масличные",Оренбургская область,Илекский район,,,,8-922-534-1859,"461361, с. Нижнеозерное"
56_Илекский_КФХ 005,зерновые,Оренбургская область,Илекский район,,,,8-987-840-0091,"461361, с. Нижнеозерное"
56_Илекский_КФХ 006,зерновые,Оренбургская область,Илекский район,,,,8-922-863-5426,"461359, с. Рассыпное"
56_Илекский_КФХ 007,"зерновые, КРС (мясной)",Оренбургская область,Илекский район,,,,8-912-848-9056,"461352, с. Привольное"
56_Илекский_КФХ 008,зерновые,Оренбургская область,Илекский район,,,,8-909-602-0847,"461361, с. Нижнеозерное"
56_Илекский_КФХ 009,зерновые,Оренбургская область,Илекский район,,,,"(3532) 39-07-06, 8-903-365-7391","461360, с. Краснохолм"
56_Илекский_КФХ 010,"зерновые, КРС (мясной, молочный)",Оренбургская область,Илекский район,,,,8-922-555-0047,"461358, с. Сладково"
56_Илекский_КФХ 011,зерновые,Оренбургская область,Илекский район,,,,"(3532) 75-12-00, 35-30-60","460000, г. Оренбург"
56_Илекский_КФХ 012,"зерновые, подсолнечник, КРС",Оренбургская область,Илекский район,,,,8-905-881-7661,"461350, с. Илек"
56_Илекский_КФХ 013,зерновые,Оренбургская область,Илекский район,,,,8-903-369-8835,"461355, с. Крестовка"
56_Илекский_КФХ 014,зерновые,Оренбургская область,Илекский район,,,,"8-905-896-3849, 8-932-852-9121","461355, п. Студеное"
56_Илекский_КФХ 015,зерновые,Оренбургская область,Илекский район,,,,8-919-852-4285,"461352, с. Нижнеозерное"
56_Илекский_КФХ 016,гуси,Оренбургская область,Илекский район,,,,8-987-791-5175,"461361, Илекский р-н, с. Нижнеозерное"
56_Илекский_КФХ 017,"зерновые, масличные",Оренбургская область,Илекский район,,,,"8-922-849-5215, 8-932-850-0135","461359, с. Рассыпное"
56_Илекский_КФХ 018,зерновые,Оренбургская область,Илекский район,,,,8-987-788-5005,"461350, с. Илек"
56_Илекский_КФХ 019,"зерновые, свиньи",Оренбургская область,Илекский район,,,,8-909-605-1359,"461365, с. Красный Яр"
56_Илекский_КФХ 020,"зерновые, КРС (мясной)",Оренбургская область,Илекский район,,,,"(35337) 2-65-66, 8-922-548-5411","461355, с. Студеное"
56_Илекский_КФХ 021,зерновые,Оренбургская область,Илекский район,,,,8-987-883-7835,"461362, п. Димитровский"
56_Илекский_КФХ 022,"зерновые, технические культуры",Оренбургская область,Илекский район,,,,8-905-818-1650,"461361, с. Нижнеозерное"
56_Илекский_КФХ 023,"КРС, овцы, зерновые",Оренбургская область,Илекский район,,,,8-919-843-6380,"461354,с. Озерки"
56_Илекский_КФХ 024,"зерновые, подсолнечник",Оренбургская область,Илекский район,,,,8-987-871-0207,"461355, с. Крестовка"
«А7 Агро» ООО,"зерновые, масличные; КРС (мясной, молочный); овощи",Оренбургская область,Илекский район,Ген. дир.: Пятницкий Виктор Васильевич,office@a7agro.ru,http://a7agro.ru/,"(3532) 44-57-69, 44-57-45","юр. адрес: 461350, с. Илек, Мира, 10 А"
«Алга» ООО,"КРС, зерновые, подсолнечник",Оренбургская область,Илекский район,Дир.: Абдурахманов Эльвир Габделгаянович,,,8-987-865-7180,"461354, с. Озерки"
«Борьба за мир» ООО,зерновые,Оренбургская область,Илекский район,Дир.: Мустаев Шавкат Назимович,borbazamir@yandex.ru,,8-906-841-2551,"461361, с. Нижнеозерное, Октябрьская, 12"
«Плот» КФХ,"зерновые, масличные",Оренбургская область,Илекский район,,,,8-903-369-8465,"461361, с. Нижнеозерное"
«Привольное» ООО (с. Илек),зерновые,Оренбургская область,Илекский район,Ген. дир.: Кузин Анатолий Александрович,anatolii.kuzin.87@mail.ru,,8-912-846-6681,"461350, с. Илек, Мира, 28, 2"
«Привольное» ООО (с. Привольное),зерновые,Оренбургская область,Илекский район,Дир.: Дубских Александр Александрович,kpriv@mail.ru,,8-912-848-9056,"461352, с. Привольное, Степная, 36"
«Привольный» СПК,"зерновые, КРС (мясной)",Оренбургская область,Илекский район,Предс.: Дубских Александр Петрович,kpriv@mail.ru,,(35337) 2-47-36,"461352, с. Привольное, Комсомольская, 3 Д"
Администрация Кваркенского района,,Оренбургская область,Кваркенский район,Глава района: Павленко Вадим Вадимович,kv@mail.orb.ru,http://www.kvarkeno56.ru/,"(35364) 2-17-63, 2-19-03","462860, Кваркенский р-н, с. Кваркено, 1 Целинная, 18"
Управление сельского хозяйства Кваркенского района,,Оренбургская область,Кваркенский район,Нач.: Симаков Алексей Михайлович,,http://www.kvarkeno56.ru/,"(35364) 2-12-43, 2-16-47","462860, Кваркенский р-н, с. Кваркено, 1 Целинная, 18"
56_Кваркенский_КФХ 001,"зерновые, КРС",Оренбургская область,Кваркенский район,,,,8-922-852-8082,"462858, с. Екатериновка"
56_Кваркенский_КФХ 002,"зерновые, КРС, лошади, овцы",Оренбургская область,Кваркенский район,,,,8-922-834-2346,"462858, с. Екатериновка"
56_Кваркенский_КФХ 003,зерновые,Оренбургская область,Кваркенский район,,,,"(35364) 2-24-02, 8-961-916-4752","462860, с. Кваркено"
56_Кваркенский_КФХ 004,зерновые,Оренбургская область,Кваркенский район,,,,"8-951-254-6997, 8-909-611-1772","462870, с. Бриент"
56_Кваркенский_КФХ 005,зерновые,Оренбургская область,Кваркенский район,,,,"(35364) 2-21-34, 8-912-358-1177","462860, с. Кваркено"
56_Кваркенский_КФХ 006,зерновые,Оренбургская область,Кваркенский район,,,,(35364) 2-46-05,"462875, с. Уртазым"
56_Кваркенский_КФХ 007,зерновые,Оренбургская область,Кваркенский район,,,,8-922-809-8798,"462895, п. Кировск"
56_Кваркенский_КФХ 008,зерновые,Оренбургская область,Кваркенский район,,,,8-961-915-4033,"462860, с. Кваркено"
56_Кваркенский_КФХ 009,"зерновые, зернобобовые",Оренбургская область,Кваркенский район,,,,"(35364) 2-62-66, 8-922-558-9465","462876, п. Покровка"
56_Кваркенский_КФХ 010,зерновые,Оренбургская область,Кваркенский район,,,,"(35364) 2-34-56, 8-909-619-2054","462882, с. Просторы"
56_Кваркенский_КФХ 011,зерновые,Оренбургская область,Кваркенский район,,,,"(35364) 2-63-24, 8-901-098-1108","462871, с. Уральское"
56_Кваркенский_КФХ 012,зерновые,Оренбургская область,Кваркенский район,,,,"(35364) 2-33-20, 8-922-868-4374","462895, п. Кировск"
56_Кваркенский_КФХ 013,зерновые,Оренбургская область,Кваркенский район,,,,"(35364) 2-10-35, 8-905-849-8666","462860, с. Кваркено"
56_Кваркенский_КФХ 014,"зерновые, зернобобовые",Оренбургская область,Кваркенский район,,,,8-922-844-4839,"462860, с. Кваркено"
«Кировский» ПСК,"зерновые, КРС (мясной, молочный)",Оренбургская область,Кваркенский район,Предс.: Новиков Александр Валерьевич,kvkurov@rambler.ru,,(35364) 2-32-83,"462895, п. Кировск, Кирова, 21"
«Ниагара» ООО,"зерновые, технические",Оренбургская область,Кваркенский район,Дир.: Волков Александр Геннадьевич,,,"(35364) 2-12-59, 8-909-602-7030","462860, с. Кваркено"
«Новооренбургский» СПК,"зерновые, маличные",Оренбургская область,Кваркенский район,Предс.: Горяйнов Денис Александрович,spk-novoorenburgskii@mail.ru,,(35364) 2-44-71,"462893, с. Новооренбург, Новая, 11"
«Орский Хлеб-Агро» ООО,зерновые,Оренбургская область,Кваркенский район,Ген. дир.: Прокопченко Анна Андреевна,orhleb@bk.ru,,"(35364) 2-42-42, 8-905-898-1400","462867, с. Аландское, Широкая, 21"
"«ОФКОР» АПК ООО, филиал","зерновые, производство муки",Оренбургская область,Кваркенский район,Дир. филиала: Тимофеев Алексей Владиславович,info@omuka.ru,https://omuka.ru/,"(35364) 3-24-00, (3513) 29-89-30","462890, п. Красноярский, Транспортная 1"
«Русское поле» АПК ООО,"пшеница, нут, лен, подсолнечник, сафлор",Оренбургская область,Кваркенский район,Дир.: Кинчий Алексей Владимирович.,apk56@bk.ru,,"(35364) 2-84-33, 8-909-603-5953","462870, с. Бриент, Шоссейная, 2"
