Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«Темп» КФХ,зерновые,Тульская область,Воловский район,,,,8-953-968-5131,"301830, п. Садовый"
«Хабарово» КФХ,"пшеница, ячмень, подсолнечник, соя, рапс; картофель",Тульская область,Воловский район,,kfx.xabarovo@yandex.ru,,8-920-783-7333,"301598, д. Турдей"
«Широкое» КФХ,"пшеница, ячмень",Тульская область,Воловский район,,,,8-910-948-2268,"301590, д. Озерки-1"
«Воловский Комбикормовый Завод» ООО,полнорационный комбикорм,Тульская область,Воловский район,Ген. дир.: Муратов Сергей Александрович,info@volovo-kmz.ru,,(499) 70-24-444,"301570, п. Волово, Слепцова, 5, зд. контора, офис 6"
«Воловское ХПП» АО,хранение и складирование зерна,Тульская область,Воловский район,Дир.: Ковалевская Лариса Владимировна,hppvolovo@mail.ru,,(48768) 2-15-81,"301570, Воловский р-н, п. Волово, Ленина, 83"
Администрация Муниципального Образования Город Донской,,Тульская область,Донской г.,Глава: Белов Владимир Станиславович,ased_mo_donskoy@tularegion.ru,https://donskoj-r71.gosweb.gosuslugi.ru/,"(48746) 5-44-14, (48746) 5-82-19","301760, г. Донской, Октябрьская, 17"
Администрация МО Дубенский Муниципальный округ Тульской области,,Тульская область,Дубенский район,Глава: Гузов Кирилл Олегович,ased_mo_dubna@tularegion.ru,https://dubenskij-r71.gosweb.gosuslugi.ru/,(48732) 2-15-57,"301160, р.п. Дубна, Первомайская, 33"
"Отдел экономического развития, предпринимательства и сельского хозяйства администрации МО Дубенский Муниципальный округ Тульской области",,Тульская область,Дубенский район,,,https://dubenskij-r71.gosweb.gosuslugi.ru/ofitsialno/struktura-munitsipalnogo-obrazovaniya/ispolnitelno-rasporyaditelnyy-organ-munitsipalnogo-obrazovaniya/strukturnye-podrazdele1niya/otdel-ekonomicheskogo-razvitiya-predprinimatelstva-/,(48732) 2-14-08,"301160, р.п. Дубна, Первомайская, 33"
71_Дубенский_КФХ 001,"картофель, капуста, кабачки",Тульская область,Дубенский район,,,,8-967-777-3444,"301170, с. Протасово"
71_Ефремовский_КФХ 001,"пшеница, ячмень, подсолнечник, рапс, соя, горох, горчица",Тульская область,Ефремовский район,,,,8-909-260-0056,"301840, г. Ефремов"
71_Ефремовский_КФХ 002,"зерновые, масличные",Тульская область,Ефремовский район,,,,8-905-117-8261,"301868, д. Круглики"
71_Ефремовский_КФХ 003,"пшеница, ячмень",Тульская область,Ефремовский район,,,,8-960-593-7492,"301861, с. Кочкино."
71_Ефремовский_КФХ 004,"пшеница, ячмень, подсолнечник, гречиха",Тульская область,Ефремовский район,,,,"8-903-421-6645, 8-963-932-8952","301864, д. Большие Медведки"
71_Ефремовский_КФХ 006,"пшеница, ячмень, горох, гречиха",Тульская область,Ефремовский район,,,,8-906-625-0756,"301862, с. Пожилино"
71_Ефремовский_КФХ 007,"пшеница, ячмень, соя",Тульская область,Ефремовский район,,,,8-909-261-4170,"301868, д. Круглики"
71_Ефремовский_КФХ 008,"пшеница, ячмень, горох",Тульская область,Ефремовский район,,,,8-905-629-3822,"301844, д. Чернятино"
71_Ефремовский_КФХ 009,"пшеница, ячмень",Тульская область,Ефремовский район,,,,8-903-844-7075,"301889, п. Первомайский"
71_Ефремовский_КФХ 010,"пшеница, ячмень, горох",Тульская область,Ефремовский район,,,,8-928-452-1212,"301873, д. Луговка"
71_Ефремовский_КФХ 011,"пшеница, ячмень",Тульская область,Ефремовский район,,,,8-903-030-7912,"301887, с. Ступино"
71_Ефремовский_КФХ 012,"пшеница, ячмень",Тульская область,Ефремовский район,,,,8-996-432-0123,"301881, с. Овсянниково"
71_Ефремовский_КФХ 013,пшеница,Тульская область,Ефремовский район,,,,8-960-599-4614,"301883, д. Лепяги"
71_Ефремовский_КФХ 014,"пшеница, ячмень, горох, подсолнечник, лён, расторопша",Тульская область,Ефремовский район,,,,8-905-118-7976,"301861, д. Новое Глотово"
71_Ефремовский_КФХ 015,зерновые,Тульская область,Ефремовский район,,,,8-903-697-8973,"301888, с. Овсянниково"
71_Ефремовский_КФХ 016,"пшеница, ячмень",Тульская область,Ефремовский район,,,,8-953-193-3659,"301888, с. Овсянниково"
71_Ефремовский_КФХ 017,"пшеница, ячмень",Тульская область,Ефремовский район,,,,(48741) 9-25-44,"301881, с. Овсянниково"
71_Ефремовский_КФХ 018,"пшеница, ячмень, рапс",Тульская область,Ефремовский район,,,,"8-953-433-9003, 8-903-813-1657","301864, д. Малая Хмелевая"
71_Ефремовский_КФХ 019,"пшеница, ячмень, соя",Тульская область,Ефремовский район,,,,8-905-621-1255,"301868, с. Круглики"
«Агроресурс» ООО,зерновые,Тульская область,Ефремовский район,Ген. дир.: Ефимов Михаил Леонидович,agroresus.efremov@mail.ru,,8-906-043-9768,"301840, г. Ефремов, Тургенева, 29"
«Доверие» ООО СП,"зерновые, зернобобовые",Тульская область,Ефремовский район,Дир.: Рогачев Николай Алексеевич,doverie.2004@mail.ru,,(48741) 9-06-20,"301875, д. Николаевка"
«Дубровский» АО,"пшеница, соя, рапс, подсолнечник, гречиха",Тульская область,Ефремовский район,Ген. дир.: Юшин Виктор Николаевич,oao_dubrovskiy@mail.ru,,8-905-624-7757,"301878, д. Большие Плоты"
«ЕМСК» АО («Ефремовский маслосыродельный комбинат» АО),производство молочной продукции,Тульская область,Ефремовский район,Ген. дир.: Сафинина Алина Александровна,emsk.secretary@lactalis.ru,,(48741) 6-64-36,"301842, г. Ефремов, Ленинградская, 147"
«Иранд» ООО / «Красивомечье» ООО,"пшеница, ячмень, соя",Тульская область,Ефремовский район,Ген. дир.: Пикин Андрей Алексеевич,irand2010@yandex.ru,,"(48741) 6-47-15, 8-905-621-1110","301840, г. Ефремов, Ленина, 22 («Иранд» ООО)"
«КМ» ООО / «ТЗРМ» ООО,"масло кукурузное, рапсовое, жмых рапсовый, жмых кукурузного зародыша; оборудование технологическое для мукомольно-крупяной, комбикормовой и элеваторной промышленности",Тульская область,Ефремовский район,Ген. дир.: Лукьянова Елена Александровна,info@kuboil.ru,https://kuboil.ru/,(4872) 26-80-05,"301847, г. Ефремов, Южный мкр, 12"
«Колхоз им. Суворова» ООО,"пшеница, ячмень, соя, подсолнечник, сахарная свекла",Тульская область,Ефремовский район,Ген. дир.: Воробьева Анна Юрьевна,"HAB_ISV@dominantsugar.ru, va.vorobyeva@dominantsugar.ru",,(48741) 7-10-08,"301888, д. Кугушевские Выселки"
«Красивая Меча» СПК,"пшеница, ячмень, рапс, гречиха",Тульская область,Ефремовский район,Предс.: Сумин Андрей Алексеевич,evgeniya.marshavina@mail.ru,,8-960-596-1274,"301886, с. Мечнянка, административное здание"
«Кубагро» ООО,"пшеница, подсолнечник, соя, рапс",Тульская область,Ефремовский район,Ген. дир.: Маргиев Руслан Яковлевич,ir@kuboil.ru,,8-905-189-7791,"301847, г. Ефремов, Южный мкр., зд. ООО «Кубаньмасло-ЕМЗ»"
«Междуречье Агро» ООО,"пшеница, ячмень, соя, рапс, подсолнечник",Тульская область,Ефремовский район,Ген. дир.: Окороков Александр Дмитриевич,"magro-glotova@yandex.ru, glol13@rambler.ru",,(48741) 9-34-86,"301871, д. Шкилевка"
«Отец и сын» ФХ,ячмень,Тульская область,Ефремовский район,,agrotula71@yandex.ru,,8-961-266-7756,"301862, д. Большая Корчажка"
«Родина» ООО,"пшеница, ячмень, рапс, соя, горох, сахарная свекла, КРС (мясной, молочный)",Тульская область,Ефремовский район,Ген. дир.: Чурилов Александр Михайлович,rodina-tula@bk.ru,,(48741) 9-45-19,"301863, д. Малая Хмелевая"
«Смик - Агро» ООО,"зерновые, масличные, зернобобовые",Тульская область,Ефремовский район,Ген. дир.: Боброва Светлана Владимировна,smik-01@mail.ru,,8-909-261-8842,"301862, д. Крюково"
«СП Золотой Колос» ООО,зерновые,Тульская область,Ефремовский район,Дир.: Рзянкин Николай Васильевич,,,8-950-912-6867,"301880, д. Кытино"
«СП «Русь» ООО,"пшеница, ячмень, подсолнечник",Тульская область,Ефремовский район,Дир.: Ченцова Вера Васильевна,agrorus48@yandex.ru,,"8-980-354-4254, 8-915-554-2827","301885, с. Шилово"
«Ступино» СП ООО,зерновые,Тульская область,Ефремовский район,Ген. дир.: Никитин Альберт Николаевич,ooospstupino@rambler.ru,,(48741) 6-02-06,"301887, с. Ступино"
«Черкизово-МП» ООО,мясоперерабатывающее производство; мука кормовая животного происхождения,Тульская область,Ефремовский район,Дир.: Измайлов Леонид Георгиевич,info@cherkizovo.com,,(495) 660-24-40,"301843, п. Восточный, тер. Мясопереработка, Черкизовская, 2 стр. 1"
«Ефремовский Биохимический Завод» ООО,"кормовая продукция, дрожжи кормовые из зерновой барды",Тульская область,Ефремовский район,Ген. дир.: Степанова Гульнара Владимировна,ebhzavod@mail.ru,,"8-967-757-8225, 8-967-757-5047","301840, г. Ефремов, Московская Застава, 1, комн. 1"
«Ефремовский Элеватор № 2» АО,"хранение, складирование зерна",Тульская область,Ефремовский район,Ген. дир.: Секачёв Василий Михайлович,elevator-2@bk.ru,,(48741) 9-94-15,"301844, д. Заречье"
«КМ» ООО / «ТЗРМ» ООО,"масло кукурузное, рапсовое, жмых рапсовый, жмых кукурузного зародыша; оборудование технологическое для мукомольно-крупяной, комбикормовой и элеваторной промышленности",Тульская область,Ефремовский район,Ген. дир.: Лукьянова Елена Александровна,info@kuboil.ru,https://kuboil.ru/,(4872) 26-80-05,"301847, г. Ефремов, Южный мкр, 12"
«Черкизово-МП» ООО,мясоперерабатывающее производство; мука кормовая животного происхождения,Тульская область,Ефремовский район,Дир.: Измайлов Леонид Георгиевич,info@cherkizovo.com,,(495) 660-24-40,"301843, п. Восточный, тер. Мясопереработка, Черкизовская, 2 стр. 1"
Администрация МО Заокский район,,Тульская область,Заокский район,Глава: Волченков Юрий Алексеевич,ased_mo_zaoksk@tularegion.ru,https://zaokskij-r71.gosweb.gosuslugi.ru/,"(48734) 2-82-25, (48734) 2-82-48","301000, р.п. Заокский, пл. Ленина, 9 Б"
"Отдел экономического развития, предпринимательства и сельского хозяйства администрации МО Заокский район",,Тульская область,Заокский район,Нач.: Жукова Наталия Михайловна,ekonom.zaoksk@tularegion.org,https://zaokskij-r71.gosweb.gosuslugi.ru/,(48734) 2-82-27,"301000, р.п. Заокский, пл. Ленина, 9 Б"
71_Заокский_КФХ 001,"пшеница, ячмень, овес, подсолнечник",Тульская область,Заокский район,,,,8-977-949-1401,"301007, д. Малахово"
71_Заокский_КФХ 002,"пшеница, ячмень, рапс",Тульская область,Заокский район,,,,8-953-953-0531,"301006, с. Симоново"
71_Заокский_КФХ 003,зерновые,Тульская область,Заокский район,,,,8-905-117-9220,"301005, д. Дворяниново"
«СПК «Малахово» ООО,"ячмень, овёс (на кормовые цели); КРС (молочный)",Тульская область,Заокский район,Ген. дир.: Шевцов Анатолий Владимирович,moloko@ruferma.com,,8-800-707-9614,"301007, д. Малахово, Мира, 1"
«ФХ «Вера» ООО,"пшеница, ячмень, рапс, гречиха",Тульская область,Заокский район,Ген. дир.: Ворона Сергей Михайлович,fhvera@yandex.ru,,8-910-943-1109,"301016, с. Ненашево"
Администрация Муниципального Образования Каменский район,,Тульская область,Каменский район,Глава: Карпухина Светлана Викторовна,ased_mo_kamenskiy@tularegion.ru,https://kamenskiy.gosuslugi.ru/,"(48744) 2-15-40, (48744) 2-11-50","301990, с. Архангельское, Тихомирова, 36"
Отдел экономического развития и сельского хозяйства администрации МО Каменский район,,Тульская область,Каменский район,Нач.: Кузина Людмила Андреевна,ased_mo_kamenskiy@tularegion.ru,https://kamenskiy.gosuslugi.ru/,"(48744) 2-15-40, (48744) 2-11-50","301990, с. Архангельское, Тихомирова, 36"
71_Каменский_КФХ 001,картофель,Тульская область,Каменский район,,,,8-920-781-3668,"301981, д. Мясищево"
71_Каменский_КФХ 002,"пшеница, ячмень, гречиха, горох, подсолнечник",Тульская область,Каменский район,,,,8-960-595-4945,"301981, с. Соклаково"
71_Каменский_КФХ 003,пшеница,Тульская область,Каменский район,,,,8-960-600-3719,"301982, д. Преображенское"
71_Каменский_КФХ 004,"пшеница, ячмень",Тульская область,Каменский район,,,,8-920-747-8541,"301982, с. Каменское"
71_Каменский_КФХ 005,зерновые,Тульская область,Каменский район,,,,8-960-601-9675,"301993, д. Кондауровка"
«Молчановское» ООО,"пшеница, ячмень, подсолнечник, соя, рапс",Тульская область,Каменский район,Дир.: Александрова Валентина Платоновна,ooomolchanovskoe@mail.ru,,(4874) 43-27-16,"301984, п. Молчаново, Школьная, 2"
«Новопетровское» ООО,"пшеница, ячмень, кукуруза, подсолнечник, соя",Тульская область,Каменский район,Ген. дир.: Комаров Александр Александрович,novopetrovskiy@mail.ru,,(48744) 2-15-44,"301996, п. Новопетровский"
«ТЭК» ООО,"пшеница, ячмень, соя, подсолнечник, гречиха",Тульская область,Каменский район,Дир.: Саблуков Роман Александрович,starlai@yandex.ru,,8-906-622-0581,"301988, д. Яблонево, Центральная, 24"
Администрация Муниципального Образования Кимовский район,,Тульская область,Кимовский район,Глава: Суханов Евгений Валентинович,ased_mo_kimovsk@tularegion.ru,https://kimovsk.gosuslugi.ru/,(48735) 5-29-92,"301720, г. Кимовск, Ленина, 44 А"
"Отдел экономического развития, предпринимательства и сельского хозяйства администрацим Муниципального Образования Кимовский район",,Тульская область,Кимовский район,Нач.: Фесенко Нина Николаевна,economy.kimovsk@tularegion.org,https://kimovsk.gosuslugi.ru/ofitsialno/struktura-munitsipalnogo-obrazovaniya/ispolnitelno-rasporyaditelnyy-organ-munitsipalnogo-obrazovaniya/strukturnye-podrazdeleniya/otdel-econom-razv-predprinim-i-selsk-hozva/,(48735) 5-29-83,"301720, г. Кимовск, Ленина, 44 А"
71_Кимовский_КФХ 001,"КРС (мясной, молочный)",Тульская область,Кимовский район,,,,8-905-118-4053,"301740, п.Отрада"
71_Кимовский_КФХ 002,зерновые,Тульская область,Кимовский район,,,,8-953-959-8834,"301720, г. Кимовск"
71_Кимовский_КФХ 003,"пшеница, рапс",Тульская область,Кимовский район,,,,8-962-274-4162,"301738, д. Румянцево"
71_Кимовский_КФХ 004,зерновые,Тульская область,Кимовский район,,,,8-960-604-0192,"301740, д. Федосовка"
71_Кимовский_КФХ 005,пшеница (на пищевые и кормовые цели),Тульская область,Кимовский район,,,,8-909-263-6045,"301740, д. Софьинка"
71_Кимовский_КФХ 006,"пшеница, соя, рапс",Тульская область,Кимовский район,,,,8-961-151-9954,"301720, г. Кимовск"
71_Кимовский_КФХ 007,"пшеница, ячмень",Тульская область,Кимовский район,,,,8-906-621-8318,"301751, с. Таболо"
71_Кимовский_КФХ 008,"пшеница, ячмень",Тульская область,Кимовский район,,,,8-960-610-7917,"301736, д. Машково"
71_Кимовский_КФХ 010,"пшеница, ячмень",Тульская область,Кимовский район,,,,8-905-112-8627,"301746, д. Аджамки"
71_Кимовский_КФХ 011,пшеница озимая,Тульская область,Кимовский район,,,,8-910-703-5510,"301731, д. Прощеное"
71_Кимовский_КФХ 012,"овощи, картофель",Тульская область,Кимовский район,,,,8-920-775-9425,"301751, с. Таболо"
71_Кимовский_КФХ 013,"овощи, картофель",Тульская область,Кимовский район,,,,8-961-265-4200,"301751, с. Таболо"
71_Кимовский_КФХ 014,кормовые травы (заготовка кормов),Тульская область,Кимовский район,,,,8-920-792-8911,"301732, д. Александровка"
71_Кимовский_КФХ 015,"пшеница, рожь",Тульская область,Кимовский район,,,,8-903-038-4893,"301743, д. Бегичево"
71_Кимовский_КФХ 016,"КРС (мясной, молочный)",Тульская область,Кимовский район,,,,8-950-911-0785,"301740, д. Кораблино"
71_Кимовский_КФХ 017,"пшеница, ячмень, гречиха",Тульская область,Кимовский район,,,,"8-903-421-4584, (48735) 7-24-11","301740, п. Епифань"
«Восход» ООО,"пшеница, рапс, горох, ячмень (кормовой)",Тульская область,Кимовский район,Ген. дир.: Гревцов Николай Павлович,364960@mail.ru,,(4872) 30-93-00,"301745, с.п. Епифанское, д. Устье"
«Кимовскмолпрод» ООО,"производство молочной продукции (сыры, масло, спреды)",Тульская область,Кимовский район,Ген. дир.: Лойко Игорь Александрович,kimovskmolprodd@yandex.ru,,(48735) 5-29-35,"301721, г. Кимовск, Первомайская, 22 А"
«Кудашево» СПК,"пшеница, ячмень, подсолнечник, соя, рапс",Тульская область,Кимовский район,Предс.: Медведев Николай Александрович,kudashevospk@mail.ru,,"(48735) 7-53-35, (48735) 7-53-54, (48735) 7-53-40","301736, д. Кудашево"
«Муравлянский» СПК,"пшеница, ячмень, рапс, гречиха, горох",Тульская область,Кимовский район,Предс.: Губанов Виктор Алексеевич,muravlianka@yandex.ru,,"(48735) 7-32-16, 7-32-38","301742, с. Муравлянка, терр. СПК Муравлянский"
«Перепелкины и Жоевъ» ООО,разведение сельскохозяйственной птицы,Тульская область,Кимовский район,Ген. дир.: Скрипов Иван Владимирович,zakaz.perepelki@gmail.com,,8-953-188-8254,"301737, д. Лопухиновка, д. 4"
«Тульский винокуренный завод 1911» ООО,"производство ликеро-водочной продукции (водка, виски, бренди, ликеры)",Тульская область,Кимовский район,Ген. дир.: Коваленко Юлия Евгеньевна,office-tula@tvz1911.ru,,(4872) 71-71-56,"301733, Кимовский район, п. Пронь, Заводская, 10, стр. 23, пом. 9"
«Дон-Трейд» ООО,оптовая торговля зерном,Тульская область,Кимовский район,Дир.: Савосин Александр Валериевич,don-trade2014@mail.ru,,"8-961-148-9922, (48735) 5-71-41","301721, г. Кимовск, Бессолова, 41-А, оф./этаж 3/2"
«Кимовское ХПП» АО,хранение и складирование зерна,Тульская область,Кимовский район,Ген. дир.: Савосин Александр Валериевич,don-trade2014@mail.ru,"https://hpp-kimovsk.ru/, https://hpp-kimovsk.ru/","(48735) 5-71-41, (48735) 5-97-14","301721, г. Кимовск, Бессолова, 41 А"
Администрация М.О. Киреевский район,,Тульская область,Киреевский район,Глава: Галкин Владислав Станиславович,amo.kireevsk@tularegion.ru,https://kireevsk.gosuslugi.ru/,(48754) 6-15-46,"301260, г. Киреевск, Титова, 4"
Управление сельского хозяйства администрации М.О. Киреевский район,,Тульская область,Киреевский район,,amo.kireevsk@tularegion.ru,https://kireevsk.gosuslugi.ru/,(48754) 6-10-97,"301260, г. Киреевск, Титова, 4"
71_Киреевский_КФХ 001,зерновые,Тульская область,Киреевский район,,,,8-920-273-9796,"301274, с. Дедилово"
71_Киреевский_КФХ 002,"пшеница, ячмень, овес, рапс",Тульская область,Киреевский район,,,,8-961-265-2888,"301275, д. Большие Калмыки"
71_Киреевский_КФХ 003,"пшеница, ячмень",Тульская область,Киреевский район,,,,8-953-963-1401,"301261, г. Киреевск"
71_Киреевский_КФХ 004,"пшеница (на пищевые и кормовые цели), овес ( на кормовые цели), горчица",Тульская область,Киреевский район,,,,8-920-767-9295,"301267, п. Октябрьский"
71_Киреевский_КФХ 005,пшеница,Тульская область,Киреевский район,,,,8-905-111-1564,"301283, с. Новоселебное"
71_Киреевский_КФХ 006,зерновые,Тульская область,Киреевский район,,,,8-905-629-0445,"301288, п. Шварцевский"
71_Киреевский_КФХ 007,зерновые,Тульская область,Киреевский район,,,,8-953-957-2171,"301264, с. Головлино"
71_Киреевский_КФХ 008,"пшеница, ячмень, овес",Тульская область,Киреевский район,,,,8-962-273-2208,"301262, д. Брусяновка"
71_Киреевский_КФХ 009,зерновые,Тульская область,Киреевский район,,,,8-905-115-1604,"301274, с. Дедилово"
«Агрокомплекс Болохово» ООО,"гречиха, рапс, ячмень, рожь, соя",Тульская область,Киреевский район,Дир.: Ушаков Дмитрий Сергеевич,info@agrobol.ru,https://agrobol.ru/,8-906-534-2000,"301280, г. Болохово, Соловцова, 7"
«Заря» АО им. А.Ф. Попова,"пшеница, соя, рапс, подсолнечник; молочная продукция (масло, творог, кефир, ряженка); КРС (мясной, молочный)",Тульская область,Киреевский район,Ген. дир.: Попов Александр Александрович,zao-zar@mail.ru,,"(48754) 4-74-85, (48754) 4-74-91, 4-74-69","301274, с. Дедилово, Советская, 62"
«Мано» ООО,"пшеница, рапс, соя; картофель",Тульская область,Киреевский район,Ген. дир.: Окроян Руслан Григорьевич,glbuh@mano-agro.ru,,(49970) 2-45-42,"301292, с. Майское, 47"
«Плюс» ООО,зерновые,Тульская область,Киреевский район,Дир.: Чудакова Юлия Васильевна,plussooo@yandex.ru,,8-960-605-2022,"301262, д. Брусяновка, 85 А"
«Победитель» ООО,"пшеница, соя, рапс, горох",Тульская область,Киреевский район,Ген. дир.: Ефанов Андрей Владимирович,oopobeda@mail.ru,,"8-919-081-9075, 8-953-970-4455","301262, г. Киреевск, Комсомольская, 33"
«Правда» ООО,"пшеница (на кормовые и пищевые цели), овес, горчица, соя",Тульская область,Киреевский район,Ген. дир.: Полиенко Сергей Леонидович,ooo.prawda@yandex.ru,,"8-920-278-4550, 8-920-271-2021","301269, д. Мостовая, Садовая, 31/1, помещ. 1, зд. крытый ток"
«Рассвет» ОАО,"пшеница, ячмень, овес, гречиха, соя, рапс, рыжик, лен",Тульская область,Киреевский район,Ген. дир.: Медынцев Николай Алексеевич,spk_rassvet71@mail.ru,,"(48754) 4-16-42, (48754) 4-16-41, (48754) 4-16-10","301268, д. Черная Грязь"
«Совхоз Парники» ООО,"рапс яровой, соя",Тульская область,Киреевский район,Дир.: Ушаков Дмитрий Сергееви,ushakov_d.s@mail.ru,,8-906-534-2000,"301280, г. Болохово, Соловцова, 7"
Администрация МО Куркинский Муниципальный округ Тульской области,,Тульская область,Куркинский район,Глава: Калина Геннадий Михайлович,ased_mo_kurkino@tularegion.ru,https://kurkinskij-r71.gosweb.gosuslugi.ru/,"(48743) 5-12-87, 5-16-33","301940, р.п. Куркино, Театральная, 22"
Сектор сельского хозяйства администрации МО Куркинский Муниципальный округ Тульской области,,Тульская область,Куркинский район,Рук.: Троненко Анастасия Владимировна,Anastasiya.Sviridkina@tularegion.org,https://kurkinskij-r71.gosweb.gosuslugi.ru/ofitsialno/struktura-munitsipalnogo-obrazovaniya/ispolnitelno-rasporyaditelnyy-organ-munitsipalnogo-obrazovaniya/strukturnye-podrazdeleniya/,(48743) 5-14-63,"301940, р.п. Куркино, Театральная, 22, каб. 105"
71_Куркинский_КФХ 001,"пшеница, соя",Тульская область,Куркинский район,,,,8-905-111-8684,"301940, рп. Куркино"
71_Куркинский_КФХ 002,"пшеница, ячмень",Тульская область,Куркинский район,,,,8-903-845-5012,"301930, п. Птань"
71_Куркинский_КФХ 003,пшеница,Тульская область,Куркинский район,,,,8-920-746-2068,"301951, с. Кресты"
71_Куркинский_КФХ 004,зерновые,Тульская область,Куркинский район,,,,8-906-626-4521,"301951, с. Кресты"
71_Куркинский_КФХ 005,"пшеница, ячмень, соя",Тульская область,Куркинский район,,,,(48743) 5-11-04,"301932, д. Барановка"
71_Куркинский_КФХ 006,"пшеница, соя, рапс",Тульская область,Куркинский район,,,,8-920-759-3880,"301951, с. Кресты"
71_Куркинский_КФХ 007,ячмень,Тульская область,Куркинский район,,,,8-905-118-1290,"301940, р.п. Куркино"
71_Куркинский_КФХ 008,"пшеница, ячмень, соя",Тульская область,Куркинский район,,,,8-920-765-9412,"301950, п. Михайловский"
71_Куркинский_КФХ 009,зерновые,Тульская область,Куркинский район,,,,8-950-910-7704,"301940, р.п. Куркино"
71_Куркинский_КФХ 010,"пшеница, рапс, ячмень (на кормовые цели)",Тульская область,Куркинский район,,,,8-962-275-5319,"301940, рп Куркино"
«Знаменское» ООО / «Знаменский» СПК,"пшеница, ячмень, кукуруза, соя, рапс, горох",Тульская область,Куркинский район,Ген. дир.: Евланов Михаил Алексеевич,znamenskoe-08@yandex.ru,,"(48743) 3-32-36, (48743) 3-32-31","301950, д. Грачевка, Дорожная, 9"
«Опытное Хозяйство» ООО,"пшеница, ячмень, подсолнечник, соя",Тульская область,Куркинский район,Ген. дир.: Кочетков Александр Владимирович,adob-rus@mail.ru,,"(48743) 3-12-23, 8-915-850-1411, (48743) 8-905-178-7037","301949, д. Ивановка, Центральная, 2"
«Откормочное» АО / «Откормочное» ООО,"пшеница, ячмень, горох",Тульская область,Куркинский район,Дир.: Кочнев Александр Иванович,"otkormochnoe@mail.r, u",,"(48743) 3-13-42, (48743) 3-13-41","301948, п. Самарский, Спиртзаводская, 42"
«Русская Нива» АЦ ООО,"полуфабрикаты из мяса птицы (цыплят-бройлеров, индеек, индюшат)",Тульская область,Куркинский район,Ген. дир.: Снегирев Александр Сергеевич,"ru.niva@mail.r, u, ru.niva2@mail.ru",,8-920-272-0522,"301940, п. Куркино, Октябрьская, 139, помещ. 1"
«Скат-Р» ООО,"пшеница, ячмень, горох",Тульская область,Куркинский район,Дир.: Курилкин Валерий Серафимович,otkormochnoe@mail.ru,,"8-920-740-5578, (48743) 3-13-42","301948, п. Самарский, Спиртзаводская, 42, помещ. 12"
«Терра Технология» ООО,"пшеница, ячмень, лен масличный, соя, рапс",Тульская область,Куркинский район,Ген. дир.: Гуров Андрей Васильевич,terratechno@bk.ru,,8-905-178-7037,"301949, д. Ивановка, Центральная, 3 А"
«Хлебороб» СПК,"пшеница, ячмень, соя, рапс, горох",Тульская область,Куркинский район,Предс.: Красный Павел Павлович,red-hleborob@mail.ru,,"(48743) 3-26-40, 8-905-115-8704","301951, с. Кресты, Заводская, 5"
«Юкка Парк» ООО,садоводство (яблоки),Тульская область,Куркинский район,Ген. дир.: Карапетян Владимир Ашотович,info@yukkapark.ru,,8-999-980-2055,"301948, п. Самарский, Спиртзаводская, 2"
«Михайловское» ООО,предоставление услуг в области растениеводства,Тульская область,Куркинский район,Ген. дир.: Ахматова Татьяна Владимировна,mihprostor@mail.ru,,8-920-789-1582,"301950, п. Михайловский, Восточный пер, 5"
«Протмикс» ООО,"производство кормового микробиологического белка, премиксов, кормовых витаминов, антибиотиков, аминокислот и ферментов, готовых кормов",Тульская область,Куркинский район,Ген. дир.: Калина Сергей Геннадиевич,protmix_tula@mail.ru,,8-953-966-7102,"301940, р.п. Куркино, Коммунальная, 13 Д"
71_Ленинский_КФХ 001,"овощеводство (огурцы, помидоры)",Тульская область,Ленинский район,,,,8-903-840-7722,"301109, с. Лутовиново"
71_Ленинский_КФХ 002,"пшеница, ячмень, овес, соя, рапс, горох",Тульская область,Ленинский район,,,,8-910-585-8708,"301103, д. Кишкино"
71_Ленинский_КФХ 003,"пшеница, горох",Тульская область,Ленинский район,,,,8-952-019-6944,"301133, д. Малахово"
71_Ленинский_КФХ 004,пшеница,Тульская область,Ленинский район,,,,8-960-594-8168,"301109, п. Сергиевский"
«Возрождение» АО,"пшеница, ячмень",Тульская область,Ленинский район,Ген. дир.: Новикова Софья Игоревна,"agro.rus71@gmail.com, referent-tula@yandex.ru",,8-910-077-7171,"301121, д. Юрьево, 100 Б, офис 4"
«Приупские Зори» СПК,"овощи (морковь, свекла, капуста)",Тульская область,Ленинский район,Предс.: Старовойтов Владимир Дмитриевич,priupskiezory@mail.ru,,(4872) 72-87-40,"301115, с. Хрущево, Совхозная"
«Сельхозагропром» ООО,"пшеница, овес, гречиха, горох",Тульская область,Ленинский район,Дир.: Козлов Дмитрий Константинович,ooosap@inbox.ru,,(4872) 25-20-63,"301136, д. Малевка"
«ТД «Богучарово-Маркет» ООО,"переработка и консервирование фруктов (плоды и ягоды протертые или дробленые, варенья, джемы, пюре фруктовые и овощные и др.)",Тульская область,Ленинский район,Ген. дир.: Тиман Сергей Александрович,bmark@tula.net,,(4872) 72-68-73,"301137, Ленинский р-н, п. Октябрьский"
«Тульская» П/Ф АО,"яйца куриные, мясо птицы",Тульская область,Ленинский район,Ген. дир.: Ткаченко Марина Владимировна,info@tulpf.ru,"https://www.tulpf.ru/, https://www.tulpf.ru/, https://www.tulpf.ru/","(4872) 46-73-13, 8-953-959-2437","301118, п. Молодежный, Карбышева, 17"
