Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«АгроЦентрЛиски» ООО,"сельхозтехника, запчасти к сельхозтехнике, обслуживание и ремонт автотранспорта, сельхозтехники",Брянская область,Брянский район,,bryansk@agrozentr.ru,"http://www.agrozentr.ru/, http://www.agrozentr.ru/",(4832) 92-13-91,"241520, с. Супонево, Шоссейная, 11 А"
«Промхолод-Брянск» ООО,"производство и монтаж промышленного холодильного оборудования, ремонт, обслуживание",Брянская область,Брянский район,Дир.: Бережецкий Михаил Михайлович,holod32@gmail.com,https://www.promholod32.ru/,"(4832) 58-26-84, 8-910-333-3044","241520, с. Супонево, Болохоновская, 22 А"
"«Щелково Агрохим» АО, Брянское представительство","семена, СЗР, удобрения",Брянская область,Брянский район,,bryansk@betaren.ru,https://betaren.ru/,(4832) 40-41-60,"241520, с. Супонево, Комсомольская, 63"
«Брянсктерминалсервис» ООО,торговля оптовая жидким топливом,Брянская область,Брянский район,Дир.: Питикина Елена Григорьевна,,,"(4832) 75-48-73, (4832) 63-39-77","241518, п. Свень, Транспортная"
«Факториал» ООО,минеральные удобрения,Брянская область,Брянский район,Дир.: Андреев Андрей Андреевич,info@factorial.biz,https://www.factorial.biz/,"(4832) 30-34-75, (4832) 30-34-74","241903, п. Большое Полпино, Инженерная, 31"
«Агросмак» ООО,"зерновые, масличные; сахарная свекла, картофель, овощи",Брянская область,Брянский район,Дир.: Мачехин Виктор Яковлевич,agrosmak@bk.ru,,"(4832) 94-21-36, (4832) 94-21-41","241525, д. Староселье, Центральная, 180"
«Протеин Агро» ООО,"производство кормового микробиологического белка, премиксов, кормовых витаминов, антибиотиков, аминокислот и ферментов",Брянская область,Брянский район,Ген. дир.: Семерич Андрей Александрович,"semerich.a@yandex.ru, proteinagro32@gmail.com",,8-910-337-1573,"241517, Брянский р-н, д. Дубровка, Брянская, 49 Е, к. 8"
32_Брянский_КФХ 011,"тыква, смородина",Брянская область,Брянский район,,,,8-930-829-1155,"241517, п. Фокинское Лесничество"
32_Брянский_КФХ 002,кукуруза,Брянская область,Брянский район,,,,8-910-337-5622,"241010, г. Брянск"
32_Брянский_КФХ 003,"зерновые, зернобобовые, масличные; овощи, бахчевые",Брянская область,Брянский район,,,,8-961-105-9194,"241516, с. Новоселки"
«Мясокомбинат №1» ООО,"соленое, вареное, копченое, запеченое мясо, колбасные изделия - производство",Брянская область,Брянский район,Ген. дир.: Аминтазаев Михаил Александрович,m.k1-32@mail.ru,,8-963-210-0011,"241517, с. Дарковичи, Пролетарская, 8 В, ком. 11"
32_Брянский_КФХ 004,"зерновые, зернобобовые; с/х птица; пчеловодство; рыбоводство",Брянская область,Брянский район,,,,8-903-868-7895,"241000, г. Брянск"
«Мир Техники» ООО,"реализация запчастей для с/х и спецтехники, фильтрующие элементы на с/х, грузовую и спецтехнику, собственное производство дисков ограничения глубины хода на посевные комплексы",Брянская область,Брянский район,Ген. дир.: Комаров Владимир Сергеевич,"kvs@mirtechniki.org, info@mirtechniki.org",http://mirtechniki.org/,"(4832) 50-50-49, 8-920-606-0618","241520, Брянский р-н, п. Супонево, Комсомольская, 112 А / 2, оф. 7"
«Успех» ООО,оптовая торговля зерном,Брянская область,Брянский район,Дир.: Ревков Василий Васильевич,chkonct@mail.ru,,8-910-331-8667,"241020, г. Брянск, Московский пр-д, 83, оф. 5"
«Нива» ООО,"КРС (мясной, молочный)",Брянская область,Брянский район,Дир.: Сергиенко Иван Александрович,niva-ohotno@list.ru,,8-910-232-2125,"241525, с. Госома, Дружбы, стр. 1 А"
32_Брянский_КФХ 008,рыбоводство,Брянская область,Брянский район,,,,8-961-101-7900,"241000, г. Брянск"
«Глинищеворемтехпред» АО,"ремонт сельхозтехники, узлов и агрегатов",Брянская область,Брянский район,Руков.: Пысь Валентина Александровна,glrtp@yandex.ru,,(4832) 94-13-89,"241525, с. Глинищево, Яшенина, 45"
«Агрохолдинг «Охотно» ООО / «АТП Охотно»,"зерновые, зернобобовые, масличные; овощи",Брянская область,Брянский район,Ген. дир.: Кистень Александр Викторович,office@ohotno.com,https://ohotno.com/,(4832) 31-80-00,"241525, с. Госома, Дружбы, 2, оф. 1"
«Брянский Бройлер» ООО,птицеводство,Брянская область,Выгоничский район,Ген. дир.: Жиренко Александр Владимирович,info@agrohold.ru,,(48333) 3-83-32,"юр. адрес; 241050, г. Брянск, пр-кт Станке Димитрова, 98"
32_Выгоничский_КФХ 003,"картофель, селекция для органического земледелия",Брянская область,Выгоничский район,,,,8-906-500-7014,"243368, п. Клеверный"
«УЧХОЗ «Кокино» АО,"зерновые, КРС (молочный)",Брянская область,Выгоничский район,Ген. дир.: Каничев Василий Иванович,uchhozbuh@ yandex.ru,,"(48341) 2-41-74, 8-920-839-5000","243336, с. Скуратово, Молодежная, 1 А"
Администрация Выгоничского района,,Брянская область,Выгоничский район,,adminwr@mail.ru,http://www.adminwr.ru/,"(48341) 2-75-00, (48341) 2-75-00","243361, Выгоничский р-н, п. Выгоничи, Ленина, 53"
32_Выгоничский_КФХ 001,"зерновые; КРС (мясной, молочный), овцы, козы, свиньи; с/х птица",Брянская область,Выгоничский район,,,,8-910-734-7908,"243369, с. Сосновка"
«Выгоничское районное управление сельского хозяйства» ГКУ,,Брянская область,Выгоничский район,Нач.: Дашков Дмитрий Михайлович,vgnsh@mail.ru,,"(48341) 2-16-61, (48341) 2-19-81","243361, Выгоничский р-н, п. Выгоничи, Ленина, 53"
32_Выгоничский_КФХ 004,"овёс, КРС",Брянская область,Выгоничский район,,,,8-962-148-8322,"243356, п. Деснянский"
«Глинное» СПК,"зерновые, зернобобовые; КРС (мясной)",Брянская область,Гордеевский район,Предс.: Толстов Владимир Иванович,agro-glinnoe@yandex.ru,,(48340) 2-55-21,"243673, с. Глинное, Зеленая, 10"
32_Гордеевский_КФХ 001,"зерновые, КРС (молочный)",Брянская область,Гордеевский район,,,,8-960-546-6890,"243650, с. Гордеевка"
Администрация Гордеевского района,,Брянская область,Гордеевский район,Глава: Убогова Людмила Ивановна,grdadm@mail.ru,"https://admgordeevka.gosuslugi.ru/, https://admgordeevka.gosuslugi.ru/","(48340) 2-14-45, (48340) 2-14-46, (48340) 2-12-53","243650, Гордеевский р-н, с. Гордеевка, Победы, 10"
«Рабочий» СПК,"зерновые, зернобобовые, КРС",Брянская область,Гордеевский район,Предс.: Куриленко Виктор Иванович,,,(48340) 2-22-37,"243661, д. Рудня-Воробьевка, Центральная, 30"
«Гордеевское районное управление сельского хозяйства» ГКУ,,Брянская область,Гордеевский район,Нач.: Минченко Виктор Васильевич,buch340@yandex.ru,,"(48340) 2-12-77, 2-15-61, 2-19-28","243650, Гордеевский р-н, с. Гордеевка, Победы, 10"
«Луч» СП ООО,"зерновые, зернобобовые; КРС (молочный)",Брянская область,Гордеевский район,Ген. дир.: Привалов Сергей Александрович,luch32@bk.ru,,8-960-558-8222,"243650, с. Гордеевка, Кирова, 20"
«Надежда» СПК,"зерновые, зернобобовые; КРС (молочный)",Брянская область,Гордеевский район,Предс.: Самусенко Александр Антонович,,,8-910-233-0770,"243661, д. Староновицкая, Школьная, 1"
32_Гордеевский_КФХ 002,"зерновые, зернобобовые; КРС",Брянская область,Гордеевский район,,,,8-906-698-5641,"243674, д. Черный Ручей"
«Бриз» ООО,"зерновые, зернобобовые; овощи",Брянская область,Дубровский район,Дир.: Мельниченко Вячеслав Григорьевич,m-slava2007@yandex.ru,,"(48332) 9-71-47, 8-910-743-1089, (48332) 8-910-291-0844","242760, п. Сеща, Центральная, 4 В, оф. 1"
«Серпеевское» СП ООО,"зерновые, зернобобовые; КРС (мясной, молочный), овцы, козы",Брянская область,Дубровский район,Дир.: Чачин Сергей Николаевич,sp.serpeevskoe@mail.ru,,8-960-557-5377,"242743, п. Серпеевский, Центральная, 14"
32_Дубровский_КФХ 004,картофель,Брянская область,Дубровский район,,,,(48332) 9-71-47,"242760, п. Сеща 1"
«Дубровское районное управление сельского хозяйства» ГКУ,,Брянская область,Дубровский район,Нач.: Дуденкова Марина Владимировна,dubrovkaysx@rambler.ru,,"(48332) 9-13-52, (48332) 9-10-64, 9-15-75","242750, Дубровский р-н, р.п. Дубровка, Красная, 1"
Администрация Дубровского района,,Брянская область,Дубровский район,Глава: Шевелёв Игорь Анатольевич,dbr-orgotdel@yandex.ru,https://dubrovskij-r15.gosweb.gosuslugi.ru/,"(48332) 9-15-25, 9-13-93, 9-15-08","242750, Дубровский р-н, р.п. Дубровка, Победы, 18"
32_Дубровский_КФХ 001,"зерновые, зернобобовые, масличные; картофель",Брянская область,Дубровский район,,,,8-906-696-9469,"242750, с. Сергеевка"
«Калининский» СПК,"зерновые, зернобобовые; КРС (молочный)",Брянская область,Дубровский район,Предс.: Монахова Наталья Александровна,,,(48332) 9-42-33,"242746, д. Пеклино"
32_Дубровский_КФХ 003,"зерновые, масличные",Брянская область,Дубровский район,,,,8-906-501-3585,"242746, д. Пеклино"
32_Дубровский_КФХ 002,зерновые,Брянская область,Дубровский район,,,,8-905-054-1052,"242760, д. Холмовая"
«Зимницкий» СПК,"КРС (мясной, молочный)",Брянская область,Дубровский район,Предс.: Гусаров Алексей Васильевич,"alecs.gusarov2011@yandex.ru, alecs.gusarov2011@yandex.ru",,"(48332) 9-15-46, (48332) 9-14-35, (48332) 9-22-52, 8-960-553-2252","242750, д. Зимницкая Слобода, Совхозная, 1"
«Колышкино СХ» ООО,"зерновые, зернобобовые, масличные; КРС (молочный)",Брянская область,Дубровский район,Дир.: Титова Юлия Владимировна,,,8-910-230-7605,"242836, д. Старое Колышкино, Центральная, 30"
«Дятьково-Агро» ООО,зерновые,Брянская область,Дятьковский район,Ген. дир.: Кузин Егор Андреевич,dyatkovo-agro@yandex.ru,,(48333) 4-83-35,"242632, п. Дружба, Садовая, 11"
«Дятьковское районное управление сельского хозяйства» ГКУ,,Брянская область,Дятьковский район,Нач.: Козлов Евгений Евгеньевич,ycxdyadkovo@yandex.ru,,"(48333) 3-38-58, (48333) 3-22-34","242600, Дятьковский р-н, г. Дятьково, Ленина, 141"
«Брянский птицеводческий комплекс» ООО,"с/х птица, производство мяса птицы (охлажденное, замороженное)",Брянская область,Дятьковский район,Ген. дир.: Сегеда Сергей Иванович,zamkomdir@bryanskpk.ru,,(48333) 3-83-32,"242621, с. Слободище, Гагарина, 10 А, оф. 1"
32_Дятьковский_КФХ 004,"зерновые, картофель",Брянская область,Дятьковский район,,,,8-905-100-1580,"242670, п. Бытошь"
«Березино» ООО,"зерновые, зернобобовые, масличные, КРС (молочный)",Брянская область,Дятьковский район,Ген. дир.: Цветков Николай Иванович,bersino@yandex.ru,,(48333) 4-65-23,"242622, д. Березино, Луговая, 3"
32_Дятьковский_КФХ 003,"пшеница, картофель",Брянская область,Дятьковский район,,,,8-910-337-7000,"242675, д. Хотня"
32_Дятьковский_КФХ 002,картофель,Брянская область,Дятьковский район,,,,8-903-869-8307,"242670, р.п. Бытошь"
«Дятьково-ГМЗ» ООО,производство молока и молочной продукции,Брянская область,Дятьковский район,Ген. дир.: Иванов Павел Михайлович,,,(48333) 3-28-20,"242603, г. Дятьково, Крупской, 31 к. а."
Администрация Дятьковского района,,Брянская область,Дятьковский район,Глава: Валяев Павел Валерьевич,radmdtk@mail.ru,http://www.dyatkovskoe-r15.gosweb.gosuslugi.ru/,(48333) 3-11-36,"242600, Дятьковский р-н, г. Дятьково, Ленина, 141 А"
32_Дятьковский_КФХ 001,"пшеница, ячмень, рожь",Брянская область,Дятьковский район,,,,8-930-727-2462,"242673, с. Немеричи"
«Мясной Двор» ООО,переработка мяса,Брянская область,Жирятинский район,Дир.: Какорин Юрий Юрьевич,,,8-900-366-2501,"242030, Жирятинский р-н, с. Жирятино, Ленина, 50"
«Жирятинское районное управление сельского хозяйства» ГКУ,,Брянская область,Жирятинский район,Нач.: Мерзлов Александр Федорович,ushzhr@mail.ru,,"(48344) 3-06-76, 3-06-22","242030, Жирятинский р-н, с. Жирятино, Мира, 8"
«Колос» ООО,"зерновые, КРС (молочный)",Брянская область,Жирятинский район,Дир.: Буружев Магомет Аюпович,ooo.kolos58@mail.ru,,8-920-830-9333,"242019, с. Княвичи, Новая, 1, 6"
Администрация Жирятинского района,,Брянская область,Жирятинский район,Врио главы: Тищенко Игорь Владимирович,adm@juratino.ru,https://juratino.gosuslugi.ru/,(48344) 3-06-06,"242030, Жирятинский р-н, с. Жирятино, Мира, 10"
«Дружба-2» ООО,"овощи (морковь, свекла), картофель",Брянская область,Жирятинский район,Дир.: Ширяков Роман Александрович,druzhba-2@mail.ru,https://druzhba2.ru/,"(4832) 67-50-71, 8-910-034-5111","242027, д. Новое Каплино, Школьная, 14"
32_Жирятинский_КФХ 003,пшеница; КРС,Брянская область,Жирятинский район,,,,8-960-560-1532,"242018, с. Высокое"
32_Жирятинский_КФХ 001,"зерновые, зернобобовые",Брянская область,Жирятинский район,,,,8-961-003-6494,"242818, с. Высокое"
32_Жирятинский_КФХ 002,"зерновые, КРС (молочный)",Брянская область,Жирятинский район,,,,8-920-850-6707,"242027, д. Заречная"
«Буда» ООО,зерновые,Брянская область,Жирятинский район,Дир.: Борщевская Олеся Александровна,buda32@mail.ru,,8-960-546-6164,"242033, д. Буда, Молодежная, 4 Б"
32_Жуковский_КФХ 001,"зерновые, зернобобовые",Брянская область,Жуковский район,,,,"8-910-333-2521, 8-906-699-0624","242726, с. Овстуг"
32_Жуковский_КФХ 002,с/х птица,Брянская область,Жуковский район,,,,8-920-607-0848,"242706, д. Никольская Слобода"
«Жуковское районное управление сельского хозяйства» ГКУ,,Брянская область,Жуковский район,Нач.: Тищенко Иван Павлович,guzrush@mail.ru,,"(48334) 3-25-41, 3-16-31","242700, Жуковский р-н, г. Жуковка, Октябрьская, 1, каб. 218"
«Автомобилист» АПК ООО,зерновые; КРС,Брянская область,Жуковский район,Врио ген. дир.: Шиленков Александр Андреевич,apk.avto@mail.ru,,"(48334) 9-23-13, 8-915-809-0270","242734, д. Шамордино"
«Жуковское Молоко» ООО,"производство молока, сыров",Брянская область,Жуковский район,Ген. дир.: Сенченков Игорь Владимирович,zakaz@fromzhukovka.ru,,(48334) 3-22-51,"242700, г. Жуковка, пер. Планерный, 13"
«Овстуг-2» ООО,"пшеница, овес, кукуруза, рапс",Брянская область,Жуковский район,Ген. дир.: Бородин Дмитрий Анатольевич,dborodin32@yandex.ru,,"(48334) 3-69-92, 8-999-705-7969","242726, с. Овстуг, Тютчева, 26"
«Родина» АО,"зерновые, зернобобовые; КРС (мясной, молочный)",Брянская область,Жуковский район,Ген. дир.: Панова Ольга Сергеевна,oaorodina@bk.ru,,(48334) 9-53-22,"242734, с. Крыжино, 9 Пятилетки, 7 А"
Администрация Жуковского муниципального округа,,Брянская область,Жуковский район,Глава: Латышев Владимир Владимирович,adm@zh32.ru,https://zh32mo.gosuslugi.ru/,"(48334) 3-24-42, 3-04-44, 3-26-71","242700, Жуковский р-н, г. Жуковка, Октябрьская, 1, оф. 309"
«Злынковское районное управление сельского хозяйства» ГКУ,,Брянская область,Злынковский район,Нач.: Бондарева Светлана Игоревна,ushzl@mail.ru,,"(48358) 2-19-73, 2-18-49","243600, Злынковский р-н, г. Злынка, Республиканская, 205"
«Колос» КХ,"зерновые, зернобобовые",Брянская область,Злынковский район,,,,"(48358) 9-63-42, 8-920-865-2076","243610, с. Спиридонова Буда"
Администрация Злынковского района,,Брянская область,Злынковский район,Глава: Поддубный Анатолий Алексеевич,razlynka@mail.ru,http://admzlynka.ru/,(48358) 2-19-32,"243600, Злынковский р-н, г. Злынка, Площадь Свободы, 35"
«Луч» СПК,"зерновые, зернобобовые; КРС (мясной, молочный)",Брянская область,Злынковский район,Дир.: Сухоцкая Светлана Ивановна,,,"(48358) 9-73-30, 8-905-102-0807","243611, д. Кожановка, Центральная, 14"
«Маяк» СПК,зерновые,Брянская область,Злынковский район,Предс.: Лужецкий Евгений Иванович,,,8-920-833-5907,"243610, с. Спиридонова Буда, Ленина, 2"
32_Злынковский_КФХ 001,зерновые; КРС (молочный),Брянская область,Злынковский район,,,,8-905-175-1053,"243612, с. Малые Щербиничи"
«Карачевское районное управление сельского хозяйства» ГКУ,,Брянская область,Карачевский район,Нач.: Жучкова Марина Анатольевна,seluprkar@mail.ru,,"(48335) 2-46-88, 2-36-33","242500, Карачевский р-н, г. Карачев, Советская, 64"
«Альянс» ООО,оптовая торговля зерном,Брянская область,Карачевский район,Ген. дир.: Ерченко Владимир Петрович,alyanss17@mail.ru,,(48327) 7-12-50,"242500, г. Карачев, Горького, 1 Д, оф. 1"
«Карачевский Плодопитомник» ООО,"садоводство (плодово-ягодные, декоративные культуры)",Брянская область,Карачевский район,Ген. дир. Моисеенко Галина Васильевна,pitomnikkarachev@mail.ru,http://plodopitomnik32.ru/,8-952-969-5119,"242500, г. Карачев, Первомайская, 156"
«Альянс Юг» ООО / «Альянс Трейд» ООО,"зерновые, зернобобовые, масличные; оптовая торговля зерном",Брянская область,Карачевский район,Дир.: Кирейченков Артур Алексеевич,alians.iug@yandex.ru,,8-920-830-4015,"242500, г. Карачев, Молодежная, 1 А, оф.2"
«Альянс Юг» ООО / «Альянс Трейд» ООО,"зерновые, зернобобовые, масличные; оптовая торговля зерном",Брянская область,Карачевский район,Дир.: Кирейченков Артур Алексеевич,alians.iug@yandex.ru,,8-920-830-4015,"242500, г. Карачев, Молодежная, 1 А, оф.2"
32_Карачевский_КФХ 008,"зерновые, зернобобовые; картофель",Брянская область,Карачевский район,,,,8-961-003-0191,"242517, д. Мазнева"
32_Карачевский_КФХ 006,"КРС (мясной, молочный)",Брянская область,Карачевский район,,,,8-960-547-8723,"242500, г. Карачев"
«БЗК-Агро» ООО,"зерновые, зернобобовые, масличные; КРС (молочный), производство молока и молочной продукции",Брянская область,Карачевский район,Ген. дир.: Мимонов Роман Витальевич,"buh@agro.bzk32.ru, info@agro.bzk32.ru",https://bzk32.ru/,"(4832) 32-10-72, 8-980-295-9889","242511, с. Бошино, Школьная, 4"
«Карачев-Агропарк» ООО,"зерновые, зернобобовые, масличные; картофель",Брянская область,Карачевский район,Ген. дир.: Косенков Артем Станиславович,agropark32@yandex.ru,,8-962-138-0330,"243500, г. Карачев, 50 Лет Октября, 75, оф. 20"
«СХП Ленинский» ООО / «СХП Снежеть» ООО,"зерновые; КРС (мясной, молочный)",Брянская область,Карачевский район,Дир.: Терехов Николай Алексеевич / Зайцев Олег Никитович,,,8-910-735-6913,"242524, п. Березовка, Комсомольская, 1"
«Карачевмолпром» ЗАО,"производство молока, сливок, масла, спреды, сыры, сырные продукты",Брянская область,Карачевский район,Ген. дир.: Резников Александр Яковлевич,krmolpr@mail.ru,,(48335) 2-76-00,"242500, г. Карачев, Калинина, 1"
32_Карачевский_КФХ 005,"зерновые, картофель",Брянская область,Карачевский район,,,,8-953-275-4101,"242523, п. Дунаевский"
32_Карачевский_КФХ 001,"зерновые, масличные",Брянская область,Карачевский район,,,,8-928-266-7755,"242517, д. Мазнева"
Администрация Карачевского района,,Брянская область,Карачевский район,Глава: Егоров Руслан Александрович,inbox@karadmin.ru,https://karadmin32.gosuslugi.ru/,(48335) 2-11-41,"242500, Карачевский р-н, г. Карачев, Советская, 64"
32_Карачевский_КФХ 003,зерновые,Брянская область,Карачевский район,,,,"8-905-174-7145, 8-900-355-6399","242500, г. Карачев"
32_Карачевский_КФХ 007,"пшеница, ячмень",Брянская область,Карачевский район,,,,8-980-303-9706,"242500, г. Карачев"
«Агрохолдинг «Кролково» ООО,разведение кроликов,Брянская область,Карачевский район,Дир.: Кречетов Александр Вячеславович,office@mail.krolkovo.ru,,(4832) 37-01-09,"242507, с. Вельяминова, Советская, стр. 18, оф. 1"
«ДеснАагро» ООО,"зерновые, картофель",Брянская область,Карачевский район,Ген. дир.: Тверитнева Ксения Константиновна,desna@newagro.ru,,8-962-138-0022,"242500, с. Трыковка"
32_Карачевский_КФХ 002,зерновые,Брянская область,Карачевский район,,,,8-920-864-5657,"242507, с. Вельяминова"
32_Карачевский_КФХ 004,"зерновые, зернобобовые, масличные",Брянская область,Карачевский район,,,,8-920-842-7324,"242523, п. Дунаевский"
32_Карачевский_КФХ 009,соя,Брянская область,Карачевский район,,,,8-952-963-1580,"242507, д. Емельянова"
«Клетнянское районное управление сельского хозяйства» ГКУ,,Брянская область,Клетнянский район,Нач.: Пугачевский Николай Иванович,slupr-2008@yandex.ru,,"(48338) 9-13-61, 9-17-54","242820, Клетнянский р-н, п. Клетня, Ленина, 91"
Администрация Клетнянского района,,Брянская область,Клетнянский район,Глава: Ковалева Наталия Викторовна,klet-2007@yandex.ru,https://kletnya.gosuslugi.ru/,(48338) 9-13-49,"242820, Клетнянский р-н, п. Клетня, Ленина, 92"
«Ятвиж» ООО,"зерновые, зернобобовые; КРС (мясной, молочный)",Брянская область,Клетнянский район,Дир.: Курзин Владимир Васильевич,,,8-905-054-6541,"242834, д. Красный Ятвиж"
«Лутна-Сервис» ООО,"зерновые, зернобобовые, масличные",Брянская область,Клетнянский район,Ген. дир.: Вакуленко Вероника Викторовна,,,8-920-088-5500,"242641, с. Лутна, Михаила Раздомахина, 8"
«Синицкое» СПК,зерновые; КРС (молочный),Брянская область,Клетнянский район,Предс.: Степыко Виктор Фролович,,,"8-910-290-9568, 8-961-100-7210","242826, д. Синицкое, Молодежная, 26"
«Родина» СПК,"КРС (мясной, молочный)",Брянская область,Клетнянский район,Предс.: Рединов Николай Алексеевич,slup-2008@yandex.ru,,"(48338) 9-33-90, (48338) 9-33-65","242831, с. Мужиново, Школьная, 9"
«Брянский Сад» ООО,садоводство (яблоки),Брянская область,Клетнянский район,Ген. дир.: Моисеенко Дмитрий Владимирович,b.sad@gk-mbk.ru,,8-915-805-4717,"242834, Клетнянский район, д. Павлинки, Новая, 33, помещ. 2"
32_Климовский_КФХ 014,"пшеница, рожь, овёс",Брянская область,Климовский район,,,,8-929-024-3710,"243084, с. Старый Ропск"
32_Климовский_КФХ 009,"пшеница, ячмень, овес; КРС (молочный)",Брянская область,Климовский район,,,,8-950-693-1999,"243083, с. Брахлов"
«Климовская Картофельная Компания» ООО,"зерновые, зернобобовые, масличные; картофель",Брянская область,Климовский район,Дир.: Ковалев Николай Михайлович,kkklimovo@mail.ru,,"(48347) 5-89-95, 5-89-23","243063, с. Сытая Буда, Школьная, 11"
32_Климовский_КФХ 001,"зерновые, картофель",Брянская область,Климовский район,,,,8-900-367-2754,"243083, с. Брахлов"
«Климовское ХПП» ОАО,"хранение, складирование зерна",Брянская область,Климовский район,Ген. дир.: Борисенко Николай Михайлович,khp32@yandex.ru,,"(48347) 2-11-78, 8-910-733-6119","243040, рп. Климово, Пионерская, 50"
32_Климовский_КФХ 005,"пшеница, ячмень, кукуруза, гречиха",Брянская область,Климовский район,,,,8-906-505-7761,"243040, рп. Климово"
32_Климовский_КФХ 007,"пшеница, ячмень",Брянская область,Климовский район,,,,8-920-850-8660,"243072, с. Чернооково"
32_Климовский_КФХ 013,"свекла, морковь, картофель",Брянская область,Климовский район,,,,"8-920-600-7766, 8-961-002-7037","243070, д. Плавна"
32_Климовский_КФХ 012,"пшеница, овес, рожь; КРС (молочный), лошади, овцы, козы",Брянская область,Климовский район,,,,8-962-131-5364,"243049, д. Ольховка"
32_Климовский_КФХ 006,"зерновые, зернобобовые, масличные",Брянская область,Климовский район,,,,8-953-285-1246,"243040, рп. Климово"
32_Климовский_КФХ 010,"услуги в области растениеводства (вспашка, боронование и пр.)",Брянская область,Климовский район,,,,8-953-290-9244,"243040, пгт. Климово"
32_Климовский_КФХ 011,"рожь, гречиха, соя",Брянская область,Климовский район,,,,8-919-296-5305,"243047, с. Брахлов"
32_Климовский_КФХ 002,"пшеница, ячмень, овес",Брянская область,Климовский район,,,,8-920-868-6135,"243040, рп. Климово"
Администрация Климовского района,,Брянская область,Климовский район,Глава: Исаев Александр Сергеевич,kladm@inbox.ru,https://klimovskij-r15.gosweb.gosuslugi.ru/,(48347) 2-21-97,"243040, Климовский р-н, р.п. Климово, пл. Ленина, 1"
«Климовское районное управление сельского хозяйства» ГКУ,,Брянская область,Климовский район,Нач.: Пуздрова Галина Владимировна,Klimovosh32@mail.ru,,"(48347) 2-15-86, 2-18-90","243040, Климовский р-н, р.п. Климово, Брянская, 43"
32_Климовский_КФХ 008,зерновые,Брянская область,Климовский район,,,,8-920-863-8040,"243073, с. Лобановка"
32_Климовский_КФХ 003,"пшеница, овес; картофель",Брянская область,Климовский район,,,,8-900-356-7960,"243071, п. Первомайский"
«Зерновой Альянс» ООО,грузоперевозки с/х продукции,Брянская область,Клинцовский район,Дир.: Майстров Игорь Александрович,,,8-930-827-3333,"243114, с. Киваи, Буденного, 54, корп. А, оф. 1"
32_Клинцовский_КФХ 001,"зерновые, КРС (мясной, молочный)",Брянская область,Клинцовский район,,,,8-980-333-9706,"243123, с. Ущерпье"
«Бастион» ООО,грузоперевозки,Брянская область,Клинцовский район,Ген. дир.: Зародыш Василий Васильевич,ooobastionooo@mail.ru,,8-906-699-6226,"243140, г. Клинцы, с. Займище, Скачковская, 3 А"
«Консервный завод» ООО,переработка и консервирование фруктов и овощей,Брянская область,Клинцовский район,Ген. дир.: Киреенко Владимир Михайлович,kkz2011@yandex.ru,,(48336) 4-11-90,"243140, г. Клинцы, Парковая, 1"
Клинцовская городская администрация,,Брянская область,Клинцовский район,Глава: Евтеев Сергей Юрьевич,klintsi@mail.ru,https://klintsy.gosuslugi.ru/,(48336) 4-03-28,"243140, г. Клинцы, Октябрьская, 42"
32_Клинцовский_КФХ 003,зерновые,Брянская область,Клинцовский район,,,,8-906-699-6226,"243126, с. Туросна"
«Родина» СПК,"зерновые, зернобобовые, КРС (молочный)",Брянская область,Клинцовский район,Предс.: Сидоренко Александр Фёдорович,s-p-k.rodina@yandex.ru,,"(48336) 3-31-16, (48336) 3-31-22","243113, с. Великая Топаль, Октябрьская, 22"
«Клинцовское районное управление сельского хозяйства» ГКУ,,Брянская область,Клинцовский район,Нач.: Поленок Виктор Александрович,klinzovuprsh@mail.ru,,"(48336) 4-59-13, (48336) 4-27-10","243140, Клиновский р-н, г. Клинцы, Октябрьская, 49"
«Ольховский» СПК,зерновые; КРС (молочный),Брянская область,Клинцовский район,Предс.: Медведев Василий Владимирович,spcolhovskii@mail.ru,,8-920-859-4615,"243120, с. Ольховка, Молодежная, 8"
«Клинцыхлебопродукт» ОАО,"хранение, складирование зерна",Брянская область,Клинцовский район,Ген. дир.: Федосеев Владимир Викторович,klintsyhpp@yandex.ru,,(48336) 4-15-24,"243140, г. Клинцы, Складочная, 10"
32_Клинцовский_КФХ 002,"кукуруза, овёс, КРС",Брянская область,Клинцовский район,,,,8-905-101-5777,"243119, с. Мартьяновка"
Администрация Клинцовского района,,Брянская область,Клинцовский район,Глава: Максименко Людмила Ивановна,reception@klinrai.ru,https://klinrai32.gosuslugi.ru/,(48336) 4-46-15,"243140, г. Клинцы, Октябрьская, 42, каб. 25"
«Прогресс» колхоз,"зерновые, зернобобовые; КРС (молочный)",Брянская область,Клинцовский район,Предс.: Щербинин Александр Александрович,progress172612@ya.ru,,"(48336) 2-99-31, (48336) 2-99-32","243, с. Медведово, Молодежная, 1"
32_Комаричский _КФХ 005,"зерновые, зернобобовые, масличные; сахарная свекла",Брянская область,Комаричский район,,,,8-953-287-2155,"242400, рп. Комаричи"
32_Комаричский _КФХ 007,"пшеница, ячмень",Брянская область,Комаричский район,,,,8-915-531-0034,"242400, р.п. Комаричи"
«Агропродукт» ООО,"сахарная свекла, зерновые",Брянская область,Комаричский район,Ген. дир.: Юшков Владимир Владимирович,,,"(48355) 9-19-76, 9-22-65","242425, п. Лопандино, Ленина, 5"
