Название,Описание,Регион,Город,Имя,Email,Сайт,Телефоны,Адрес
«Волга-Дон-Транссервис» ООО,"грузоперевозки, экспедирование",Волгоградская область,Волгоград г.,Дир.: Толочек Олег Анатольевич,vdt@vlpost.ru,http://www.vdtrans.ru/,"(8442) 97-91-31, (8442) 97-91-32, (8442) 97-91-33","400074, г. Волгоград, Пугачевская,16, оф. 1002"
«Волгоград-Восток-Сервис» ООО,"производство и поставка спецодежды, спецобуви и средств индивидуальной защиты",Волгоградская область,Волгоград г.,Ген. дир.: Пономарев Дмитрий Леонидович,volgograd@vostok.ru,https://vostok.ru/,(8442) 96-22-00,"400006, г. Волгоград, Борьбы, 1 А"
«ВолгоградАгроСнаб» ГК,"сельскохозяйственная техника (тракторы, комбайны, косилки, плуги, сеялки, опрыскиватели), запчасти; грузоперевозки; ГСМ; удобрения",Волгоградская область,Волгоград г.,Ген. дир.: Азаров Сергей Васильевич,"azarov.priemnaya@yandex.ru, info@vilgogradagrosnab.ru","https://www.volgogradagrosnab.ru/, https://www.volgogradagrosnab.ru/","(8442) 37-67-32, 53-17-99, (8442) 53-17-66, (8442) 53-15-84","факт.: 400075, г. Волгоград, Моторная, 9"
«Волгоградский завод ангаров» ООО,"производство и строительство ангаров, складов, быстровозводимых зданий",Волгоградская область,Волгоград г.,Дир.: Скопцова Елена Валентиновна,vza34@yandex.ru,,"(8442) 50-29-94, 8-904-778-6600","400079, г. Волгоград, Самарская, 1 Г"
«Волгоградский завод весоизмерительной техники» ООО,"производство, поставка, поверка весового оборудования для промышленных, торговых и сельскохозяйственных предприятий: автомобильные весы, весы для взвешивания животных, весы вагонные, весы платформенные, ветеринарные станции, дозаторы и т.д.",Волгоградская область,Волгоград г.,Упр.: ИП Остапенко Евгений Владимирович,"vzvt, @vzvt.ru",http://vzvt.ru/,"(8442) 25-50-50, (8442) 91-21-21","400075, г. Волгоград, Жигулевская, 10"
«Волгоградский зооветснаб» АО,продажа ветпрепаратов,Волгоградская область,Волгоград г.,Ген. дир.: Протопопов Владимир Григорьевич,zoovetsnab2007@yandex.ru,http://zoovetsnab34.ru/,"(8442) 46-16-91, 46-39-29","400062, г. Волгоград, Габышева, 2 Б"
«Волгоградский элеватор» ООО,"прием, хранение, подработка, отгрузка зерна",Волгоградская область,Волгоград г.,Дир.: Перевозчикова Татьяна Николаевна,tatiana.perevozchukova@ruselco.ru,,"(8442) 93-02-41, 93-06-68, 93-01-74","400074, г. Волгоград, Козловская, 59"
«Волгоградский электромеханический завод» ОАО,"производство с/х оборудования (плуги блочно-модульные, агрегаты бороновальные, культиваторы); металлоконструкции",Волгоградская область,Волгоград г.,Ген. др.: Редкозубов Михаил Юрьевич,vemzavod@yandex.ru,https://prom-dt75.ru/,"(8442) 40-28-45, 99-69-42, 49-37-55","400080, г. Волгоград, пр. Автодорожный, 13"
«Волготехснаб» ООО,"весь модельный ряд автомобилей и спецтехники КамАЗ, прицепная техника; ремонт КамАЗов, запчасти КамАЗ, МАЗ, ЯМЗ, УАЗ, ЗИЛ, ГАЗ",Волгоградская область,Волгоград г.,Дир.: Максимов Алексей Леонидович,info@volteh.ru,https://volteh.ru/,(8442) 43-00-43,"400075, г. Волгоград, Моторная, 34"
«Ворота Поволжья» ООО,"поставка и монтаж холодильного оборудования; ворота, заборы",Волгоградская область,Волгоград г.,,vorota134@mail.ru,,"(8442) 98-83-62, (8442) 50-10-25","400046, г. Волгоград, Алюминиевая, 17"
"«Гал Групп» ООО, ОП в Волгограде","закупка, экспорт зерновых, зернобобовых, масличных культур; грузоперевозки зерновозами",Волгоградская область,Волгоград г.,Дир.: Галухин Александр Александрович,info.galgroup@yandex.ru,https://galgroup.ru/,8-902-096-8770,"400137, г. Волгоград, Бульвар 30 лет Победы, 11 Д, оф. 2.25"
«Гарант Нефтепродукт» ООО,"дизельное топливо, бензин, керосин",Волгоградская область,Волгоград г.,Дир.: Колганова Александра Павловна,a.savina98@yandex.ru,,8-961-028-6094,"400120, г. Волгоград, Елецкая, 21"
«Гидравлика-Волгоград» ООО,"изготовление РВД, оборудования для перекачки масел, дизтоплива",Волгоградская область,Волгоград г.,Дир.: Жирнов Максим Валерьевич,hpointvolgograd@yandex.ru,,"8-937-739-9090, 8-927-512-0616","400062, г. Волгоград, пр-к Университетский, 95 Б"
«Гидроторгтранс» ООО,"продажа сельхозтехники и запасных частей к ней, оборудования для животноводческих комплексов, насосно-отопительного оборудования - поставка, сервисное обслуживание",Волгоградская область,Волгоград г.,Дир.: Ловягин Геннадий Михайлович,gidrotrest@mail. ru,,"(8442) 35-94-06, (8442) 35-94-07, (8442) 35-94-08","400010, г. Волгоград, Ряжская, 37 А"
«Гортоп» АО,"водорастворимые удобрения, минеральные удобрения (аммиачная селитра, карбамид, аммофос, азофоска, сульфат аммония и др.); уголь для отопления теплиц; бетон, щебень",Волгоградская область,Волгоград г.,Ген. дир.: Никонов Александр Кузьмич,vtp-office@yandex.ru,http://www.gortop34.ru/,(8442) 58-05-03,"400075, г. Волгоград, проезд Дорожников, 7"
"«Грайф Вологда» ООО, филиал в Волгограде","производство стальных евро-бочек (210 и 216 л) для транспортировки продуктов различных отраслей промышленности, в т.ч. пищевой",Волгоградская область,Волгоград г.,,aleksandr.sedov@greif.com,http://www.greif.ru/,(8442) 78-02-80,"400057, г. Волгоград, Промысловая, 15"
«ЕМС» ООО,производство самоходных и прицепных опрыскивателей для сельского хозяйства,Волгоградская область,Волгоград г.,Ген. дир.: Лама Пьер Филипп,,,8-961-072-8009,"400075, г. Волгоград, пр-д Серийный, 5"
«Жаско» АО,"производство и реализация технологического оборудования для производства кормов и переработки сельскохозяйственной продукции; мешкозашивочные машины, пневмоперегружатели зерна, оборудование для дозирования, смешивания и фасовки; оборудование для брикетирования и гранулирования; сушильное оборудования",Волгоградская область,Волгоград г.,Ген. дир.: Пышечкин Александр Николаевич,jasko@jasko.ru,http://www.jasko.ru/,"(8442) 73-03-79, (8442) 73-06-06, 73-50-83, 1338-937-103-7480","400078, г. Волгоград, Ленина просп., 67, оф. 303"
«ИБС-Авто» ООО,"поставка систем спутникового мониторинга подвижных и стационарных объектов на базе ГЛОНАСС / GPS - готовых и по индивидуальным разработкам, послегарантийное обслуживание; ремонт грузовиков",Волгоградская область,Волгоград г.,Ген. дир.: Степанюк Александр Васильевич,"sale@ibs-a.ru, info, @ibs-a.ru",https://www.ibs-auto.ru/,"(8442) 52-66-60, (8442) 50-04-00","400075, г. Волгоград, Домостроителей, 13, оф. 3"
"«Инагротех» ООО, оф. представ. концерна Linamar Hungary","с/х техника (жатки OROS для любой марки комбайнов, от 4-х до 16-ти рядных, со складной и жесткой рамной конструкцией), транспортные тележки для перевозки жаток OROS, запчасти",Волгоградская область,Волгоград г.,Дир.: Мещеряков Евгений Валерьевич,inagrotech@mail.ru,http://www.oros.ru/,(8442) 98-01-87,"400005, г. Волгоград, Ленина, 92"
«Интертехника Трейд» ООО,"с/х техника (комбайны, тракторы, сеялки, косилки, опрыскиватели и др.), запчасти к отечественной и импортной технике",Волгоградская область,Волгоград г.,Дир.: Матвеева Валерия Борисовна,intertehnika@yandex.ru,https://inter-tehnika.ru/,8-800-770-0769,"юр. адрес: 400075, г. Волгоград, ш. Авиаторов, 9 А, пом. 5, к. 2"
«Кирово-Чепецкие препараты-Волгоград» ООО,СЗР,Волгоградская область,Волгоград г.,Ген. дир.: Тарасов Николай Александрович,ooo_agro-lider@mail.ru,,"(8442) 39-40-56, 8-902-652-2968","400050, г. Волгоград, им. Пархоменко, 47 Б"
«Компания Волга-Фиш» ООО,оптовая торговля кормами для сельхозживотных,Волгоградская область,Волгоград г.,Дир.: Середа Алексей Андреевич,volgafishvolgograd@mail.ru,,"(8442) 24-48-78, (8442) 24-48-70","400005, г. Волгоград, Коммунистическая, 54, кв. 2"
«ЛБР-АгроМаркет» ООО (Волгоград г.),"сельхозтехника (тракторы, комбайны, почвообрабатывающая, уборочная и др. техника), запчасти и сервис",Волгоградская область,Волгоград г.,,volgograd@lbr.ru,,"8-800-551-9623, (8442) 78-01-49","400000, г. Волгоград, Историческая, 187 Б"
"«Листерра» ООО, ОП (Волгоград, Астрахань, Калмыкия)","производство и реализация средств защиты растений, микроудобрений",Волгоградская область,Волгоград г.,Рег. рук.: Демкин Игорь Игоревич,demkin@lysterra.ru,"http://lysterra.ru/, http://lysterra.ru/",8-927-527-2992,"400087, г. Волгоград, Невская, 13 А, оф. 613"
«Лоция-Юг» ОАО,"аккумуляторы для автомобилей, тракторов, комбайнов, спецтехники производства Россия, Чехия, Турция, Германия, Южная Корея и др., зарядные, пускозарядные устройства",Волгоградская область,Волгоград г.,,lot@lot34.ru,https://lotcia-battery.ru/,"(8442) 93-41-41, (8442) 71-77-78, 75-88-69","400065, г. Волгоград, ул. Ватутина (ул. Пос. 5 участок), д. 9"
«МАКО» ООО,мультибрендовый дилер смазочных материалов и технических жидкостей,Волгоградская область,Волгоград г.,Дир.: Костов Павел Кузьмич,makoil34@yandex,,8-904-77,"400081, г. Волгоград, Бурейская, 3 Д, пом. 1"
«Мегамикс» ООО,производство премиксов и комбикормов,Волгоградская область,Волгоград г.,Ген. дир.: Фризен Василий Генрихович,info@megamix.ru,https://www.megamix.ru/,(8442) 97-97-97,"400123, г. Волгоград, Хрустальная, 107"
"«Металлтехснаб» ООО, ОП","материалы для строительства сельхозобъектов: металлопрокат, кровельные материалы, арматура и др.",Волгоградская область,Волгоград г.,Ген. дир.: Кобушко Виталий Сергеевич,metalltehsnab@yandex.ru,,"(8442) 95-50-05, (8442) 95-50-06","400074, г. Волгоград, Козловская, 48, оф. 1"
«МинералАгро-Волга» ООО,реализация минеральных удобрений,Волгоградская область,Волгоград г.,Ген. дир.: Опанасюк Игорь Александрович,"info@minvolga.ru, info@minvolga.ru",,8-960-867-9020,"400005, г. Волгоград, 7-Й Гвардейской, 4 А, офис 301"
«Мировая Техника» ООО (Волгоград г.),"поставка импортной сельскохозяйственной техники: CLAAS, STARA, BOURGAULT, GASPARDO, LEMKEN, MACDON и др. для всей технологической цепочки полевых работ, сервисное обслуживание, запчасти, дорожно-строительная техника",Волгоградская область,Волгоград г.,,info@mirtech.ru,http://www.mirtech.ru/,"(8442) 59-73-22, (8442) 59-75-88","400075, г. Волгоград, пр-зд Нефтяников, 2"
«Моневак» ООО,производство и продажа упаковочного материала и оборудования для пищевой промышленности,Волгоградская область,Волгоград г.,Дир.: Полынцев Иван Дмитриевич,info@monevac.ru,http://monevac.ru/,"(8442) 65-08-80, (8442) 65-08-88","400008, г. Волгоград, им. Командира Рудь,14 А, оф. 13"
«МТС АПК» ООО,"запчасти к тракторам Т-150, МТЗ-80, 82, МТЗ-920/950, МТЗ-1221, ЮМЗ, Т-40, Т-25, Т-16, ДТ-75; сеялкам УПС-8, СУПН-8А; сельхозмашинам, в т.ч. импортным; почвообработка",Волгоградская область,Волгоград г.,Дир.: Ткаченко Аркадий Андреевич,mtsapk@mail.ru,,(8442) 41-94-92,"400002, г. Волгоград, Электролесовская, 15 А"
«Ойл-34» ООО,"продажа фильтров, масел, смазок и жидкостей",Волгоградская область,Волгоград г.,Дир.: Кужамжаров Ренат Булатович,oil34@yandex.ru,,(8442) 26-36-65,"400081, г. Волгоград, Ангарская, 178, оф. 1-7"
«ПК «Кобальт» ООО,производство почвообрабатывающей техники,Волгоградская область,Волгоград г.,Ген. дир.: Кобликов Станислав Дмитриевич,info@pk-cobalt.ru,http://www.pk-cobalt.ru/,(8442) 42-11-99,"400079, г. Волгоград, Самарская, 1"
«Поволжье-Агротранс» ООО,"закупка, реализация зерновых культур",Волгоградская область,Волгоград г.,Дир.: Сидоренко Алексей Юрьевич,p-agrotrans@yandex.ru,,8-927-505-0507,"400011, г. Волгоград, а/я 1207"
«Полив» ООО,"производство, реализация, шеф-монтаж систем орошения; ирригационные проекты",Волгоградская область,Волгоград г.,Ген. дир.: Сороченко Сергей Сергеевич,,http://dual-drip.ru/,"(8442) 99-52-90, 8-937-533-3908, (8442) 8-917-837-21-37","400017, г. Волгоград, им. И.В Морозова, 5"
"«Поливторг» компания ООО, рег. представительство",системы капельного и ландшафтного орошения,Волгоградская область,Волгоград г.,Дир.: Прокошин Андрей Андреевич,volgograd@polivtorg.ru,https://polivtorg.ru/,8-909-382-1314,"400081, г. Волгоград, Ангарская, 178, оф. 1-5"
«Промобслуживание С» ООО,"системы капельного орошения, полиэтиленовые трубы, термостойкий полиэтилен, фитинги, запорные арматуры",Волгоградская область,Волгоград г.,Дир.: Коломойцев Андрей Леонидович,,,(8442) 65-00-30,"400080, г. Волгоград, Командира Руть,1 А"
«Промхимкомплект» ООО,оптовая торговля удобрениями,Волгоградская область,Волгоград г.,Дир.: Романенков Евгений Юрьевич,phk 777@yandex.ru,,"(8442) 39-54-86, (8442) 39-17-81, 39-66-07","400012, г. Волгоград, Двинская, 18"
«Проторг» ООО,продажа торгового холодильного оборудования,Волгоградская область,Волгоград г.,Дир.: Дорин Борис Александрович,sale@prodtorg.org,,8-927-500-9494,"400009, г. Волгоград, пр. Ленина,135"
«Регионинвестагро» ООО,"оросительная техника, научное сопровождение, запчасти к оросительной технике: продажа, монтаж, гарантийное и послегарантийное обслуживание, техническое и технологическое обеспечение процесса утилизации животноводческих стоков и получение биогаза, производство и продажа семян масличных культур отечественной селекции, продажа семян кукурузы и подсолнечника зарубежной селекции",Волгоградская область,Волгоград г.,Дир.: Василюк Денис Иванович,ria@vlgmail.ru,http://riagro.ru/,"(8442) 26-04-30, (8442) 26-04-31","400066, г. Волгоград, Новороссийская, 5"
«Рестель» ООО,"оптовая торговля, хранение зерновых",Волгоградская область,Волгоград г.,Дир.: Егорова Наталья Владимировна,vostok-volga@mail.ru,,8-909-393-9946,"400119, г. Волгоград, Козловская, 58, пом. 2"
«РоСт» Группа компаний,"производство жаток для уборки подсолнечника, сои, грядообразователей, ботвоудалителей, тележек для перевозки жаток и аналогов запчастей для импортной техники",Волгоградская область,Волгоград г.,,rostcommerce@mail.ru,http://orangeseed.ru/,"8-937-733-3133, 8-991-081-1111","400131, г. Волгоград, пр-т им. Ленина, 10-16"
«Русское поле» НПК ООО,"реализация сельхозтехники и систем капельного орошения, дождевальных машин; реализация семян овощных и бахчевых культур; промышленных теплиц; СЗР, минеральные удобрения; научная деятельность",Волгоградская область,Волгоград г.,Ген. дир.: Вдовкина Светлана Алексеевна,"ruspole2009@yandex.ru, nvolga2005@yandex.ru",http://www.russkoe-pole.com/,(8442) 97-79-92,"400001, г. Волгоград, Циолковского, 3 А"
"«САММИТ АГРО» ООО, регион. представит-во ( Волгоград г.)","реализация импортных средств защиты растений, микроудобрений, стимуляторов роста",Волгоградская область,Волгоград г.,"Представитель по Волгоградской, Астраханской области: Рузанов Андрей Юрьевич",andrey.rusanov@sumiagro.ru,,,моб.…8-916-010-5918
«Сарепта» Волгоградский горчичный завод ООО,"производство горчичного и рыжикового масла, горчичного порошка, натурального масла эфирного горчичного, кормового концентрата",Волгоградская область,Волгоград г.,,maslo@sarepta.ru,,"(8442) 40-28-81, 40-28-88","400031, г. Волгоград, Бахтурова, 2"
«Сельмашсервис - ОПТИГЕП» ООО,"жатки для уборки кукурузы и подсолнечника, самоходные и прицепные опрыскиватели, посевная и почвообрабатывающая техника российских и европейских производителей, тракторы новые и б/у из Германии, гарантия, сервис, запчасти",Волгоградская область,Волгоград г.,Дир.: Ганзенко Николай Петрович,"i, nfo@selmashservice.ru",http://www.selmashservice.ru/,"(8442) 78-14-78, 26-27-40",оф. дистрибьютор фирмы OPTIGEP Kft (Венгрия)
«Сельхоздепартамент» ООО,"сельхозтехника, техника для склада, фасовочное, упаковочное, вентиляционное, оросительное оборудование, запчасти",Волгоградская область,Волгоград г.,Ген. дир.: Репин Максим Олегович,m.repin@selhozdepartament.ru,"http://selhozdepartament.ru/, http://selhozdepartament.ru/",8-903-371-2930,"400075, г. Волгоград, Краснополянская, 72 Л, этаж 2, офис 1"
«Сельхозхимия» ООО (Волгоград г.),"минеральные удобрения, гуматы; химические и биологические средства защиты растений, семена овощных культур",Волгоградская область,Волгоград г.,Ген. дир.: Резникова Елена Николаевна,,,"(8442) 59-35-59, 8-903-377-0607, (8442) 8-903-377-0407","400048, г. Волгоград, Жукова, 165"
«СервисЮг» ООО,"возведение под «Ключ» бескаркасных арочных ангаров, строительство и реконструкция ЗАВ, КЗС; поставка и монтаж зерноочистительного и сушильного оборудования",Волгоградская область,Волгоград г.,,"supervisor@service-south.ru, servyug@yandex.ru",https://xn--b1acen2bee8h.xn--p1acf/,"(8442) 78-04-34, 8-800-222-9439","400002, г. Волгоград, Гомельская, 7, оф. 3"
"«СибзаводАгро» ООО, обособленное подразделение","посевная, почвообрабатывающая техника, навесное и грузозахватное оборудование, запчасти",Волгоградская область,Волгоград г.,Рук. ОП: Зорькин Дмитрий Михайлович,sop6@sibzavodagro.ru,http://sibzavodagro.ru/,"8-800-700-1653, 8-960-981-1973","400075, г. Волгоград, Шопена 4 А, оф. 1/1"
«Силд Эйр Каустик» АО,производство пищевой упаковки,Волгоградская область,Волгоград г.,Ген. дир.: Митрошкин Антон Анатольевич,reception.volgograd@sealedair.com,https://www.sealedair.com/,"(8442) 49-08-88, 40-69-06","400029, г. Волгоград, 40 лет ВЛКСМ, 57 Н"
"«Сингента» ООО, ОП в г. Волгоград",производство гибридных семян и средств защиты растений,Волгоградская область,Волгоград г.,,,http://,8-800-200-8282,"офис: 400001, г. Волгоград, Рабоче-Крестьянская, 30 А, оф. 19"
"«Ставхолдинг-Волгоград», филиал","комбайны, тракторы, посевное, почвообрабатывающее оборудование, запчасти, сервисное обслуживание, обучение, гарантия",Волгоградская область,Волгоград г.,,24@stavholding.ru,http://www.stavholding.ru/,8-960-887-9542,"403015, , Городищенский р-н, х. Грачи, Промышленная, 68"
«СТК-Агро» ООО,"семена; средства защиты растений, удобрения; агрономическое сопровождение; сельхозтехника (оптовая торговля)",Волгоградская область,Волгоград г.,Ген. дир.: Ильяшенко Павел Валерьевич,info@ctk-agro.ru,http://ctk-agro.ru/,8-995-410-7620,"400075, г. Волгоград, р.п. Гумрак, Моторная, 9 Г, оф. 203"
«Стройгидравлика-Юг» ООО,"реализация гидравлики, запчастей к с/х технике",Волгоградская область,Волгоград г.,Ген. дир.: Клодт Константин Михайлович,klodt-34@mail.ru,,"(8442) 98-51-00, (8442) 78-00-96, 8-927-518-7222","400081, г. Волгоград, Ангарская, 180"
«Тарс» ООО,запчасти к с/х технике,Волгоградская область,Волгоград г.,Дир.: Живоглядова Светлана Анатольевна,,,(8442) 91-58-17,"400117, г. Волгоград, Им. Землячки, 31 А, литер Ж, офис 1-03"
«Техцентр» ООО,"МАЗ, КамАЗ, MAN; прицепы/полуприцепы: МАЗ, МАНАК-АВТО,ТОНАР, GRUNWALD, SCHMITZ; силовые агрегаты: ЯМЗ, ММЗ; поршневые группы: ЯМЗ, МОТОРДЕТАЛЬКОСТРОМА; сервисное обслуживание",Волгоградская область,Волгоград г.,Дир.: Козлов Игорь Михайлович,info@tehcentr.ru,http://v-a-l.ru/,"(8442) 26-44-44, (8442) 26-44-99","400075, г. Волгоград, Краснополянская, 80"
"«ТН-Групп» ООО, ОП","cистемы спутниковой навигации, тахография, видеонаблюдение, контроль готовой продукции, контроль перевозки грузов IQFreeze, системы параллельного вождения, метеостанции, беспилотные системы, умное ЖКХ",Волгоградская область,Волгоград г.,,,http://tn-group.net/,8-800-444-4002,"400078, г. Волгоград"
«Тракторопроект» Проектно-изыскательский институт ОАО,"составление проектно-сметной документации на объекты сельского хозяйства, промышленности, здания общественного назнчения",Волгоградская область,Волгоград г.,Ген. дир.: Милов Павел Никитович,proektiruem@mail.ru,,"(8442) 73-02-01, (8442) 73-50-69, (8442) 73-50-78","400131, г. Волгоград, пр. Ленина, 67"
«Урожай» ТД ООО,"реализация каркаса теплиц, сотового поликарбоната, укрывного материала, капельная лента",Волгоградская область,Волгоград г.,,at001@yandex.ru,https://www.utd-vlg.ru/,8-927-510-2788,"400107, г. Волгоград, К. Либкнехта, 8"
«ФАВОР» Волгоградский центр промышленного оборудования,"поставка оборудования для производства: комбикормов (экструдеры, грануляторы, дробилки, смесители), переработки мяса, птицы, рыбы, молочных продуктов; пекарни, холодильные камеры; быстровозводимые здания и ангары",Волгоградская область,Волгоград г.,,favor@favore.ru,http://www.favore.ru/,"(8442) 78-12-72, (8442) 70-78-87, (8442) 70-79-77","400033, г. Волгоград, Академика Богомольца, 9"
«Фаворит» ООО,поставка ГСМ,Волгоградская область,Волгоград г.,Ген. дир.: Романенко Ольга Викторовна,vas_mag@mail.ru,,"(8442) 33-91-43, (8442) 39-26-01","400012, г. Волгоград, им. Рокоссовского, 41, оф. 304"
«ФинАгро Трейд» ООО,"поставка с/х техники зарубежных и российских производителей, гарантийно-сервисное обслуживание, ремонт техники во время проведения полевых работ, диагностика дефектов, поставка запчастей; оросительная техника и оборудование",Волгоградская область,Волгоград г.,Ген. дир.: Черячукин Виктор Николаевич,info@finagrotrade.ru,"http://finagro-trade.ru/, http://www.western-irrigation.ru/","(8442) 60-15-31, 8-960-872-0408, (8442) 8-961-079-4904","400075, г. Волгоград, ш. Авиаторов, 11"
«Фэс-Агро» ООО,"семена; СЗР, удобрения",Волгоградская область,Волгоград г.,,info-volgograd@fes-agro.ru,http://www.fes-agro.ru/,8-800-770-7726,"400075, г. Волгоград, пр-д Нефтянников, 14, оф. 19, 4"
«Химагромаркетинг. РУ» ООО,"поставка средств защиты растений, удобрений",Волгоградская область,Волгоград г.,И.о.дир.: Заболотнева Галина Ивановна,himagro.ru@mail.ru,,(8442) 33-38-26,"400013, г. Волгоград, Мира, 19"
«Центр агрохимической службы «Волгоградский» ФГБУ,"услуги по комплексному агрохимическому и эколого-токсикологическому обследованию земель с/х назначения; почвенная и растительная диагностики; рекомендации по применению удобрений; декларирование продукции; испытания пищевой продукции и продовольственного сырья; испытания на показатели качества и безопасности; анализы почв, тепличных грунтов; анализы воды на показатели качества",Волгоградская область,Волгоград г.,Врио дир.: Шацков Алексей Юрьевич,agrohim_34_1@mail.ru,https://www.xn--34-6kcmzymp0c.xn--p1ai/,"(8442) 41-39-98, 41-17-20, (8442) 41-05-12","400002, г. Волгоград, Тимирязева, 7"
"«Щелково Агрохим» АО, Нижневолжское представительство","химические средства защиты растений; эмбрионы КРС; семена подсолнечника, кукурузы, пшеницы",Волгоградская область,Волгоград г.,Глава представительства: Извеков Александр Владимирович,volgograd@betaren.ru,https://betaren.ru/,"8-927-062-0400, 8-996-511-0400","400001, г. Волгоград, КИМ, 6, корп. А, оф. 205"
«Экорост Юг» ООО,микробиологические препараты и органические удобрения от ведущих производителей,Волгоградская область,Волгоград г.,Ген. дир.: Гуреев Сергей Георгиевич,ekorost-south@yandex.ru,http://ekorost.ru/,"8-905-434-0994, 8-905-338-6883","400012, г. Волгоград, Лагерная, 4"
«Элеватормельмонтаж» АО,"элеваторы, комбикормовые заводы, мельзаводы, крупозаводы, маслоэкстракционные и заводы по производству семян - строительство, монтаж, пуско-наладочные работы, изготовление металлоконструкций",Волгоградская область,Волгоград г.,Ген. дир.: Семенов Павел Анатольевич,info@montaj.ru,http://www.montaj.ru/,"(8442) 94-44-65, (8442) 94-51-53","400001, г. Волгоград, Козловская, 50 А"
«Энергия природы» ООО,"разработка и внедрение оборудования по преобразованию энергии солнца и ветра в электрическую и тепловую (ветро-солнечные электростанции, комплекты для автономного освещения, солнечные коллекторы в комбинации с газовыми и электрическими нагревателями для отопления, ГВС и др.)",Волгоградская область,Волгоград г.,Ген. дир.: Авраимов Александр Борисович,energy-prirody@mail.ru,http://www.energy-prirody.ru/,"8-800-333-9934, 8-961-063-9990, 8-960-888-7890","400075, г. Волгоград, ш. Авиаторов, 3"
«Югжелдормаш» ООО,"производство почвообрабатывающей с/х техники, металлоконструкций; модульные бойни для убоя скота и птицы",Волгоградская область,Волгоград г.,Дир.: Капустников Владимир Валентинович,kanat-ugd@mail.ru,,"(8442) 40-28-45, (8442) 49-37-69, 49-17-47","400080, г. Волгоград, пр-д Автодорожный, 13"
"«Юпласт» ГК, Волгоградский филиал",упаковочные материалы - производство и реализация,Волгоградская область,Волгоград г.,,"volgograd, @uplastgroup.ru","http://uplastgroup.ru/, http://uplastgroup.ru/",(8442) 22-17-18,"400075, г. Волгоград, Авторемонтная, 11 В"
«Юстир» АО,"пр-во весов для агрокомплексов, автоматизация, модернизация, поверка, ремонт, внедрение программных продуктов для весовых пунктов; поставка платформенных, палетных, стержневых, торговых, бункерных весов, весов для КРС и контроля роста молодняка",Волгоградская область,Волгоград г.,Ген. дир.: Свиридов Павел Александрович,info@ustir.ru,http://www.ustir.ru/,"8-800-700-2368, (8442) 54-31-31, (8442) 58-10-10","400075, г. Волгоград, Историческая, 179"
34_Волжский г._КФХ 001,"зерновые, масличные",Волгоградская область,Волжский г.,,,,8-909-392-0115,"404100, г. Волжский"
34_Волжский г._КФХ 002,овощи (открытый грунт),Волгоградская область,Волжский г.,,,,8-960-880-7777,"404106, г. Волжский"
34_Волжский г._КФХ 003,овощи (открытый грунт),Волгоградская область,Волжский г.,,,,8-905-483-9019,"404133, г. Волжский"
«Молсыркомбинат-Волжский» АО,производство молочной продукции,Волгоградская область,Волжский г.,Ген.дир.: Яковлев Виталий,ppmolzav@rambler.,,"(8443) 41-20-02, 31-74-11","404130, г. Волжский, К. Маркса, 75"
«Овощевод» ООО,овощи (закрытый грунт),Волгоградская область,Волжский г.,Ген. дир.: Сударев Юрий Владимирович,secretar@ovoshevod.org.ru,,"(8443) 21-05-12, 21-05-10","404126, г. Волжский, Александрова, 59"
«Экотерра» ООО,"пшеница, тритикале",Волгоградская область,Волжский г.,Ген. дир.: Авдеев Владимир Владимирович,office.ekoterra@yandex.ru,,8-929-600-0700,"404130, г. Волжский, 7-я Автодорога, 31 Б"
«2Рс» ООО,"подшипники для сельхозтехники импортного и российского производства, подшипники импортного и российского производства для легковых и грузовых автомобилей, кольца запорные, втулки подшипников",Волгоградская область,Волжский г.,Дир.: ИП Локтионов Сергей Александрович,zakaz@2rs.ru,https://2rs.ru/,"(8443) 20-24-94, 8-800-100-5707","404122, г. Волжский, Кирова, 19"
"«Агро-эксперт» ООО, оф. дилер Bellota","запчасти на почвообрабатывающую технику, культиваторы, дискаторы, сеялки, плуги",Волгоградская область,Волжский г.,Дир.: Шумских Елена Владимировна,agro-lena@mail.ru,https://xn----7sbj3aslk8g.xn--p1ai/,"(8443) 31-21-30, 8-902-090-8216","404130, г. Волжский, 1-й Индустриальный проезд, объект 16 А, оф. 25"
«Агроахтуба» ТД ООО,"запчасти к тракторам ДТ-75, подшипники, ремни, гидравлика",Волгоградская область,Волжский г.,Ген. дир.: Гусаров Евгений Жантимирович,info@agroachtuba.ru,http://www.agroachtuba.ru/,"(8443) 38-28-22, 8-800-200-8443","404130, г. Волжский, Индустриальный пр-д 2-й, 4 Ж"
«АгроДорСнаб» ООО («АДС» ООО),"продажа запчастей, РТИ на отечественную сельхозтехнику",Волгоградская область,Волжский г.,Дир.: Супкарев Владимир Иванович,adsagro@mail.ru,,"(8443) 34-14-30, (8443) 41-23-05","404130, г. Волжский, им. Ф.Г. Логинова, 4, офис 1"
"«Агроимпорт» ф-л, ООО",реализация импортной с/х техники и запчастей к ней,Волгоградская область,Волжский г.,Дир.: Петров Анатолий Васильевич,tolik-1984@mail.ru,,"(8443) 31-55-99, (8443) 31-31-62","404122, г. Волжский, Кирова, 19"
